GENE	EVENT	AS_TYPE	dPSI_TAF2	dPSI_TAF2dIDR	direction_TAF2	direction_TAF2dIDR
FGFR3	HsaINT0063980	Intron	21.890000000000004	14.34	UP	NONE
FRS3	HsaINT0066168	Intron	18.89	4.75	UP	NONE
GPT	HsaINT0071958	Intron	31.049999999999997	19.120000000000005	UP	UP
GSDMD	HsaINT0072905	Intron	22.15	4.769999999999996	UP	NONE
H6PD	HsaINT0073995	Intron	20.229999999999997	-1.6700000000000017	UP	NONE
HSF4	HsaINT0077790	Intron	18.759999999999998	9.490000000000002	UP	NONE
ISYNA1	HsaINT0082204	Intron	16.560000000000002	0.9400000000000004	UP	NONE
KIAA0895L	HsaINT0086232	Intron	27.180000000000007	5.060000000000002	UP	NONE
L3MBTL1	HsaINT0089912	Intron	28.57	29.529999999999994	UP	UP
CERS4	HsaINT0090834	Intron	15.379999999999999	0.8300000000000001	UP	NONE
LOXL4	HsaINT0095601	Intron	16.67	5.56	UP	NONE
PIDD1	HsaINT0096069	Intron	17.119999999999997	3.969999999999999	UP	NONE
LRIG2	HsaINT0096122	Intron	18.43	4.11	UP	NONE
LYSMD4	HsaINT0097966	Intron	18.32	-0.2099999999999973	UP	NONE
MAMDC4	HsaINT0098613	Intron	20.189999999999998	2.6499999999999986	UP	NONE
MAST1	HsaINT0100106	Intron	24.03	3.9700000000000006	UP	NONE
MCOLN3	HsaINT0100943	Intron	15.65	8.81	UP	NONE
AC108142.1	HsaINT0102653	Intron	15.470000000000002	1.8099999999999996	UP	NONE
MOV10L1	HsaINT0104511	Intron	21.02	27	UP	UP
PLEKHN1	HsaINT0127537	Intron	25.92	11.340000000000003	UP	NONE
PLXNB1	HsaINT0128027	Intron	29.940000000000005	32.46	UP	UP
POMT1	HsaINT0129575	Intron	15.07	22.08	UP	UP
PRPF40B	HsaINT0132652	Intron	22.900000000000002	20.330000000000002	UP	UP
PRSS53	HsaINT0133029	Intron	26.049999999999997	21.340000000000003	UP	UP
PRSS53	HsaINT0133030	Intron	19.75	15.519999999999996	UP	UP
PRSS53	HsaINT0133031	Intron	18.79	4.18	UP	NONE
QRICH2	HsaINT0135781	Intron	17.04	7.04	UP	NONE
MOK	HsaINT0136834	Intron	18.32	-3.150000000000002	UP	NONE
RHPN1	HsaINT0140585	Intron	16.34	15.84	UP	UP
RHPN1	HsaINT0140595	Intron	15.950000000000003	-3.1000000000000014	UP	NONE
SCNN1D	HsaINT0146031	Intron	16.3	33.14	UP	UP
SFI1	HsaINT0148621	Intron	15.670000000000002	12.379999999999995	UP	NONE
SGK494	HsaINT0148998	Intron	23.450000000000003	22.83	UP	UP
SLC25A42	HsaINT0151884	Intron	15.07	4.99	UP	NONE
SLC26A11	HsaINT0151942	Intron	18	12.25	UP	NONE
SLC2A11	HsaINT0152271	Intron	42.330000000000005	-0.519999999999996	UP	NONE
SLC4A11	HsaINT0153344	Intron	20.38	7.510000000000002	UP	NONE
SLC9A5	HsaINT0154225	Intron	25.08	11.41	UP	NONE
TMC6	HsaINT0168029	Intron	17.339999999999996	10.02	UP	NONE
TMEM106A	HsaINT0168241	Intron	15.27	1.84	UP	NONE
TMEM201	HsaINT0168908	Intron	16.82	8.61	UP	NONE
TMEM86B	HsaINT0169425	Intron	17	16.299999999999997	UP	UP
TMEM86B	HsaINT0169426	Intron	15.72	11.72	UP	NONE
TNS4	HsaINT0170726	Intron	19.17	1.75	UP	NONE
TRPV1	HsaINT0173301	Intron	17.78	12.67	UP	NONE
VASH1	HsaINT0179857	Intron	20.98	-0.259999999999998	UP	NONE
ZDHHC23	HsaINT0185242	Intron	18.430000000000007	10.980000000000004	UP	NONE
ZNF23	HsaINT0186516	Intron	17.74	13.64	UP	NONE
ZNF446	HsaINT0187288	Intron	15.219999999999999	-0.21999999999999886	UP	NONE
ZNF527	HsaINT0187531	Intron	16.29	0.7999999999999998	UP	NONE
ACSF3	HsaINT1002655	Intron	15.379999999999995	19.339999999999996	UP	UP
ATL2	HsaINT1004766	Intron	22.440000000000005	19.449999999999996	UP	UP
C1RL-AS1	HsaINT1005723	Intron	23.53	10.53	UP	NONE
CTD-2619J13.16	HsaINT1010111	Intron	40.69	19.129999999999995	UP	UP
CYP2D6	HsaINT1010488	Intron	21.16	0	UP	NONE
GABBR1	HsaINT1014065	Intron	28.44	16.3	UP	UP
LINC-PINT	HsaINT1018257	Intron	20.14	-5.9799999999999995	UP	NONE
LINC00863	HsaINT1019028	Intron	26.909999999999997	13.850000000000001	UP	NONE
LINC01515	HsaINT1020227	Intron	16.700000000000003	3.9099999999999966	UP	NONE
LINC01569	HsaINT1020343	Intron	30.519999999999996	0	UP	NONE
MROH1	HsaINT1023423	Intron	19.259999999999998	3.9700000000000006	UP	NONE
MYL5	HsaINT1024174	Intron	21.54	19.259999999999998	UP	UP
MYO15B	HsaINT1024242	Intron	22.42	-8.33	UP	NONE
PAQR6	HsaINT1026127	Intron	18.89	8.57	UP	NONE
PAQR6	HsaINT1026128	Intron	18.36	6.960000000000001	UP	NONE
PAX6	HsaINT1026218	Intron	15.579999999999998	3.569999999999993	UP	NONE
RP1-315G1.3	HsaINT1029883	Intron	27.77	19.44	UP	UP
RP11-596C23.6	HsaINT1036692	Intron	23.159999999999997	14.879999999999995	UP	NONE
RP11-800A3.7	HsaINT1038302	Intron	31.36999999999999	10.679999999999993	UP	NONE
RP4-756H11.3	HsaINT1039753	Intron	16.740000000000002	17.62	UP	UP
RP5-1112D6.4	HsaINT1039951	Intron	16.47	8.969999999999999	UP	NONE
SERPINB8	HsaINT1041333	Intron	18.88	4.69	UP	NONE
SZT2-AS1	HsaINT1043593	Intron	18.939999999999998	14.749999999999998	UP	NONE
TLE2	HsaINT1044294	Intron	27.490000000000002	8.8	UP	NONE
TMEM9B-AS1	HsaINT1044618	Intron	17.209999999999997	3.719999999999999	UP	NONE
TRIM13	HsaINT1045157	Intron	16.889999999999997	13.48	UP	NONE
ZNF213-AS1	HsaINT1047332	Intron	15.189999999999998	8.29	UP	NONE
ZNF738	HsaINT1047659	Intron	19.159999999999997	1.779999999999994	UP	NONE
EGFL8	HsaINT1048120	Intron	15.219999999999999	12.349999999999994	UP	NONE
FGFR3	HsaALTA0003348-2/3	Alt. Acceptor	-15.5	16.439999999999998	DOWN	UP
POLG	HsaALTA0006506-1/2	Alt. Acceptor	-16.979999999999997	-9.199999999999998	DOWN	NONE
RPL18A	HsaALTA1013474-1/3	Alt. Acceptor	-25.599999999999994	-15.579999999999991	DOWN	DOWN
CAPZA1	HsaALTA1018794-3/3	Alt. Acceptor	-17.150000000000006	3.9599999999999937	DOWN	NONE
NAPB	HsaALTA1022420-2/3	Alt. Acceptor	-17.65	15.469999999999999	DOWN	UP
RECQL4	HsaALTA1039223-1/2	Alt. Acceptor	-27.950000000000003	-25.410000000000004	DOWN	DOWN
CXorf23	HsaALTA1046919-2/2	Alt. Acceptor	-33.48	-6.57	DOWN	NONE
RASSF8-AS1	HsaALTA1059899-2/2	Alt. Acceptor	-25.65	-30.07	DOWN	DOWN
RP11-400N13.2	HsaALTA1064390-1/3	Alt. Acceptor	-18.810000000000002	3.030000000000001	DOWN	NONE
CEP250	HsaALTD0001377-2/2	Alt. Donor	-22.14	1.1899999999999977	DOWN	NONE
NIT2	HsaALTD0004316-2/5	Alt. Donor	-27.53	-26.25	DOWN	DOWN
TCF4	HsaALTD0006433-1/3	Alt. Donor	-26.570000000000004	-23.110000000000003	DOWN	DOWN
KNOP1	HsaALTD1009263-5/6	Alt. Donor	-33.03	-6.93	DOWN	NONE
CCT5	HsaALTD1027159-1/2	Alt. Donor	-18.450000000000003	16.28	DOWN	UP
THAP5	HsaALTD1037876-1/4	Alt. Donor	-17.770000000000003	17.799999999999997	DOWN	UP
MRPS16	HsaALTD1038960-4/4	Alt. Donor	-21.299999999999997	-19.63	DOWN	DOWN
RP11-108M9.4	HsaALTD1046533-2/3	Alt. Donor	-21.79	-11.93	DOWN	NONE
FBXO43	HsaALTD1051196-2/2	Alt. Donor	-21.379999999999995	-21.33	DOWN	DOWN
AASDH	HsaEX0000176	Exon	-17.360000000000014	0.05999999999998806	DOWN	NONE
ABCC3	HsaEX0000440	Exon	-18.08	-5.930000000000007	DOWN	NONE
ABCC3	HsaEX0000441	Exon	-21.459999999999994	-4.599999999999994	DOWN	NONE
ABCC3	HsaEX0000449	Exon	-17.92	-12.180000000000007	DOWN	NONE
MIR4435-2HG	HsaEX0001275	Exon	-16.19	-14.820000000000002	DOWN	NONE
PEAK1	HsaEX0001544	Exon	-23.519999999999996	5.3699999999999974	DOWN	NONE
ACCS	HsaEX0001873	Exon	-39.129999999999995	-29.369999999999997	DOWN	DOWN
ADAMTS3	HsaEX0002519	Exon	-15.040000000000006	-4.049999999999997	DOWN	NONE
ADAMTS6	HsaEX0002533	Exon	-16.22	-8.700000000000003	DOWN	NONE
GRK3	HsaEX0002868	Exon	-19.290000000000006	-11.030000000000001	DOWN	NONE
AGBL3	HsaEX0003056	Exon	-16.569999999999993	-15.379999999999995	DOWN	DOWN
PHYKPL	HsaEX0003216	Exon	-19.39999999999999	-18.08999999999999	DOWN	DOWN
AKAP11	HsaEX0003357	Exon	-16.10000000000001	2.25	DOWN	NONE
AKAP9	HsaEX0003428	Exon	-15.239999999999995	-2.9199999999999875	DOWN	NONE
CARF	HsaEX0003897	Exon	-19.430000000000007	-27.230000000000004	DOWN	DOWN
AMOTL1	HsaEX0003969	Exon	-16.370000000000005	5.169999999999995	DOWN	NONE
ANKMY1	HsaEX0004251	Exon	-37.9	-35.74	DOWN	DOWN
ANKRD44	HsaEX0004503	Exon	-16	0	DOWN	NONE
ARHGAP22	HsaEX0005442	Exon	-16.760000000000005	-22.650000000000006	DOWN	DOWN
ARSE	HsaEX0006077	Exon	-16	0	DOWN	NONE
ATP7A	HsaEX0007033	Exon	-16.599999999999994	-7.480000000000004	DOWN	NONE
ATP9B	HsaEX0007130	Exon	-15.379999999999995	0	DOWN	NONE
ADGRB2	HsaEX0007565	Exon	-17.049999999999997	-9.730000000000004	DOWN	NONE
BCL2L11	HsaEX0007889	Exon	-18.74000000000001	-13.720000000000013	DOWN	NONE
BEND6	HsaEX0008018	Exon	-23.810000000000002	-11.96	DOWN	NONE
TSPOAP1	HsaEX0008747	Exon	-16.42	16.260000000000005	DOWN	UP
LACC1	HsaEX0009318	Exon	-15.580000000000005	-13.770000000000003	DOWN	NONE
VPS9D1	HsaEX0009694	Exon	-15.83999999999999	-1.019999999999996	DOWN	NONE
CCDC189	HsaEX0009728	Exon	-18.01	-20.900000000000002	DOWN	DOWN
ASB16-AS1	HsaEX0009799	Exon	-16.42	-7.550000000000004	DOWN	NONE
C19orf57	HsaEX0010019	Exon	-17.44999999999999	-3.1799999999999926	DOWN	NONE
C21orf58	HsaEX0010560	Exon	-42.11	-30.430000000000007	DOWN	DOWN
ZGRF1	HsaEX0011002	Exon	-19.179999999999993	-6.810000000000002	DOWN	NONE
FAXC	HsaEX0011281	Exon	-17.39	-16.67	DOWN	DOWN
ARHGEF39	HsaEX0011575	Exon	-16	-16.25999999999999	DOWN	DOWN
C9orf84	HsaEX0011737	Exon	-32.62	-4.980000000000004	DOWN	NONE
CACNA1H	HsaEX0011991	Exon	-39.93	-43.08	DOWN	DOWN
CACNA1H	HsaEX0011996	Exon	-25	-27.78	DOWN	DOWN
CARD8	HsaEX0012444	Exon	-21.849999999999994	-15.989999999999995	DOWN	DOWN
CATSPER2	HsaEX0012655	Exon	-40.3	-50.73	DOWN	DOWN
CATSPER2	HsaEX0012657	Exon	-26.330000000000013	-28.760000000000005	DOWN	DOWN
KYAT1	HsaEX0012837	Exon	-19.879999999999995	-1.4699999999999989	DOWN	NONE
CCDC15	HsaEX0013083	Exon	-21.72	-18.189999999999998	DOWN	DOWN
CCDC68	HsaEX0013407	Exon	-19.349999999999994	-5.8799999999999955	DOWN	NONE
CDC14A	HsaEX0013980	Exon	-16.950000000000003	-5.799999999999997	DOWN	NONE
CDKN2B-AS1	HsaEX0014410	Exon	-15.13000000000001	3.030000000000001	DOWN	NONE
CHD6	HsaEX0015090	Exon	-20.070000000000007	-8.900000000000006	DOWN	NONE
CHIC1	HsaEX0015181	Exon	-19.83	-13.36	DOWN	NONE
COL27A1	HsaEX0016500	Exon	-15.320000000000007	-5.950000000000003	DOWN	NONE
CPEB2	HsaEX0016967	Exon	-22.24	-7.349999999999998	DOWN	NONE
TMEM161B-AS1	HsaEX0017700	Exon	-15.240000000000002	-9.090000000000003	DOWN	NONE
CXorf23	HsaEX0018134	Exon	-15.61	-2.5600000000000023	DOWN	NONE
CYB561D1	HsaEX0018161	Exon	-33.72	-32.12	DOWN	DOWN
DDX5	HsaEX0018967	Exon	-15.68	6.700000000000003	DOWN	NONE
DEPDC4	HsaEX0019249	Exon	-30.589999999999996	-12.599999999999994	DOWN	NONE
DERL3	HsaEX0019304	Exon	-16.799999999999997	-4.980000000000004	DOWN	NONE
DGKA	HsaEX0019382	Exon	-16.849999999999994	-14.760000000000005	DOWN	NONE
DGKH	HsaEX0019428	Exon	-25.34	-9.82	DOWN	NONE
DPY19L4	HsaEX0020923	Exon	-30.339999999999996	-12.169999999999995	DOWN	NONE
DPYD	HsaEX0020938	Exon	-16.78	-11.47	DOWN	NONE
DTWD1	HsaEX0021116	Exon	-19.179999999999993	-6.3699999999999974	DOWN	NONE
DYNC2H1	HsaEX0021310	Exon	-17.39	0	DOWN	NONE
EGF	HsaEX0021797	Exon	-33.33	-32	DOWN	DOWN
ELMOD3	HsaEX0022185	Exon	-21.330000000000005	-6.88000000000001	DOWN	NONE
FAM151B	HsaEX0024059	Exon	-37.74	0	DOWN	NONE
FAM3C	HsaEX0024433	Exon	-16.03	-11.350000000000001	DOWN	NONE
FBF1	HsaEX0024985	Exon	-19.859999999999992	-34.699999999999996	DOWN	DOWN
FBXO25	HsaEX0025268	Exon	-17.489999999999995	-0.21999999999999886	DOWN	NONE
FCGRT	HsaEX0025403	Exon	-18.200000000000003	-8.060000000000002	DOWN	NONE
FDXACB1	HsaEX0025503	Exon	-27.299999999999997	-10.060000000000002	DOWN	NONE
FLOT1	HsaEX0025942	Exon	-24.939999999999998	10.879999999999995	DOWN	NONE
FOXP2	HsaEX0026282	Exon	-16.009999999999998	-0.14000000000000057	DOWN	NONE
FRYL	HsaEX0026474	Exon	-16.21	-2.1700000000000017	DOWN	NONE
FSD1L	HsaEX0026494	Exon	-32.559999999999995	-13.419999999999987	DOWN	NONE
GABARAPL1	HsaEX0026745	Exon	-24.47	-7.450000000000003	DOWN	NONE
GAN	HsaEX0026989	Exon	-17.28	-2.6299999999999955	DOWN	NONE
GBX2	HsaEX0027174	Exon	-17.7	-17.7	DOWN	DOWN
GK5	HsaEX0027526	Exon	-16.080000000000005	-5.000000000000007	DOWN	NONE
GLI1	HsaEX0027604	Exon	-15.909999999999997	1.0900000000000034	DOWN	NONE
GREB1L	HsaEX0028596	Exon	-15.379999999999995	0	DOWN	NONE
HDX	HsaEX0029482	Exon	-18.900000000000002	-7.260000000000002	DOWN	NONE
HSD17B14	HsaEX0030534	Exon	-17.840000000000003	-0.3100000000000023	DOWN	NONE
IFT88	HsaEX0031099	Exon	-23.160000000000004	-4.380000000000003	DOWN	NONE
IQCG	HsaEX0032108	Exon	-16.209999999999994	-5.959999999999994	DOWN	NONE
JAKMIP2	HsaEX0032696	Exon	-20.540000000000006	0.4299999999999926	DOWN	NONE
KDM8	HsaEX0032784	Exon	-16.429999999999993	-12.079999999999998	DOWN	NONE
KCNH3	HsaEX0032977	Exon	-17.39	0	DOWN	NONE
KIAA0319	HsaEX0033556	Exon	-15.799999999999997	0	DOWN	NONE
CEP162	HsaEX0033859	Exon	-18.599999999999998	-13.75	DOWN	NONE
KIAA1109	HsaEX0033932	Exon	-16.67	-9.780000000000001	DOWN	NONE
USF3	HsaEX0034338	Exon	-20.92	4.569999999999993	DOWN	NONE
L3MBTL1	HsaEX0035128	Exon	-19.049999999999997	-10.810000000000002	DOWN	NONE
LACE1	HsaEX0035173	Exon	-21.819999999999993	-13.719999999999999	DOWN	NONE
LAMA3	HsaEX0035236	Exon	-16.120000000000005	1.0499999999999972	DOWN	NONE
LARP1B	HsaEX0035360	Exon	-16.369999999999997	20.979999999999997	DOWN	UP
LARP1B	HsaEX0035362	Exon	-27.270000000000003	-25.830000000000005	DOWN	DOWN
LINC00630	HsaEX0035941	Exon	-17.019999999999996	-5.140000000000001	DOWN	NONE
LINC00630	HsaEX0035944	Exon	-17.790000000000006	-22.42	DOWN	DOWN
RP13-349O20.2	HsaEX0035952	Exon	-17.960000000000008	4.789999999999992	DOWN	NONE
RP13-349O20.2	HsaEX0035953	Exon	-20.339999999999996	-25.779999999999998	DOWN	DOWN
LOXL1	HsaEX0036148	Exon	-17.370000000000005	-10.510000000000005	DOWN	NONE
LRRC23	HsaEX0036545	Exon	-31.320000000000004	-22.230000000000004	DOWN	DOWN
LRRC37B	HsaEX0036593	Exon	-48.74	-6.799999999999997	DOWN	NONE
LRRC37B	HsaEX0036594	Exon	-40.84	-25.239999999999995	DOWN	DOWN
LRRC37B	HsaEX0036595	Exon	-28.33	-19.64	DOWN	DOWN
LYSMD4	HsaEX0037092	Exon	-15.239999999999995	-20.509999999999998	DOWN	DOWN
MAMDC4	HsaEX0037333	Exon	-16.29	-1.0399999999999991	DOWN	NONE
MAMDC4	HsaEX0037334	Exon	-28.89	-12.730000000000004	DOWN	NONE
MAMDC4	HsaEX0037335	Exon	-17.14	2.280000000000001	DOWN	NONE
MAMSTR	HsaEX0037351	Exon	-16.67	-16	DOWN	DOWN
MAP3K6	HsaEX0037585	Exon	-17.980000000000004	-0.060000000000002274	DOWN	NONE
MAST3	HsaEX0037994	Exon	-16.82	-11.660000000000004	DOWN	NONE
MCF2L2	HsaEX0038231	Exon	-21.549999999999997	-11.86	DOWN	NONE
MCF2L2	HsaEX0038232	Exon	-18.599999999999994	-29.409999999999997	DOWN	DOWN
MCOLN3	HsaEX0038297	Exon	-21.799999999999997	1.490000000000002	DOWN	NONE
MEF2B	HsaEX0038699	Exon	-15.810000000000002	-5.510000000000005	DOWN	NONE
MFAP5	HsaEX0038956	Exon	-24.659999999999997	9.810000000000002	DOWN	NONE
MELTF	HsaEX0038985	Exon	-15.060000000000002	-3.569999999999993	DOWN	NONE
MMAA	HsaEX0039613	Exon	-22.560000000000002	-4.950000000000003	DOWN	NONE
MSH5	HsaEX0040303	Exon	-17.53	3.4200000000000017	DOWN	NONE
NAAA	HsaEX0041511	Exon	-22.189999999999998	-19.08	DOWN	DOWN
NAIP	HsaEX0041614	Exon	-16.930000000000007	-10.460000000000008	DOWN	NONE
NCOA1	HsaEX0042046	Exon	-17.729999999999997	6.189999999999998	DOWN	NONE
LINC00265	HsaEX0042181	Exon	-20.78	-30.310000000000002	DOWN	DOWN
NDUFC1	HsaEX0042315	Exon	-16.180000000000003	-28.67	DOWN	DOWN
NOD1	HsaEX0043249	Exon	-21.33	-26.880000000000003	DOWN	DOWN
NOSTRIN	HsaEX0043379	Exon	-27	0.5600000000000023	DOWN	NONE
NQO2	HsaEX0043651	Exon	-22.659999999999997	1.4500000000000028	DOWN	NONE
NUDT17	HsaEX0044164	Exon	-20.18	-18.619999999999997	DOWN	DOWN
OBSCN	HsaEX0044521	Exon	-21.739999999999995	0.6700000000000017	DOWN	NONE
TENM1	HsaEX0044622	Exon	-20	-2.7600000000000016	DOWN	NONE
OGG1	HsaEX0044699	Exon	-15.31	-15.780000000000001	DOWN	DOWN
OSBPL7	HsaEX0044934	Exon	-20.47	-1.6599999999999966	DOWN	NONE
PANK2	HsaEX0045367	Exon	-38.43	2.259999999999998	DOWN	NONE
PAPLN	HsaEX0045423	Exon	-24.560000000000002	-7.040000000000006	DOWN	NONE
PARP9	HsaEX0045645	Exon	-32.43000000000001	0	DOWN	NONE
PCNX2	HsaEX0046002	Exon	-19.5	-34.510000000000005	DOWN	DOWN
PDE2A	HsaEX0046196	Exon	-18.009999999999998	-8.980000000000004	DOWN	NONE
PGAP3	HsaEX0046796	Exon	-28.569999999999993	-46.37	DOWN	DOWN
PLEKHG2	HsaEX0048341	Exon	-15.409999999999997	-18.060000000000002	DOWN	DOWN
PLEKHN1	HsaEX0048428	Exon	-27.819999999999993	-16.50999999999999	DOWN	DOWN
PPP6C	HsaEX0049799	Exon	-24.879999999999995	-16.6	DOWN	DOWN
PRDM2	HsaEX0049938	Exon	-16.439999999999998	-7.1000000000000085	DOWN	NONE
PTPRN	HsaEX0051188	Exon	-19.39999999999999	-23.549999999999997	DOWN	DOWN
MOK	HsaEX0051998	Exon	-27.639999999999993	-7.759999999999991	DOWN	NONE
RAP1GAP2	HsaEX0052222	Exon	-18.620000000000005	-15.160000000000004	DOWN	DOWN
RAPGEF2	HsaEX0052258	Exon	-15.539999999999996	-3.6299999999999955	DOWN	NONE
RAPGEFL1	HsaEX0052303	Exon	-20	-17.650000000000006	DOWN	DOWN
RCBTB2	HsaEX0052862	Exon	-31.019999999999996	5.200000000000003	DOWN	NONE
RELL2	HsaEX0053027	Exon	-18.189999999999998	-10.510000000000005	DOWN	NONE
REV3L	HsaEX0053135	Exon	-17.44	-16.54	DOWN	DOWN
RNF19A	HsaEX0054000	Exon	-18.689999999999998	-17.5	DOWN	DOWN
ROBO3	HsaEX0054214	Exon	-33.84	-1.9300000000000068	DOWN	NONE
ROR1	HsaEX0054259	Exon	-21.08	-6.6200000000000045	DOWN	NONE
MSC-AS1	HsaEX0054724	Exon	-17.39	-1.230000000000004	DOWN	NONE
H1FX-AS1	HsaEX0055221	Exon	-20.980000000000004	-0.8400000000000034	DOWN	NONE
RP3-326I13.1	HsaEX0055230	Exon	-29.22	-4.449999999999999	DOWN	NONE
RPGRIP1L	HsaEX0055470	Exon	-19.080000000000005	-2.610000000000003	DOWN	NONE
RPH3AL	HsaEX0055481	Exon	-24.03	-24.659999999999997	DOWN	DOWN
RPS6KL1	HsaEX0055666	Exon	-26.099999999999998	-31.9	DOWN	DOWN
RPS6KL1	HsaEX0055667	Exon	-22.5	-7.140000000000001	DOWN	NONE
SEC14L2	HsaEX0056809	Exon	-17.39	-8.700000000000003	DOWN	NONE
SEC31B	HsaEX0056963	Exon	-18.78000000000001	-33.38000000000001	DOWN	DOWN
SLC1A1	HsaEX0058796	Exon	-15.689999999999998	-7.409999999999997	DOWN	NONE
SLC25A27	HsaEX0059064	Exon	-17.930000000000007	-13.930000000000007	DOWN	NONE
SLC25A27	HsaEX0059065	Exon	-19.379999999999995	-14.769999999999996	DOWN	NONE
SLC25A35	HsaEX0059101	Exon	-34.75999999999999	-28.879999999999995	DOWN	DOWN
SLC35F3	HsaEX0059444	Exon	-16.480000000000004	11.11	DOWN	NONE
SLC37A1	HsaEX0059479	Exon	-29.709999999999994	-12.040000000000006	DOWN	NONE
SOBP	HsaEX0060936	Exon	-27.03	-31.79	DOWN	DOWN
SRR	HsaEX0061779	Exon	-17.72999999999999	-9.47999999999999	DOWN	NONE
TAF2	HsaEX0063481	Exon	-20.14	0.2699999999999996	DOWN	NONE
TERT	HsaEX0064494	Exon	-17.660000000000004	-6.090000000000003	DOWN	NONE
TEX9	HsaEX0064581	Exon	-25.459999999999994	-5.75	DOWN	NONE
THBS3	HsaEX0064796	Exon	-18.120000000000005	-19.709999999999994	DOWN	DOWN
THBS3	HsaEX0064798	Exon	-23.08	-16.22	DOWN	DOWN
TM7SF2	HsaEX0065194	Exon	-19.83	-4.709999999999994	DOWN	NONE
TMC6	HsaEX0065257	Exon	-22.22	0.7399999999999949	DOWN	NONE
TMEM116	HsaEX0065392	Exon	-17.689999999999998	-7.989999999999998	DOWN	NONE
TMEM116	HsaEX0065402	Exon	-16.56	-13.399999999999999	DOWN	NONE
IGFLR1	HsaEX0065509	Exon	-17.839999999999996	-5.069999999999993	DOWN	NONE
TMEM50B	HsaEX0065864	Exon	-18.929999999999993	-16.340000000000003	DOWN	DOWN
TMEM63C	HsaEX0065931	Exon	-61.980000000000004	-2.049999999999997	DOWN	NONE
TNK2	HsaEX0066268	Exon	-16.69	-14.920000000000002	DOWN	NONE
TSPAN9	HsaEX0067683	Exon	-28.65	-10	DOWN	NONE
TTC39B	HsaEX0067964	Exon	-27.980000000000004	-1.9500000000000028	DOWN	NONE
TTC39B	HsaEX0067965	Exon	-30.740000000000002	-0.6500000000000057	DOWN	NONE
TTC39B	HsaEX0067966	Exon	-38.08	-4.319999999999993	DOWN	NONE
TTLL11	HsaEX0068064	Exon	-15.480000000000004	0	DOWN	NONE
TXNRD3	HsaEX0068503	Exon	-16.690000000000005	-2.280000000000001	DOWN	NONE
UBN2	HsaEX0068911	Exon	-23.070000000000007	-13.5	DOWN	NONE
UBR4	HsaEX0068992	Exon	-30.630000000000003	-13.39	DOWN	NONE
USP45	HsaEX0069928	Exon	-17.959999999999994	-11.86	DOWN	NONE
VASH2	HsaEX0070238	Exon	-15.730000000000004	-28.940000000000005	DOWN	DOWN
VIPR1	HsaEX0070371	Exon	-21.58	-16	DOWN	DOWN
VIPR2	HsaEX0070375	Exon	-29.11	-36.74	DOWN	DOWN
WDFY3	HsaEX0070923	Exon	-22.5	-19.169999999999987	DOWN	DOWN
WDFY3	HsaEX0070924	Exon	-25.120000000000005	-14.290000000000006	DOWN	NONE
WDR27	HsaEX0071045	Exon	-20.109999999999996	-26.959999999999997	DOWN	DOWN
CFAP44	HsaEX0071187	Exon	-15.379999999999995	-7.409999999999997	DOWN	NONE
CFAP44	HsaEX0071189	Exon	-31.619999999999997	-13.510000000000005	DOWN	NONE
CFAP44	HsaEX0071191	Exon	-27.590000000000003	-14.290000000000006	DOWN	NONE
CFAP44	HsaEX0071195	Exon	-27.159999999999997	-21.200000000000003	DOWN	DOWN
WDSUB1	HsaEX0071444	Exon	-19.6	-0.030000000000001137	DOWN	NONE
XRRA1	HsaEX0071890	Exon	-23.29	-0.7999999999999972	DOWN	NONE
XRRA1	HsaEX0071894	Exon	-21.03	-1.3199999999999932	DOWN	NONE
ZBTB49	HsaEX0072189	Exon	-20.619999999999997	11.440000000000005	DOWN	NONE
ZDHHC20	HsaEX0072499	Exon	-15.419999999999998	-14.75	DOWN	NONE
ZDHHC23	HsaEX0072523	Exon	-32.95	-12.57	DOWN	NONE
ZBTB14	HsaEX0072652	Exon	-16.25	0.5900000000000034	DOWN	NONE
ZFPM1	HsaEX0072687	Exon	-16.549999999999997	-5.640000000000001	DOWN	NONE
ZFYVE28	HsaEX0072785	Exon	-16.33	-8.700000000000003	DOWN	NONE
ZNF12	HsaEX0073008	Exon	-22.61	-10.379999999999995	DOWN	NONE
ZNF517	HsaEX0073838	Exon	-22.629999999999995	-16.519999999999996	DOWN	DOWN
ZNF519	HsaEX0073849	Exon	-15.979999999999997	-13.04	DOWN	NONE
ZNF589	HsaEX0074003	Exon	-16.33	-10.150000000000006	DOWN	NONE
KRBOX4	HsaEX0074160	Exon	-15.959999999999994	-11.420000000000002	DOWN	NONE
ZSCAN20	HsaEX0074562	Exon	-25.18	-9	DOWN	NONE
NA	HsaEX1000106	Exon	-26.85	-17.42	DOWN	DOWN
NA	HsaEX1000564	Exon	-24.03	-12.129999999999995	DOWN	NONE
NA	HsaEX1000565	Exon	-24.15	-19.54	DOWN	DOWN
NA	HsaEX1001069	Exon	-16.17	-13.030000000000001	DOWN	NONE
AC074286.1	HsaEX1002134	Exon	-17.2	-12.169999999999998	DOWN	NONE
ANXA8L1	HsaEX1004023	Exon	-24.22	-17.47	DOWN	DOWN
ANXA8L1	HsaEX1004026	Exon	-20.450000000000003	-18.980000000000004	DOWN	DOWN
ARHGEF3	HsaEX1004593	Exon	-21.44	-16.080000000000002	DOWN	DOWN
