EXPERIMENT	TYPE	EVENT	DIRECTION	GENE	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_FRT_B	88.32	VLOW	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_FRT_C	44.04	N	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_NLSTAF2dIDR	45.87	LOW	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_NLSTAF2dIDR_A	46.45	N	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_NLSTAF2dIDR_B	54.67	N	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_NLSTAF2dIDR_C	39.95	N	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_TAF2	42.41	LOW	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_TAF2_A	57.09	N	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_TAF2_B	28.95	N	S1
TAF2∆IDR	Exon	HsaEX0052222	DOWN	RAP1GAP2	chr17:2962670-2962714	45	chr17:2957794,2962670-2962714,2963430	S	HeLa_TAF2_C	46.3	N	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_FRT	60.75	OK	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_FRT_A	61.21	N	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_FRT_B	68.24	N	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_FRT_C	55.01	N	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_NLSTAF2dIDR	43.25	OK	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_NLSTAF2dIDR_A	49.28	VLOW	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_NLSTAF2dIDR_B	22.75	VLOW	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_NLSTAF2dIDR_C	58.56	N	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_TAF2	42.06	OK	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_TAF2_A	31.48	VLOW	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_TAF2_B	36.91	N	S1
TAF2∆IDR	Exon	HsaEX0054000	DOWN	RNF19A	chr8:100300528-100300651	124	chr8:100303160,100300528-100300651,100288267	C1	HeLa_TAF2_C	53.09	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_FRT	67.54	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_FRT_A	64.6	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_FRT_B	75.72	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_FRT_C	64.5	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_NLSTAF2dIDR	34.16	OK	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_NLSTAF2dIDR_A	41.44	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_NLSTAF2dIDR_B	34.15	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_NLSTAF2dIDR_C	18.73	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_TAF2	48.76	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_TAF2_A	28.26	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_TAF2_B	67.36	N	S1
TAF2∆IDR	Exon	HsaEX0056963	DOWN	SEC31B	chr10:100507425-100507567	143	chr10:100507908,100507425-100507567,100502484	ANN	HeLa_TAF2_C	67.47	N	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_FRT	84.69	SOK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_FRT_A	100	LOW	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_FRT_B	65.4	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_FRT_C	100	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_NLSTAF2dIDR	68.35	SOK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_NLSTAF2dIDR_A	44.33	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_NLSTAF2dIDR_B	94.39	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_NLSTAF2dIDR_C	95.79	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_TAF2	65.76	SOK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_TAF2_A	51.11	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_TAF2_B	61.53	OK	S1
TAF2∆IDR	Exon	HsaEX0065864	DOWN	TMEM50B	chr21:33455727-33455784	58	chr21:33460413,33455727-33455784,33450863	C1	HeLa_TAF2_C	100	OK	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_FRT	38.94	LOW	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_FRT_A	57.16	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_FRT_B	29.41	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_FRT_C	21.77	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_NLSTAF2dIDR	20.55	OK	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_NLSTAF2dIDR_A	21.74	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_NLSTAF2dIDR_B	15.61	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_NLSTAF2dIDR_C	23.26	VLOW	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_TAF2	20	OK	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_TAF2_A	19.22	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_TAF2_B	38.46	N	S1
TAF2∆IDR	Exon	HsaEX1032727	DOWN	RP11-268G12.1	chrX:27397121-27397148	28	chrX:27398751,27397121-27397148,27336493	C1	HeLa_TAF2_C	8.49	N	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_FRT	84.21	LOW	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_FRT_A	77.78	N	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_FRT_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_FRT_C	80.95	VLOW	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_NLSTAF2dIDR	60.66	OK	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_NLSTAF2dIDR_A	55.56	N	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_NLSTAF2dIDR_B	47.83	N	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_NLSTAF2dIDR_C	80	N	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_TAF2	64.81	OK	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_TAF2_A	76.47	VLOW	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_TAF2_B	58.82	VLOW	S1
TAF2∆IDR	Exon	HsaEX0051188	DOWN	PTPRN	chr2:219299700-219299786	87	chr2:219299985,219299626+219299700-219299786,219299384	S	HeLa_TAF2_C	60	VLOW	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_FRT	100	LOW	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_FRT_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_FRT_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_FRT_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_NLSTAF2dIDR	65.49	VLOW	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_NLSTAF2dIDR_A	53.46	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_NLSTAF2dIDR_B	60.5	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_TAF2	80.5	LOW	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_TAF2_A	72.36	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_TAF2_B	87.65	N	S1
TAF2∆IDR	Exon	HsaEX0046002	DOWN	PCNX2	chr1:233090061-233090167	107	chr1:233135013,233090061-233090167+233090190,233057287+233057290	C3	HeLa_TAF2_C	80.71	N	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_FRT	19.59	OK	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_FRT_A	41.3	N	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_FRT_B	0	N	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_FRT_C	0	N	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_NLSTAF2dIDR	2.78	OK	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_NLSTAF2dIDR_A	4.16	OK	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_NLSTAF2dIDR_B	0	N	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_NLSTAF2dIDR_C	0	N	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_TAF2	0	OK	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_TAF2_A	0	VLOW	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_TAF2_B	0	VLOW	S1
TAF2∆IDR	Exon	HsaEX1010975	DOWN	DAG1	chr3:49487889-49488035	147	chr3:49487415,49487889-49488035,49488626	C2	HeLa_TAF2_C	0	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_FRT	81.82	OK	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_FRT_A	74.36	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_FRT_B	83.61	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_FRT_C	87.65	VLOW	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_NLSTAF2dIDR	47.12	VLOW	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_NLSTAF2dIDR_A	51.22	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_NLSTAF2dIDR_B	60.78	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_NLSTAF2dIDR_C	33.33	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_TAF2	61.96	LOW	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_TAF2_A	70.59	N	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_TAF2_B	66.67	VLOW	S1
TAF2∆IDR	Exon	HsaEX0024985	DOWN	FBF1	chr17:75935632-75935673	42	chr17:75937566,75935632-75935673,75933088	ANN	HeLa_TAF2_C	50	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_FRT	100	LOW	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_FRT_A	100	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_FRT_B	100	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_FRT_C	100	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_NLSTAF2dIDR	84.69	LOW	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_NLSTAF2dIDR_A	82.23	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_NLSTAF2dIDR_C	68.23	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_TAF2	80.05	LOW	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_TAF2_A	78.87	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_TAF2_B	90.22	N	S1
TAF2∆IDR	Exon	HsaEX1044897	DOWN	ZNF221	chr19:43962725-43962807	83	chr19:43951400,43962725-43962807,43964950	S	HeLa_TAF2_C	70.3	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_FRT	36.87	VLOW	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_FRT_A	36.46	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_FRT_B	43.58	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_FRT_C	33.33	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_NLSTAF2dIDR	9.91	LOW	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_NLSTAF2dIDR_A	4.72	VLOW	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_NLSTAF2dIDR_B	16.67	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_NLSTAF2dIDR_C	15.37	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_TAF2	16.76	LOW	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_TAF2_A	0	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_TAF2_B	13.85	N	S1
TAF2∆IDR	Exon	HsaEX0071045	DOWN	WDR27	chr6:169572419-169572540	122	chr6:169582836,169572419-169572540,169457634	C2	HeLa_TAF2_C	29.41	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_FRT	40.44	VLOW	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_FRT_A	27.35	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_FRT_B	35.24	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_FRT_C	55.38	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_NLSTAF2dIDR	14.66	OK	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_NLSTAF2dIDR_A	16.2	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_NLSTAF2dIDR_B	20.56	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_NLSTAF2dIDR_C	11	VLOW	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_TAF2	20.1	OK	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_TAF2_A	22.54	VLOW	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_TAF2_B	15.54	N	S1
TAF2∆IDR	Exon	HsaEX0035953	DOWN	RP13-349O20.2	chrX:103475101-103475252	152	chrX:103461354,103475101-103475252,103486389	S	HeLa_TAF2_C	19.98	N	S1
TAF2∆IDR	Exon	HsaEX1004026	DOWN	ANXA8L1	chr10:46381146-46381240	95	chr10:46375872,46381032+46381146-46381240,46383456	C3	HeLa_FRT	95.45	OK	S1
TAF2∆IDR	Exon	HsaEX1004026	DOWN	ANXA8L1	chr10:46381146-46381240	95	chr10:46375872,46381032+46381146-46381240,46383456	C3	HeLa_FRT_A	100	N	S1
TAF2∆IDR	Exon	HsaEX1004026	DOWN	ANXA8L1	chr10:46381146-46381240	95	chr10:46375872,46381032+46381146-46381240,46383456	C3	HeLa_FRT_B	100	N	S1
