EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
SH2B3=HsaALTA1016037-1/2	0.00	NA	NA	NA	10.00	NA	NA	NA	0.00	NA	NA	NA
SH2B3=HsaALTA1016037-2/2	100.00	NA	NA	NA	90.00	NA	NA	NA	100.00	NA	NA	NA
OGFOD2=HsaALTA0005944-1/2	52.89	65.74	44.90	50.98	73.20	70.84	73.81	73.68	55.38	56.00	46.51	65.79
OGFOD2=HsaALTA0005944-2/2	47.11	34.26	55.10	49.02	26.80	29.16	26.19	26.32	44.62	44.00	53.49	34.21
RFC5=HsaALTA1016126-2/3	90.48	NA	NA	NA	82.14	NA	NA	NA	97.06	NA	NA	93.75
RFC5=HsaALTA1016126-3/3	4.76	NA	NA	NA	17.86	NA	NA	NA	2.94	NA	NA	6.25
MDM1=HsaALTA1016161-1/2	73.08	64.00	73.33	72.00	83.00	83.72	81.82	83.33	88.52	NA	85.19	90.00
MDM1=HsaALTA1016161-2/2	26.92	36.00	26.67	28.00	17.00	16.28	18.18	16.67	11.48	NA	14.81	10.00
GAPDH=HsaALTA1063478-1/4	31.52	NA	NA	NA	5.08	NA	NA	NA	NA	NA	NA	NA
GAPDH=HsaALTA1063478-2/4	8.53	NA	NA	NA	22.48	NA	NA	NA	NA	NA	NA	NA
GAPDH=HsaALTA1063478-3/4	21.32	NA	NA	NA	13.62	NA	NA	NA	NA	NA	NA	NA
GAPDH=HsaALTA1063478-4/4	38.63	NA	NA	NA	58.83	NA	NA	NA	NA	NA	NA	NA
TPI1=HsaALTA0008909-1/2	52.16	NA	NA	NA	25.73	NA	NA	NA	54.82	NA	NA	NA
TPI1=HsaALTA0008909-2/2	47.84	NA	NA	NA	74.27	NA	NA	NA	45.18	NA	NA	NA
ENO2=HsaALTA0002913-2/7	75.70	NA	77.52	NA	81.08	88.60	77.86	NA	90.13	93.96	79.53	100.00
ENO2=HsaALTA0002913-3/7	17.81	NA	11.40	NA	17.07	11.40	17.81	NA	9.87	6.04	20.47	0.00
NCOA7=HsaALTA0005611-1/2	32.26	26.09	31.58	40.00	40.02	41.94	34.87	42.31	34.65	30.43	NA	46.77
NCOA7=HsaALTA0005611-2/2	67.74	73.91	68.42	60.00	59.98	58.06	65.13	57.69	65.35	69.57	NA	53.23
ASCC3=HsaALTA0000714-2/3	NA	NA	NA	NA	NA	NA	80.08	NA	89.30	NA	91.67	86.76
ASCC3=HsaALTA0000714-3/3	NA	NA	NA	NA	NA	NA	19.92	NA	7.49	NA	8.33	6.62
MED23=HsaALTA1016648-1/2	8.40	5.41	7.71	11.11	5.74	3.59	10.56	4.36	9.08	5.25	22.04	0.00
MED23=HsaALTA1016648-2/2	91.60	94.59	92.29	88.89	94.26	96.41	89.44	95.64	90.92	94.75	77.96	100.00
MED23=HsaALTA0005108-1/2	45.83	NA	53.33	57.14	39.22	NA	40.00	NA	50.00	38.89	NA	NA
MED23=HsaALTA0005108-2/2	54.17	NA	46.67	42.86	60.78	NA	60.00	NA	50.00	61.11	NA	NA
EYA4=HsaALTA1016703-1/2	54.72	NA	35.00	68.42	60.71	59.09	NA	70.00	57.14	56.25	71.43	42.11
EYA4=HsaALTA1016703-2/2	45.28	NA	65.00	31.58	39.29	40.91	NA	30.00	42.86	43.75	28.57	57.89
PEX7=HsaALTA1016726-1/2	81.25	75.00	78.26	88.00	89.87	94.29	91.67	80.95	89.29	90.48	89.47	87.50
PEX7=HsaALTA1016726-2/2	18.75	25.00	21.74	12.00	10.13	5.71	8.33	19.05	10.71	9.52	10.53	12.50
ARFGEF3=HsaALTA1016744-1/2	18.75	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA
ARFGEF3=HsaALTA1016744-2/2	81.25	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA
PHF1=HsaALTA0006230-1/2	48.28	50.00	48.98	50.00	51.55	56.72	47.17	47.62	59.23	66.67	44.00	71.05
PHF1=HsaALTA0006230-2/2	51.72	50.00	51.02	50.00	48.45	43.28	52.83	52.38	40.77	33.33	56.00	28.95
TBP=HsaALTA0008498-1/3	52.37	53.60	63.33	48.50	54.02	54.51	49.86	60.33	65.02	64.43	55.58	74.13
TBP=HsaALTA0008498-2/3	47.63	46.40	36.67	51.50	45.28	44.65	50.14	38.43	34.59	35.57	43.32	25.87
CUL9=HsaALTA1016824-1/2	6.98	NA	0.00	NA	11.11	NA	NA	13.64	14.58	NA	6.67	21.74
CUL9=HsaALTA1016824-2/2	93.02	NA	100.00	NA	88.89	NA	NA	86.36	85.42	NA	93.33	78.26
CUL9=HsaALTA0002264-1/2	9.09	NA	NA	NA	15.38	NA	NA	NA	3.85	NA	NA	NA
CUL9=HsaALTA0002264-2/2	90.91	NA	NA	NA	84.62	NA	NA	NA	96.15	NA	NA	NA
SENP6=HsaALTA0007612-1/2	46.80	48.11	44.74	36.59	42.33	38.44	38.94	52.10	37.23	28.81	35.98	42.39
SENP6=HsaALTA0007612-2/2	53.20	51.89	55.26	63.41	57.67	61.56	61.06	47.90	62.77	71.19	64.02	57.61
PRPF4B=HsaALTA1016874-1/3	0.00	NA	NA	NA	0.00	0.00	NA	NA	6.52	NA	11.60	NA
PRPF4B=HsaALTA1016874-2/3	15.45	NA	NA	NA	11.61	19.99	NA	NA	10.75	NA	0.00	NA
CEP72=HsaALTA1016945-2/3	63.33	75.00	75.00	51.85	60.98	55.56	65.00	62.96	66.20	63.64	71.43	58.33
CEP72=HsaALTA1016945-3/3	35.00	25.00	18.75	48.15	31.71	38.89	30.00	25.93	29.58	27.27	25.00	41.67
APBB3=HsaALTA1017040-2/4	86.51	84.91	90.57	82.43	89.36	92.31	81.13	92.00	95.10	97.44	95.35	92.73
TMCO6=HsaALTA0008718-2/4	92.43	81.98	96.60	96.60	83.45	87.85	83.76	75.42	87.93	87.99	79.10	100.00
TMCO6=HsaALTA0008718-4/4	7.57	18.02	3.40	3.40	14.52	9.64	13.44	24.58	12.07	12.01	20.90	0.00
POLR3G=HsaALTA1017157-2/3	11.29	20.38	NA	NA	13.81	18.35	12.15	6.15	10.70	5.12	10.29	17.94
POLR3G=HsaALTA0006539-1/4	43.47	34.98	50.15	40.57	51.06	50.32	54.66	44.62	50.74	50.08	60.00	40.97
POLR3G=HsaALTA0006539-2/4	56.53	65.02	49.85	59.43	48.94	49.68	45.34	55.38	49.26	49.92	40.00	59.03
SUB1=HsaALTA0008342-2/4	17.65	NA	NA	NA	53.28	NA	NA	NA	58.82	NA	NA	NA
SUB1=HsaALTA0008342-3/4	82.35	NA	NA	NA	42.48	NA	NA	NA	41.18	NA	NA	NA
PDGFRB=HsaALTA1017351-1/2	4.32	0.00	11.71	0.00	17.50	0.00	NA	NA	0.00	0.00	NA	NA
PDGFRB=HsaALTA1017351-2/2	95.68	100.00	88.29	100.00	82.50	100.00	NA	NA	100.00	100.00	NA	NA
OGG1=HsaALTA0005947-1/2	80.45	74.29	82.61	83.64	81.41	86.96	77.59	77.08	71.07	74.29	67.50	71.74
OGG1=HsaALTA0005947-2/2	19.55	25.71	17.39	16.36	18.59	13.04	22.41	22.92	28.93	25.71	32.50	28.26
CEP70=HsaALTA0001808-1/3	5.63	0.00	16.00	0.00	3.97	8.70	0.00	0.00	8.22	7.14	4.55	13.04
CEP70=HsaALTA0001808-2/3	46.48	59.09	36.00	45.83	46.63	50.00	25.22	58.06	39.73	39.29	40.91	39.13
CEP70=HsaALTA0001808-3/3	47.89	40.91	48.00	54.17	49.40	41.30	74.78	41.94	52.05	53.57	54.55	47.83
TFDP2=HsaALTA0008577-1/2	65.10	58.00	72.73	61.97	65.53	68.97	65.33	61.97	58.24	72.73	57.14	50.91
TFDP2=HsaALTA0008577-2/2	34.90	42.00	27.27	38.03	34.47	31.03	34.67	38.03	41.76	27.27	42.86	49.09
XRN1=HsaALTA0009582-1/3	9.23	0.00	10.53	14.81	2.38	0.00	3.58	4.00	7.04	16.00	0.00	4.76
XRN1=HsaALTA0009582-2/3	10.77	22.22	10.53	3.70	8.38	14.00	10.62	0.00	8.45	8.00	8.00	9.52
XRN1=HsaALTA0009582-3/3	80.00	77.78	78.95	81.48	89.24	86.00	85.80	96.00	84.51	76.00	92.00	85.71
XRN1=HsaALTA1017473-1/2	0.00	0.00	0.00	0.00	17.13	0.00	0.00	47.39	19.11	34.41	0.00	0.00
XRN1=HsaALTA1017473-2/2	100.00	100.00	100.00	100.00	82.87	100.00	100.00	52.61	80.89	65.59	100.00	100.00
NPRL2=HsaALTA0005807-1/2	12.20	13.04	7.69	15.62	15.71	14.04	26.32	9.30	10.10	9.38	13.16	7.41
NPRL2=HsaALTA0005807-2/2	87.80	86.96	92.31	84.38	84.29	85.96	73.68	90.70	89.90	90.62	86.84	92.59
IQCG=HsaALTA0004350-1/2	5.56	NA	NA	NA	14.31	NA	NA	NA	0.00	NA	NA	NA
IQCG=HsaALTA0004350-2/2	94.44	NA	NA	NA	85.69	NA	NA	NA	100.00	NA	NA	NA
KLHL18=HsaALTA0004615-1/3	64.96	62.07	59.18	74.36	65.16	69.35	64.00	60.47	71.07	76.19	67.50	70.00
KLHL18=HsaALTA0004615-2/3	35.04	37.93	40.82	25.64	34.19	29.03	36.00	39.53	28.93	23.81	32.50	30.00
WDR48=HsaALTA1017735-1/4	7.04	0.00	0.00	19.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
WDR48=HsaALTA1017735-3/4	92.96	100.00	100.00	80.77	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ARHGEF26=HsaALTA0000631-1/2	14.03	NA	NA	NA	5.56	NA	NA	NA	NA	NA	NA	NA
ARHGEF26=HsaALTA0000631-2/2	85.97	NA	NA	NA	94.44	NA	NA	NA	NA	NA	NA	NA
CLCN2=HsaALTA1017828-1/2	11.11	NA	NA	NA	4.76	NA	NA	NA	0.00	NA	NA	NA
CLCN2=HsaALTA1017828-2/2	88.89	NA	NA	NA	95.24	NA	NA	NA	100.00	NA	NA	NA
CLCN2=HsaALTA0001896-3/4	44.01	NA	NA	NA	30.52	36.84	26.81	NA	56.20	NA	73.19	NA
CLCN2=HsaALTA0001896-4/4	51.88	NA	NA	NA	69.48	63.16	73.19	NA	43.80	NA	26.81	NA
FOXP1=HsaALTA0003451-2/3	34.18	21.74	36.00	41.94	23.09	23.81	27.90	20.93	20.48	8.00	26.19	25.93
FOXP1=HsaALTA0003451-3/3	65.82	78.26	64.00	58.06	76.91	76.19	72.10	79.07	79.52	92.00	73.81	74.07
FOXP1=HsaALTA0003453-2/4	29.52	37.82	24.41	27.60	28.53	37.71	19.94	30.19	26.41	27.53	27.15	25.62
FOXP1=HsaALTA0003453-3/4	70.48	62.18	75.59	72.40	71.47	62.29	80.06	69.81	73.59	72.47	72.85	74.38
INO80D=HsaALTA1017871-1/4	0.00	NA	NA	NA	32.63	NA	NA	NA	35.82	NA	NA	NA
INO80D=HsaALTA1017871-4/4	100.00	NA	NA	NA	65.26	NA	NA	NA	64.18	NA	NA	NA
EEF1B2=HsaALTA0002756-1/2	78.95	NA	NA	NA	91.67	NA	NA	NA	81.25	NA	NA	NA
EEF1B2=HsaALTA0002756-2/2	21.05	NA	NA	NA	8.33	NA	NA	NA	18.75	NA	NA	NA
KANSL3=HsaALTA0004552-2/3	34.49	29.13	38.84	31.51	37.33	42.95	31.45	34.04	39.83	28.96	44.57	37.78
CCL20=HsaALTA0001603-1/2	39.29	NA	NA	NA	55.56	73.68	NA	43.48	40.00	NA	NA	NA
CCL20=HsaALTA0001603-2/2	60.71	NA	NA	NA	44.44	26.32	NA	56.52	60.00	NA	NA	NA
EPB41L5=HsaALTA0002940-2/4	9.09	NA	NA	NA	26.92	NA	NA	NA	11.11	NA	NA	NA
EPB41L5=HsaALTA0002940-3/4	81.82	NA	NA	NA	69.23	NA	NA	NA	88.89	NA	NA	NA
GTF3C2=HsaALTA1018013-1/3	26.91	NA	31.12	20.97	NA	NA	NA	32.99	21.29	4.33	NA	NA
GTF3C2=HsaALTA1018013-2/3	31.69	NA	17.02	41.28	NA	NA	NA	12.03	14.82	4.74	NA	NA
GTF3C2=HsaALTA1018013-3/3	41.40	NA	51.86	37.75	NA	NA	NA	54.98	63.88	90.93	NA	NA
RPS15=HsaALTA1018082-1/3	75.56	82.50	83.33	69.84	80.70	85.94	81.67	73.47	72.93	74.14	75.71	69.09
HTRA2=HsaALTA0004136-1/7	13.84	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	NA
HTRA2=HsaALTA0004136-3/7	12.26	NA	NA	NA	33.26	NA	NA	NA	NA	NA	NA	NA
DOK1=HsaALTA0002603-1/2	12.50	NA	NA	NA	45.45	NA	NA	NA	24.44	NA	NA	NA
DOK1=HsaALTA0002603-2/2	87.50	NA	NA	NA	54.55	NA	NA	NA	75.56	NA	NA	NA
CCDC88A=HsaALTA0001593-1/3	27.27	23.81	36.67	21.62	21.78	17.95	25.71	25.00	16.42	13.04	20.00	16.67
CCDC88A=HsaALTA0001593-2/3	72.73	76.19	63.33	78.38	78.22	82.05	74.29	75.00	83.58	86.96	80.00	83.33
USP34=HsaALTA1018246-2/3	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	59.30	100.00	100.00	30.00
USP34=HsaALTA1018246-3/3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.70	0.00	0.00	70.00
GGCX=HsaALTA1018270-2/4	2.37	0.00	4.48	1.67	5.88	7.58	2.99	7.41	12.41	6.25	4.92	23.92
GGCX=HsaALTA1018270-3/4	97.63	100.00	95.52	98.33	94.12	92.42	97.01	92.59	87.59	93.75	95.08	76.08
KDM3A=HsaALTA1018310-1/4	4.64	0.00	0.00	11.26	6.77	7.10	10.20	NA	7.46	0.00	20.14	3.23
KDM3A=HsaALTA1018310-2/4	95.36	100.00	100.00	88.74	93.23	92.90	89.80	NA	92.54	100.00	79.86	96.77
ZNF142=HsaALTA0009739-1/6	14.49	13.55	16.28	13.01	20.78	19.52	24.43	18.01	23.59	31.20	18.86	26.72
ZNF142=HsaALTA0009739-5/6	78.65	81.03	75.57	80.49	76.45	78.70	75.57	74.28	70.29	64.35	74.28	67.35
ZNF142=HsaALTA0009741-1/6	NA	NA	NA	NA	29.70	NA	NA	NA	40.46	NA	NA	NA
ZNF142=HsaALTA0009741-2/6	NA	NA	NA	NA	50.22	NA	NA	NA	39.88	NA	NA	NA
UXS1=HsaALTA0009371-1/2	74.38	82.14	64.86	76.79	72.39	73.81	65.00	80.77	78.26	82.93	74.36	78.38
UXS1=HsaALTA0009371-2/2	25.62	17.86	35.14	23.21	27.61	26.19	35.00	19.23	21.74	17.07	25.64	21.62
STK16=HsaALTA0008297-1/2	94.17	96.00	92.50	94.44	89.52	95.92	84.21	86.49	90.35	75.00	95.92	92.50
STK16=HsaALTA0008297-2/2	5.83	4.00	7.50	5.56	10.48	4.08	15.79	13.51	9.65	25.00	4.08	7.50
BIRC6=HsaALTA1018418-1/3	3.63	6.06	3.03	0.00	11.92	5.59	9.39	24.39	7.31	7.88	8.56	4.62
BIRC6=HsaALTA1018418-3/3	96.37	93.94	96.97	100.00	88.08	94.41	90.61	75.61	92.69	92.12	91.44	95.38
BIRC6=HsaALTA1018440-1/3	8.21	NA	7.31	NA	7.82	10.92	0.00	8.11	9.31	0.00	NA	20.30
BIRC6=HsaALTA1018440-2/3	91.79	NA	92.69	NA	92.18	89.08	100.00	91.89	90.69	100.00	NA	79.70
THADA=HsaALTA1018560-2/3	10.84	20.00	NA	5.08	19.65	8.11	23.81	15.00	18.64	22.39	15.79	NA
THADA=HsaALTA1018560-3/3	89.16	80.00	NA	94.92	80.35	91.89	76.19	85.00	81.36	77.61	84.21	NA
AAK1=HsaALTA0000011-1/2	65.52	NA	55.00	70.37	61.90	61.54	70.00	57.89	62.69	66.67	69.57	50.00
AAK1=HsaALTA0000011-2/2	34.48	NA	45.00	29.63	38.10	38.46	30.00	42.11	37.31	33.33	30.43	50.00
SUMO1=HsaALTA0008356-3/3	66.18	51.52	67.50	75.73	64.16	62.55	67.53	61.06	58.88	59.72	51.71	64.44
ALMS1=HsaALTA1018633-2/3	93.58	NA	NA	NA	87.69	NA	NA	NA	62.48	NA	NA	NA
ALMS1=HsaALTA1018633-3/3	6.42	NA	NA	NA	12.31	NA	NA	NA	37.52	NA	NA	NA
BCL9=HsaALTA1018643-2/3	12.31	6.25	10.00	17.24	12.16	15.38	11.54	9.09	17.14	17.65	24.14	8.33
BCL9=HsaALTA1018643-3/3	87.69	93.75	90.00	82.76	87.84	84.62	88.46	90.91	82.86	82.35	75.86	91.67
MARK1=HsaALTA1018653-1/2	91.42	NA	100.00	94.64	91.80	78.87	94.07	100.00	96.42	NA	NA	NA
MARK1=HsaALTA1018653-2/2	8.58	NA	0.00	5.36	8.20	21.13	5.93	0.00	3.58	NA	NA	NA
ERRFI1=HsaALTA0002990-1/3	95.31	95.83	95.24	94.74	92.77	100.00	93.55	80.95	90.91	100.00	92.00	81.25
ERRFI1=HsaALTA0002990-2/3	4.69	4.17	4.76	5.26	7.23	0.00	6.45	19.05	9.09	0.00	8.00	18.75
KIAA1324=HsaALTA1018750-1/3	95.08	95.24	100.00	91.67	92.75	90.00	95.83	93.33	85.48	88.87	95.65	71.43
KIAA1324=HsaALTA1018750-3/3	3.28	4.76	0.00	4.17	5.80	10.00	0.00	6.67	14.52	11.13	4.35	28.57
EDEM3=HsaALTA1018769-1/2	78.64	67.86	84.09	80.65	72.48	75.00	77.55	60.00	80.00	80.00	82.76	76.32
EDEM3=HsaALTA1018769-2/2	21.36	32.14	15.91	19.35	27.52	25.00	22.45	40.00	20.00	20.00	17.24	23.68
CAPZA1=HsaALTA1018794-2/3	9.52	NA	NA	NA	5.56	NA	0.00	NA	26.67	NA	NA	NA
CAPZA1=HsaALTA1018794-3/3	90.48	NA	NA	NA	94.44	NA	100.00	NA	73.33	NA	NA	NA
S100PBP=HsaALTA0007464-1/2	27.73	30.17	30.17	24.88	24.34	23.91	34.38	11.30	17.08	23.08	12.84	19.57
S100PBP=HsaALTA0007464-2/2	72.27	69.83	69.83	75.12	75.66	76.09	65.62	88.70	82.92	76.92	87.16	80.43
RNF19B=HsaALTA0007223-1/2	72.38	81.82	72.00	64.52	70.95	62.90	78.26	75.00	77.37	75.00	82.00	74.47
RNF19B=HsaALTA0007223-2/2	27.62	18.18	28.00	35.48	29.05	37.10	21.74	25.00	22.63	25.00	18.00	25.53
SRSF11=HsaALTA1018977-1/2	64.40	47.39	65.79	70.65	65.59	59.43	71.74	62.50	63.35	65.70	64.76	60.47
SRSF11=HsaALTA1018977-2/2	35.60	52.61	34.21	29.35	34.41	40.57	28.26	37.50	36.65	34.30	35.24	39.53
TTF2=HsaALTA1019032-1/3	56.41	NA	NA	37.50	60.23	48.41	71.43	NA	61.39	46.67	NA	68.75
TTF2=HsaALTA1019032-3/3	43.59	NA	NA	62.50	37.96	51.59	23.81	NA	38.61	53.33	NA	31.25
OSCP1=HsaALTA1019062-1/2	26.09	NA	NA	NA	6.67	NA	NA	NA	16.00	NA	NA	NA
OSCP1=HsaALTA1019062-2/2	73.91	NA	NA	NA	93.33	NA	NA	NA	84.00	NA	NA	NA
ETV3=HsaALTA0003014-1/3	8.57	18.18	0.00	8.33	8.47	3.85	12.50	11.76	9.21	4.35	6.25	19.05
ETV3=HsaALTA0003014-2/3	91.43	81.82	100.00	91.67	91.53	96.15	87.50	88.24	89.47	95.65	93.75	76.19
SSX2IP=HsaALTA1019187-2/3	17.53	14.29	23.73	15.85	28.44	32.47	24.36	28.79	30.22	25.00	30.16	33.66
SSX2IP=HsaALTA1019187-3/3	82.47	85.71	76.27	84.15	71.56	67.53	75.64	71.21	69.78	75.00	69.84	66.34
ARTN=HsaALTA0000700-1/2	44.21	52.00	42.86	40.00	40.00	43.75	33.33	42.86	46.88	22.73	56.25	59.26
ARTN=HsaALTA0000700-2/2	55.79	48.00	57.14	60.00	60.00	56.25	66.67	57.14	53.12	77.27	43.75	40.74
ARTN=HsaALTA0000701-1/4	62.50	55.00	66.67	63.64	58.33	56.67	62.50	NA	47.37	29.41	52.63	57.14
ARTN=HsaALTA0000701-2/4	34.72	45.00	33.33	27.27	41.67	43.33	37.50	NA	52.63	70.59	47.37	42.86
PRRC2C=HsaALTA0000895-2/5	23.00	30.11	25.34	16.94	26.12	31.92	23.26	21.60	26.86	15.57	34.65	30.83
PRRC2C=HsaALTA0000895-3/5	77.00	69.89	74.66	83.06	73.88	68.08	76.74	78.40	73.14	84.43	65.35	69.17
PTBP2=HsaALTA0006795-1/2	58.62	NA	NA	NA	70.75	NA	61.11	NA	68.00	NA	NA	NA
PTBP2=HsaALTA0006795-2/2	41.38	NA	NA	NA	29.25	NA	38.89	NA	32.00	NA	NA	NA
PTBP2=HsaALTA0006796-1/2	62.22	50.00	NA	68.75	44.10	56.65	40.69	32.04	55.84	NA	65.05	47.37
PTBP2=HsaALTA0006796-2/2	37.78	50.00	NA	31.25	55.90	43.35	59.31	67.96	44.16	NA	34.95	52.63
RSRP1=HsaALTA1019377-1/2	48.87	NA	53.35	38.18	64.30	63.83	64.30	NA	73.90	67.31	81.40	72.02
RSRP1=HsaALTA1019377-2/2	51.13	NA	46.65	61.82	35.70	36.17	35.70	NA	26.10	32.69	18.60	27.98
RCOR3=HsaALTA1019387-1/4	38.86	NA	40.00	NA	78.31	80.00	NA	NA	NA	77.78	NA	NA
RCOR3=HsaALTA1019387-3/4	58.28	NA	60.00	NA	13.50	20.00	NA	NA	NA	22.22	NA	NA
DHDDS=HsaALTA0002471-1/2	74.99	76.06	76.70	72.51	79.09	82.42	76.68	77.53	67.54	58.43	71.26	71.89
DHDDS=HsaALTA0002471-2/2	25.01	23.94	23.30	27.49	20.91	17.58	23.32	22.47	32.46	41.57	28.74	28.11
RPS25=HsaALTA1019519-2/3	83.41	81.68	84.30	84.30	73.68	74.22	88.24	64.51	84.12	84.96	84.54	87.50
RPS25=HsaALTA1019519-1/2	81.91	NA	NA	NA	52.26	NA	NA	51.37	86.55	NA	NA	NA
RPS25=HsaALTA1019519-2/2	18.09	NA	NA	NA	47.74	NA	NA	48.63	13.45	NA	NA	NA
SPCS2=HsaALTA1063750-1/2	57.11	36.11	57.09	57.97	48.71	50.94	39.62	56.28	58.62	57.47	63.83	52.42
SPCS2=HsaALTA1063750-2/2	42.89	63.89	42.91	42.03	51.29	49.06	60.38	43.72	41.38	42.53	36.17	47.58
USP35=HsaALTA1019597-2/3	76.71	NA	NA	NA	80.46	NA	NA	NA	47.39	NA	NA	NA
USP35=HsaALTA1019597-3/3	23.29	NA	NA	NA	14.66	NA	NA	NA	52.61	NA	NA	NA
PLAGL1=HsaALTA0006370-1/3	82.78	80.95	83.04	83.79	76.15	77.61	82.73	66.04	73.28	75.00	70.49	75.35
PLAGL1=HsaALTA0006370-2/3	17.22	19.05	16.96	16.21	23.32	22.39	17.27	32.08	26.05	25.00	27.87	24.65
PLAGL1=HsaALTA0006371-1/5	52.36	67.30	45.54	49.88	60.70	67.13	54.00	59.36	53.02	54.78	51.96	58.52
PLAGL1=HsaALTA0006371-4/5	22.71	16.25	23.61	26.60	16.62	14.51	24.92	14.25	19.58	13.70	27.02	13.65
PLAGL1=HsaALTA0006371-5/5	11.69	7.17	17.36	8.56	9.67	7.47	10.69	9.78	16.79	24.67	8.56	18.07
NDUFB3=HsaALTA0005651-1/3	25.50	17.56	36.51	16.08	5.01	0.00	14.84	16.08	11.79	31.51	0.00	0.00
NDUFB3=HsaALTA0005651-2/3	71.84	82.44	61.38	78.32	94.99	100.00	85.16	83.92	87.18	68.49	97.14	100.00
CNTRL=HsaALTA1019914-1/3	100.00	NA	100.00	100.00	94.87	NA	NA	86.67	100.00	NA	NA	NA
CNTRL=HsaALTA1019914-2/3	0.00	NA	0.00	0.00	5.13	NA	NA	13.33	0.00	NA	NA	NA
CNTRL=HsaALTA1019926-2/3	8.52	3.95	10.04	10.60	5.41	1.95	16.21	0.00	7.03	0.00	4.25	15.90
CNTRL=HsaALTA1019926-3/3	89.30	92.10	87.42	89.40	93.66	95.99	83.79	100.00	91.49	100.00	95.75	79.95
TRIM32=HsaALTA0008976-1/2	55.62	60.08	60.72	52.99	50.41	57.00	43.23	41.29	67.31	68.43	68.41	61.05
TRIM32=HsaALTA0008976-2/2	44.38	39.92	39.28	47.01	49.59	43.00	56.77	58.71	32.69	31.57	31.59	38.95
HDHD3=HsaALTA0003933-1/5	43.14	NA	35.29	45.45	41.38	37.50	42.86	42.86	50.00	61.11	50.00	41.18
HDHD3=HsaALTA0003933-2/5	56.86	NA	64.71	54.55	58.62	62.50	57.14	57.14	50.00	38.89	50.00	58.82
DCAF4=HsaALTA0002354-1/2	46.34	49.93	35.23	50.00	35.05	35.45	37.93	25.00	56.97	50.40	55.56	64.71
DCAF4=HsaALTA0002354-2/2	53.66	50.07	64.77	50.00	64.95	64.55	62.07	75.00	43.03	49.60	44.44	35.29
FCF1=HsaALTA1020017-2/3	38.89	NA	NA	NA	10.34	NA	NA	NA	29.27	16.67	NA	NA
MLH3=HsaALTA1020065-1/3	0.00	NA	NA	0.00	4.58	13.65	0.00	NA	0.00	NA	NA	NA
MLH3=HsaALTA1020065-2/3	94.44	NA	NA	88.60	93.66	81.13	100.00	NA	93.77	NA	NA	NA
TTLL5=HsaALTA1020074-1/4	12.42	6.91	21.99	9.92	6.05	8.01	6.11	2.69	8.86	11.13	12.57	2.80
TTLL5=HsaALTA0009132-1/3	69.55	70.09	68.12	72.65	63.35	63.40	72.74	61.12	73.04	78.83	68.64	75.76
TTLL5=HsaALTA0009132-2/3	30.45	29.91	31.88	27.35	36.65	36.60	27.26	38.88	26.96	21.17	31.36	24.24
ABCD4=HsaALTA1020083-1/2	7.61	3.45	15.15	3.33	9.90	18.42	3.70	5.56	12.35	6.67	18.52	13.04
ABCD4=HsaALTA1020083-2/2	92.39	96.55	84.85	96.67	90.10	81.58	96.30	94.44	87.65	93.33	81.48	86.96
OGFRL1=HsaALTA1020175-1/2	56.34	43.75	50.87	66.67	58.44	59.80	54.14	63.24	58.66	58.17	57.48	64.42
OGFRL1=HsaALTA1020175-2/2	43.66	56.25	49.13	33.33	41.56	40.20	45.86	36.76	41.34	41.83	42.52	35.58
SLF2=HsaALTA1020178-1/2	27.47	30.30	35.48	17.24	30.00	27.27	27.78	38.10	25.61	27.59	14.71	36.36
SLF2=HsaALTA1020178-2/2	72.53	69.70	64.52	82.76	70.00	72.73	72.22	61.90	74.39	72.41	85.29	63.64
FAM45A=HsaALTA0003181-1/2	26.88	11.68	26.38	43.75	5.04	7.37	6.87	0.00	24.74	33.77	19.23	NA
FAM45A=HsaALTA0003181-2/2	73.12	88.32	73.62	56.25	94.96	92.63	93.13	100.00	75.26	66.23	80.77	NA
ARAP3=HsaALTA0000584-1/3	51.35	NA	NA	NA	42.11	NA	42.86	29.17	57.14	NA	62.50	NA
ARAP3=HsaALTA0000584-2/3	48.65	NA	NA	NA	57.89	NA	57.14	70.83	42.86	NA	37.50	NA
KIAA1217=HsaALTA0004551-1/2	11.76	NA	NA	NA	13.72	12.50	15.02	15.86	22.00	NA	17.65	26.32
KIAA1217=HsaALTA0004551-2/2	88.24	NA	NA	NA	86.28	87.50	84.98	84.14	78.00	NA	82.35	73.68
EPC1=HsaALTA1020378-2/3	0.00	0.00	0.00	0.00	10.11	25.13	0.00	0.00	0.00	0.00	0.00	0.00
