GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
ENOSF1	HsaEX0022478	chr18:677743-677872	130	chr18:683246,677743-677872,675402	C3	67.45	OK,OK,59=21=19,B1,C3@66.78,32.22	69.02	LOW,LOW,17=10=6,OK,C3@22.78,10.22	63.47	VLOW,VLOW,26=6=9,B1,C3@26.02,14.98	72.26	VLOW,VLOW,16=5=4,B1,C3@18.07,6.93	74.67	LOW,LOW,58=14=12,B1,C3@62.72,21.28	78.98	N,N,19=4=3,B1,C3@20.53,5.47	67.13	VLOW,VLOW,18=7=6,B1,C3@20.81,10.19	79.84	N,N,21=3=3,B2,C3@21.56,5.44	84.36	OK,OK,40=26=6,OK,C3@60.74,11.26	91.30	VLOW,VLOW,11=10=1,OK,C3@20.09,1.91	74.63	VLOW,VLOW,13=5=3,B1,C3@15.67,5.33	86.76	LOW,LOW,16=11=2,OK,C3@25.16,3.84	81.49	SOK,SOK,274=206=54,OK,C3@435.16,98.84	77.27	SOK,SOK,64=53=17,OK,C3@103.54,30.46	86.95	SOK,SOK,119=82=15,OK,C3@187.81,28.19	78.48	SOK,SOK,91=71=22,OK,C3@144.40,39.60	80.31	SOK,SOK,236=215=55,OK,C3@406.37,99.63	68.89	OK,OK,39=32=16,OK,C3@59.93,27.07	76.61	OK,OK,32=47=12,OK,C3@69.72,21.28	82.69	OK,OK,43=34=8,OK,C3@70.29,14.71	91.93	OK,OK,40=29=3,OK,C3@66.19,5.81	80.58	OK,OK,47=37=10,OK,C3@75.75,18.25	85.54	OK,OK,35=36=6,OK,C3@65.87,11.13	81.27	SOK,SOK,277=223=57,OK,C3@452.67,104.33	79.94	SOK,SOK,94=68=20,OK,C3@145.49,36.51	76.61	SOK,SOK,89=83=26,OK,C3@151.69,46.31	88.27	SOK,SOK,94=72=11,OK,C3@156.24,20.76	89.16	SOK,SOK,290=256=33,OK,C3@516.24,62.76	82.37	SOK,SOK,54=59=12,OK,C3@102.96,22.04	95.12	SOK,SOK,63=55=3,OK,C3@115.10,5.90	89.74	OK,OK,49=21=4,B1,C3@66.41,7.59	93.82	OK,OK,50=42=3,OK,C3@89.13,5.87	86.36	OK,OK,37=39=6,OK,C3@70.82,11.18	88.44	OK,OK,37=40=5,OK,C3@72.52,9.48	15.98
SLF1	HsaEX1037808	chr5:94702523-94702576	54	chr5:94701771,94702523-94702576,94708225	C2	90.01	SOK,SOK,66=144=12,OK,C1@199.82,22.18	83.94	OK,OK,20=52=7,B1,C1@66.31,12.69	88.09	OK,OK,26=45=5,OK,C2@66.95,9.05	100.00	OK,OK,20=47=0,B1,C1@67.00,0.00	85.53	SOK,SOK,38=111=13,B1,C1@138.56,23.44	90.53	LOW,LOW,12=43=3,B1,C2@52.51,5.49	86.55	LOW,OK,14=36=4,B1,C1@46.74,7.26	78.91	LOW,LOW,12=32=6,B1,C1@39.45,10.55	69.56	SOK,SOK,38=78=26,OK,C2@98.78,43.22	64.28	LOW,LOW,14=25=11,OK,C2@32.14,17.86	70.71	OK,OK,15=22=8,OK,C2@31.82,13.18	74.35	VLOW,VLOW,9=31=7,B1,C1@34.94,12.06	100.00	N,N,1=5=0,B1,S@6.00,0.00	100.00	N,N,0=4=0,Bn,S@4.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	78.49	N,N,1=6=1,B1,C1@6.28,1.72	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,1=3=0,B1,C2@4.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	33.33	N,N,0=1=1,Bn,S@0.67,1.33	100.00	N,N,1=8=0,B2,S@9.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=4=0,Bn,S@4.00,0.00	100.00	N,N,1=4=0,B1,S@5.00,0.00	100.00	N,N,4=2=0,B1,C3@6.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,2=1=0,B1,C3@3.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,2=1=0,B1,C3@3.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	-20.90
FOPNL	HsaEX0009674	chr16:15879804-15879888	85	chr16:15884008,15879804-15879888,15873627	C1	91.07	OK,OK,33=51=4,OK,C1@80.14,7.86	87.92	LOW,LOW,14=16=2,OK,C1@28.13,3.87	93.57	LOW,LOW,11=19=1,OK,C1@29.01,1.99	92.10	VLOW,VLOW,8=16=1,OK,C2@23.02,1.98	82.57	SOK,SOK,44=80=13,OK,C1@113.12,23.88	77.69	OK,OK,18=24=6,OK,C1@37.29,10.71	92.00	OK,OK,15=31=2,B1,C1@44.16,3.84	78.06	LOW,LOW,11=25=5,B1,C1@32.00,9.00	67.38	SOK,SOK,43=79=29,OK,C2@101.74,49.26	56.63	OK,OK,18=22=15,OK,C2@31.15,23.85	78.87	LOW,LOW,11=27=5,B1,C1@33.91,9.09	70.69	LOW,LOW,14=30=9,B1,C1@37.47,15.53	93.12	SOK,SOK,864=854=63,OK,C1@1658.47,122.53	95.51	SOK,SOK,278=276=13,OK,C1@541.54,25.46	92.95	SOK,SOK,343=349=26,OK,C1@667.38,50.62	90.72	SOK,SOK,243=229=24,OK,C1@449.97,46.03	91.89	SOK,SOK,363=347=31,OK,C1@680.90,60.10	91.26	SOK,SOK,70=56=6,OK,C1@120.46,11.54	93.99	SOK,SOK,78=50=4,OK,S@124.07,7.93	97.39	OK,OK,35=42=1,OK,C1@75.96,2.04	89.33	OK,OK,34=34=4,OK,C1@64.32,7.68	92.91	SOK,SOK,71=87=6,OK,C1@152.37,11.63	88.35	SOK,SOK,75=78=10,OK,C1@144.01,18.99	92.58	SOK,SOK,779=751=61,OK,C1@1472.95,118.05	91.54	SOK,SOK,294=249=25,OK,C1@519.95,48.05	95.81	SOK,SOK,247=260=11,OK,C1@496.30,21.70	90.51	SOK,SOK,238=242=25,OK,C1@457.08,47.92	95.38	SOK,SOK,438=435=21,OK,C1@852.70,41.30	97.04	SOK,SOK,91=106=3,OK,C1@194.08,5.92	97.14	SOK,SOK,112=96=3,OK,C1@204.97,6.03	97.22	OK,OK,34=36=1,OK,S@69.03,1.97	97.85	OK,OK,47=44=1,OK,C1@90.02,1.98	90.30	SOK,SOK,78=72=8,OK,C1@142.67,15.33	94.01	SOK,SOK,76=81=5,OK,C1@152.30,9.70	-22.47
DMTF1	HsaEX0020009	chr7:87154390-87154528	139	chr7:87152555+87152791+87152944+87153039,87154390-87154528,87163495	C1	51.81	SOK,SOK,28=101=60,B1,C2@97.92,91.08	44.09	OK,OK,10=31=26,B1,C2@29.54,37.46	55.84	LOW,LOW,6=37=17,B2,C2@33.50,26.50	56.96	LOW,LOW,12=33=17,B1,C2@35.32,26.68	67.16	SOK,SOK,36=99=33,B1,C2@112.83,55.17	60.61	LOW,LOW,10=30=13,B1,C2@32.12,20.88	64.91	LOW,LOW,11=26=10,B1,C2@30.51,16.49	74.36	OK,OK,15=43=10,B1,C2@50.56,17.44	68.36	SOK,SOK,33=88=28,B1,C2@101.86,47.14	66.67	LOW,LOW,12=32=11,B1,C2@36.67,18.33	79.49	LOW,LOW,13=18=4,OK,C1@27.82,7.18	63.89	VLOW,VLOW,8=38=13,B1,C2@37.70,21.30	27.93	OK,OK,10=21=40,B1,C2@19.83,51.17	21.74	N,N,1=4=9,B1,C2@3.04,10.96	46.15	N,N,5=7=7,OK,C2@8.77,10.23	22.58	OK,OK,4=10=24,B1,C2@8.58,29.42	36.67	LOW,LOW,8=14=19,OK,C2@15.03,25.97	23.08	N,N,0=3=5,Bn,C2@1.85,6.15	42.86	N,N,1=2=2,OK,S@2.14,2.86	100.00	N,N,1=1=0,OK,C2@2.00,0.00	33.33	N,N,0=1=1,Bn,C2@0.67,1.33	41.18	N,N,4=3=5,OK,C1@4.94,7.06	33.33	N,N,2=4=6,OK,C2@4.00,8.00	37.37	OK,OK,15=22=31,OK,C2@25.41,42.59	39.53	VLOW,VLOW,9=8=13,OK,C2@11.86,18.14	33.33	VLOW,VLOW,4=9=13,B1,C2@8.67,17.33	41.18	N,N,2=5=5,B1,C1@4.94,7.06	36.23	OK,OK,10=15=22,OK,C2@17.03,29.97	15.38	VLOW,VLOW,2=2=11,OK,C1@2.31,12.69	63.64	N,N,4=3=2,OK,C2@5.73,3.27	100.00	N,N,1=1=0,OK,C2@2.00,0.00	50.00	N,N,2=0=1,Bn,S@1.50,1.50	20.00	N,N,1=1=4,OK,S@1.20,4.80	50.00	N,N,0=8=4,Bn,C2@6.00,6.00	17.72
ESPL1	HsaEX0023172	chr12:53285924-53286912	989	chr12:53284167,53285924-53286912,53287972	S	69.16	SOK,SOK,11=224=51,B2,S@197.80,88.20	70.85	LOW,LOW,2=83=17,B2,S@72.27,29.73	69.78	LOW,LOW,2=74=16,B2,S@64.20,27.80	66.73	LOW,LOW,7=67=18,B2,S@61.39,30.61	31.84	SOK,SOK,12=105=122,B2,S@76.10,162.90	26.07	OK,OK,4=30=47,B2,S@21.12,59.88	32.73	OK,OK,2=35=37,B2,S@24.22,49.78	37.12	OK,OK,6=40=38,B2,S@31.18,52.82	47.09	SOK,SOK,10=107=64,B2,S@85.23,95.77	42.97	OK,OK,1=30=20,B2,S@21.91,29.09	45.02	OK,OK,3=34=22,B2,S@26.56,32.44	52.05	OK,OK,6=43=22,B2,S@36.96,34.04	86.00	SOK,SOK,115=224=27,OK,S@314.76,51.24	84.09	SOK,SOK,26=82=10,B1,S@99.23,18.77	89.89	SOK,SOK,51=94=8,OK,S@137.53,15.47	82.36	OK,OK,38=48=9,OK,S@78.24,16.76	90.85	SOK,SOK,98=206=15,B1,S@289.81,29.19	100.00	OK,OK,23=35=0,OK,S@58.00,0.00	81.97	OK,OK,16=21=4,OK,S@33.61,7.39	100.00	VLOW,VLOW,7=32=0,B1,S@39.00,0.00	89.63	LOW,LOW,14=39=3,B1,S@50.19,5.81	83.35	OK,OK,19=32=5,OK,S@46.68,9.32	91.50	OK,OK,19=47=3,B1,S@63.14,5.86	77.28	SOK,SOK,106=164=39,OK,S@238.80,70.20	72.92	SOK,SOK,48=67=21,OK,S@99.17,36.83	86.57	OK,SOK,32=60=7,OK,S@85.70,13.30	73.80	OK,OK,26=37=11,OK,S@54.61,19.39	89.06	SOK,SOK,116=216=20,OK,S@313.49,38.51	96.60	OK,OK,18=40=1,B1,S@56.99,2.01	96.08	OK,OK,17=33=1,OK,S@49.00,2.00	70.39	LOW,LOW,13=16=6,OK,S@24.64,10.36	87.55	OK,OK,16=27=3,OK,S@40.27,5.73	85.77	OK,OK,30=56=7,OK,S@79.77,13.23	94.18	OK,OK,22=44=2,OK,S@64.04,3.96	-22.44
ADCY3	HsaEX0002721	chr2:24820384-24820451	68	chr2:24820724,24820384-24820451,24820114	S	38.98	SOK,SOK,98=14=88,B2,S@77.96,122.04	37.35	OK,OK,33=5=32,B2,S@26.14,43.86	41.53	OK,OK,31=3=24,B2,S@24.09,33.91	38.57	OK,OK,34=6=32,B2,S@27.77,44.23	18.28	OK,OK,23=2=56,B2,S@14.81,66.19	12.26	LOW,LOW,4=1=18,B1,S@2.82,20.18	17.65	OK,OK,9=0=21,Bn,S@5.29,24.71	24.49	LOW,LOW,10=1=17,B2,S@6.86,21.14	23.57	SOK,SOK,45=12=93,B1,S@35.35,114.64	14.70	OK,OK,10=1=32,B2,S@6.32,36.68	25.90	OK,OK,12=6=26,OK,S@11.40,32.60	28.68	OK,OK,23=5=35,B1,S@18.07,44.93	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	-16.06
NAB1	HsaEX6017484	chr2:190649846-190649982	137	chr2:190649360+190649628,190649831+190649846-190649982,190659158+190659277	C2	53.13	SOK,SOK,82=72=57,OK,C2@112.10,98.90	48.93	OK,OK,27=17=20,B1,C2@31.32,32.68	50.87	OK,SOK,29=26=22,OK,C2@39.17,37.83	60.17	OK,OK,26=29=15,OK,C2@42.12,27.88	39.67	SOK,SOK,60=92=93,OK,C2@97.19,147.81	40.92	OK,SOK,22=41=36,OK,C2@40.51,58.49	36.52	OK,SOK,19=25=31,OK,C2@27.39,47.61	41.45	OK,OK,19=26=26,OK,C2@29.43,41.57	35.82	SOK,SOK,59=74=97,OK,C2@82.39,147.61	34.36	OK,OK,17=20=29,OK,C2@22.68,43.32	40.47	OK,OK,18=20=23,OK,C2@24.69,36.31	34.14	SOK,SOK,24=34=45,OK,C2@35.16,67.84	36.66	SOK,SOK,79=187=175,OK,C2@161.67,279.33	32.69	SOK,SOK,26=65=71,OK,C2@52.96,109.04	46.13	SOK,SOK,35=74=49,OK,C2@72.89,85.11	31.13	SOK,SOK,18=48=55,OK,C2@37.67,83.33	43.56	SOK,SOK,65=90=81,OK,C2@102.80,133.20	45.33	LOW,LOW,10=15=12,OK,C2@16.77,20.23	49.89	VLOW,LOW,10=12=9,OK,C2@15.47,15.53	34.84	N,VLOW,5=7=9,OK,C2@7.32,13.68	44.17	N,VLOW,8=7=8,OK,C2@10.16,12.84	41.96	OK,OK,19=23=24,OK,C2@27.69,38.31	44.29	LOW,OK,13=26=19,OK,C2@25.69,32.31	41.41	SOK,SOK,57=104=89,OK,C2@103.52,146.48	47.42	OK,SOK,22=46=29,OK,C2@46.00,51.00	39.96	OK,SOK,24=26=31,OK,C2@32.37,48.63	35.73	OK,OK,11=32=29,OK,C2@25.73,46.27	30.50	SOK,SOK,26=57=73,OK,C2@47.58,108.42	33.78	VLOW,OK,3=17=14,B1,C2@11.49,22.51	33.29	VLOW,LOW,6=10=13,OK,C2@9.65,19.35	53.73	N,N,3=6=3,OK,C2@6.45,5.55	38.61	N,N,3=5=5,OK,C2@5.02,7.98	20.91	OK,OK,4=10=20,OK,C2@7.11,26.89	26.58	LOW,OK,7=9=18,OK,C2@9.04,24.96	-17.00
NEDD1	HsaEX0042402	chr12:96909752-96909895	144	chr12:96907856,96909752-96909895,96917621	C3	94.85	OK,OK,45=27=2,OK,C2@70.19,3.81	92.00	VLOW,VLOW,16=7=1,B1,C2@22.08,1.92	100.00	LOW,LOW,15=12=0,OK,C3@27.00,0.00	92.21	VLOW,VLOW,14=8=1,OK,C2@21.21,1.79	91.91	OK,OK,38=34=2,OK,C3@68.01,5.99	100.00	LOW,LOW,10=18=0,OK,C3@28.00,0.00	93.50	VLOW,VLOW,13=9=1,B1,C3@21.51,1.49	82.53	VLOW,VLOW,15=7=1,B1,C3@18.98,4.02	77.63	OK,SOK,46=41=7,OK,C3@72.97,21.03	71.14	LOW,OK,17=16=4,OK,C3@26.32,10.68	81.94	VLOW,VLOW,14=7=1,B1,C3@18.03,3.97	82.46	LOW,LOW,15=18=2,OK,C3@28.86,6.14	62.28	SOK,SOK,113=90=53,OK,C2@159.44,96.56	63.58	OK,OK,35=24=14,OK,C2@46.41,26.59	51.57	OK,OK,29=30=24,OK,C3@42.80,40.20	71.40	SOK,SOK,49=36=15,OK,C3@71.40,28.60	72.99	OK,OK,54=22=15,B1,C2@66.42,24.58	66.67	N,N,5=3=2,OK,C2@6.67,3.33	100.00	N,N,7=3=0,B1,C2@10.00,0.00	100.00	N,N,3=2=0,B1,C3@5.00,0.00	63.64	N,N,6=1=2,B2,C1@5.73,3.27	62.50	VLOW,VLOW,11=9=6,OK,C2@16.25,9.75	73.47	N,N,22=4=5,B2,C2@22.78,8.22	59.58	SOK,SOK,92=66=48,OK,C2@122.73,83.27	62.11	OK,OK,33=25=16,OK,C2@45.96,28.04	64.67	OK,OK,31=24=13,OK,C3@43.98,24.02	51.96	OK,OK,28=17=19,OK,C2@33.25,30.75	53.09	SOK,SOK,56=22=29,B1,C2@56.81,50.19	56.82	VLOW,VLOW,16=6=9,B1,C2@17.61,13.39	69.21	N,N,12=4=3,B1,C3@13.15,5.85	100.00	N,N,2=3=0,OK,C3@5.00,0.00	16.67	N,N,0=2=5,Bn,C2@1.17,5.83	41.70	N,N,9=2=6,B1,C2@7.09,9.91	49.84	VLOW,VLOW,17=5=6,B1,C2@13.96,14.04	-16.23
NEDD1	HsaEX0042403	chr12:96912723-96912817	95	chr12:96909895,96912723-96912817,96917621	C2	94.87	OK,OK,27=47=2,OK,S@72.10,3.90	90.48	VLOW,VLOW,7=12=1,OK,S@18.10,1.90	100.00	LOW,LOW,12=22=0,OK,S@34.00,0.00	91.30	VLOW,VLOW,8=13=1,OK,S@20.09,1.91	91.55	OK,OK,34=46=2,OK,S@75.07,6.93	100.00	LOW,LOW,18=18=0,OK,S@36.00,0.00	92.59	VLOW,VLOW,9=16=1,OK,S@24.07,1.93	77.93	VLOW,VLOW,7=12=1,OK,C1@15.59,4.41	74.64	OK,OK,41=40=7,OK,C1@65.68,22.32	68.43	LOW,LOW,16=16=4,OK,C1@24.63,11.37	77.93	VLOW,VLOW,7=12=1,OK,C1@15.59,4.41	80.26	LOW,LOW,18=12=2,OK,C1@25.68,6.32	60.34	SOK,SOK,90=108=53,OK,C2@151.45,99.55	64.08	OK,OK,24=38=14,OK,C2@48.70,27.30	54.78	OK,SOK,30=41=24,OK,C2@52.04,42.96	63.88	OK,OK,36=29=15,OK,C2@51.10,28.90	62.03	OK,OK,22=27=15,OK,C2@39.70,24.30	42.86	N,N,3=0=2,Bn,C2@2.14,2.86	100.00	N,N,3=5=0,OK,S@8.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	42.86	N,N,1=2=2,OK,C2@2.14,2.86	62.50	VLOW,VLOW,9=11=6,OK,C2@16.25,9.75	54.55	N,N,4=8=5,OK,C2@9.27,7.73	58.00	SOK,SOK,66=90=48,OK,C2@118.32,85.68	60.42	OK,OK,25=29=16,OK,C2@42.29,27.71	62.20	OK,OK,24=30=13,OK,C2@41.67,25.33	51.75	OK,OK,17=31=19,OK,C2@34.67,32.33	52.26	SOK,SOK,22=60=29,B1,C2@58.01,52.99	56.10	VLOW,VLOW,6=17=9,B1,C2@17.95,14.05	56.13	N,N,4=8=3,OK,C2@8.42,6.58	100.00	N,N,3=2=0,OK,S@5.00,0.00	41.18	N,N,2=5=5,B1,C2@4.94,7.06	52.50	N,N,2=15=6,B2,C2@12.08,10.92	44.84	VLOW,VLOW,5=13=6,B1,C2@10.76,13.24	-18.39
SELENBP1	HsaEX0057033	chr1:151369442-151369506	65	chr1:151369713,151369442-151369506+151369554,151368319	C2	48.24	SOK,SOK,137=44=95,B1,C1@133.14,142.86	49.80	SOK,SOK,54=17=35,B1,C1@52.79,53.21	43.15	OK,OK,46=13=38,B1,C1@41.86,55.14	53.16	OK,OK,37=14=22,B1,C1@38.81,34.19	5.13	SOK,SOK,25=5=271,B1,S@15.44,285.56	5.37	SOK,SOK,11=1=103,B2,S@6.18,108.82	4.29	OK,OK,7=1=87,B2,S@4.08,90.92	5.71	OK,OK,7=3=81,B1,S@5.20,85.80	24.31	SOK,SOK,94=32=192,B1,C1@77.31,240.69	22.13	OK,SOK,27=9=62,B1,C1@21.69,76.31	20.11	SOK,SOK,27=7=66,B1,C1@20.11,79.89	30.00	SOK,SOK,40=16=64,B1,C1@36.00,84.00	92.97	SOK,SOK,320=271=22,OK,C2@569.91,43.09	93.73	SOK,SOK,91=91=6,OK,C2@176.21,11.79	93.75	SOK,SOK,106=107=7,OK,C2@206.25,13.75	91.44	SOK,SOK,123=73=9,OK,C2@187.45,17.55	91.31	SOK,SOK,355=265=29,OK,C2@592.60,56.40	98.18	SOK,SOK,69=41=1,OK,C2@108.98,2.02	87.07	SOK,SOK,59=37=7,OK,C2@89.68,13.32	88.73	SOK,SOK,59=53=7,OK,C2@105.59,13.41	91.88	SOK,SOK,65=50=5,OK,C2@110.26,9.74	92.04	OK,OK,52=42=4,OK,C2@90.20,7.80	90.14	OK,OK,51=42=5,OK,C2@88.34,9.66	91.93	SOK,SOK,302=231=23,OK,C2@511.13,44.87	93.22	SOK,SOK,116=80=7,OK,C2@189.24,13.76	88.95	SOK,SOK,102=78=11,OK,C2@169.89,21.11	93.92	SOK,SOK,84=73=5,OK,C2@152.15,9.85	94.32	SOK,SOK,420=290=21,OK,C2@689.48,41.52	93.43	SOK,SOK,91=54=5,OK,C2@140.15,9.85	95.74	SOK,SOK,73=64=3,OK,C2@134.04,5.96	87.30	SOK,SOK,66=46=8,OK,C2@104.76,15.24	96.19	SOK,SOK,66=37=2,OK,C2@101.00,4.00	96.23	SOK,SOK,66=38=2,OK,C2@102.00,4.00	98.17	SOK,SOK,58=51=1,OK,C2@107.99,2.01	-24.62
SELENBP1	HsaEX0057034	chr1:151369004-151369156	153	chr1:151369713,151369004-151369156+151369189,151368319	C2	34.99	SOK,SOK,44=60=95,OK,C2@69.63,129.37	35.98	OK,OK,17=23=35,OK,C2@26.98,48.02	30.53	OK,OK,13=21=38,OK,C1@21.98,50.02	40.17	OK,OK,14=16=22,OK,C2@20.89,31.11	2.63	SOK,SOK,4=11=272,B1,S@7.55,279.45	1.41	SOK,SOK,1=2=103,OK,S@1.49,104.51	3.72	OK,OK,0=7=88,Bn,S@3.53,91.47	2.96	OK,OK,3=2=81,OK,S@2.55,83.45	15.50	SOK,SOK,26=48=198,OK,C1@42.16,229.84	15.52	OK,OK,7=17=64,B1,C1@13.66,74.34	12.95	OK,OK,7=13=66,OK,C1@11.14,74.86	17.82	OK,SOK,12=18=68,OK,C1@17.46,80.54	90.51	SOK,SOK,261=360=32,OK,C2@591.03,61.97	90.60	SOK,SOK,87=109=10,OK,C2@186.64,19.36	90.00	SOK,SOK,101=137=13,OK,C2@225.90,25.10	91.07	SOK,SOK,73=114=9,OK,C2@178.50,17.50	89.14	SOK,SOK,255=397=39,OK,C2@615.96,75.04	98.18	SOK,SOK,41=69=1,OK,C2@108.98,2.02	89.85	OK,OK,39=51=5,OK,C2@85.36,9.64	82.72	SOK,SOK,49=58=11,OK,C2@97.61,20.39	89.23	SOK,SOK,48=70=7,OK,C2@111.54,13.46	87.73	SOK,SOK,39=63=7,OK,C2@95.63,13.37	88.44	SOK,SOK,39=86=8,B1,C2@117.63,15.37	88.59	SOK,SOK,219=334=35,OK,C2@520.91,67.09	92.04	SOK,SOK,78=134=9,OK,C2@203.41,17.59	85.90	SOK,SOK,74=112=15,OK,C2@172.66,28.34	87.39	SOK,SOK,67=88=11,OK,C2@145.07,20.93	92.97	SOK,SOK,285=415=26,OK,C2@674.96,51.04	91.81	SOK,SOK,53=84=6,OK,C2@131.29,11.71	96.34	SOK,SOK,64=97=3,OK,C2@158.00,6.00	85.39	SOK,SOK,46=49=8,OK,C2@87.95,15.05	92.02	OK,OK,35=59=4,OK,C2@90.18,7.82	94.29	SOK,SOK,37=64=3,OK,C2@98.06,5.94	96.50	SOK,SOK,50=62=2,OK,C2@110.01,3.99	-20.13
