GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
LRRC45	HsaINT0096914	chr17:82028684-82029092	409	chr17:82028613-82028683=82029093-82029185:+	IR	20.59	SOK,SOK,18.3=151,11=133=277,1.57e-10@89.17,343.89	18.49	SOK,SOK,4.2=151,7=44=112,0.000471@30.99,136.6	20.67	SOK,SOK,6.7=151,2=46=92,1.44e-05@29.78,114.28	23.54	SOK,SOK,7.4=151,2=43=73,3.51e-05@28.58,92.83	47.51	SOK,SOK,20.9=151,13=105=65,1.93e-06@89.3,98.67	52.72	OK,OK,9.0=151,8=39=21,0.0428@36.76,32.97	42.81	OK,OK,6.5=151,2=31=22,0.00112@24.21,32.35	46.29	OK,OK,5.3=151,3=35=22,0.00144@28.55,33.13	15.62	SOK,SOK,14.1=151,9=96=283,2.17e-07@62.34,336.78	15.52	SOK,SOK,3.9=151,3=25=76,0.018@16.6,90.37	18.92	SOK,SOK,5.6=151,3=33=77,0.00243@21.99,94.22	13.6	SOK,SOK,4.6=151,3=38=130,0.000649@23.93,152.01	49.97	SOK,SOK,67.5=151,119=188=152,0.166@234.36,234.64	48.54	SOK,SOK,20.9=151,40=63=54,0.234@77.88,82.56	48.81	SOK,SOK,24.1=151,32=70=53,0.257@77.42,81.2	52.79	SOK,SOK,22.5=151,47=55=45,0.5@79.15,70.79	31.06	SOK,SOK,45.2=151,88=132=241,0.153@146.7,325.61	31.03	OK,OK,7.0=151,14=17=34,0.575@20.63,45.87	25.72	OK,OK,7.0=151,10=21=44,0.384@19.88,57.41	25.27	OK,OK,7.0=151,10=18=41,0.525@17.87,52.84	28.74	OK,OK,4.4=151,19=13=39,0.17@20.84,51.68	33.99	SOK,SOK,10.9=151,19=32=49,0.369@34.8,67.58	40.63	OK,OK,9.0=151,16=31=34,0.225@33.69,49.22	60.9	SOK,SOK,70.9=151,139=192=105,0.236@270.84,173.89	52.41	SOK,SOK,19.0=151,37=72=49,0.0489@84.67,76.89	55.94	SOK,SOK,23.6=151,53=45=38,0.739@77.44,61	77.3	SOK,SOK,28.3=151,49=75=18,0.378@111.88,32.85	25.22	SOK,SOK,29.0=151,76=86=237,0.196@103.02,305.48	23.23	OK,OK,4.6=151,14=10=39,0.529@14.97,49.47	26.07	OK,OK,4.6=151,13=17=42,0.32@19.22,54.51	21.6	OK,OK,5.8=151,12=17=52,0.449@17.93,65.1	23.31	OK,OK,3.7=151,10=14=39,0.382@15.05,49.51	24.43	OK,OK,5.1=151,15=10=38,0.472@15.74,48.68	35.45	OK,OK,5.1=151,12=18=27,0.277@20.68,37.65	-24.37
CLASRP	HsaINT0035787	chr19:45064228-45064342	115	chr19:45064012-45064227=45064343-45064630:+	IR	13.56	N,N,0.5=66,1=0=3,0.714@0.58,3.73	0	N,N,0.0=66,0=0=2,1@0,2.19	32	N,N,0.5=66,1=0=1,0.714@0.68,1.44	NA	N,N,0.0=66,0=0=0,1@NaN,NaN	7.9	N,N,0.5=66,1=0=6,0.714@0.56,6.47	0	N,N,0.0=66,0=0=4,1@0,4	100	N,N,0.5=66,1=0=0,0.714@1.03,0	0	N,N,0.0=66,0=0=2,1@0,2	13.56	N,N,0.5=66,1=0=3,0.714@0.58,3.73	0	N,N,0.0=66,0=0=2,1@0,2.19	NA	N,N,0.0=66,0=0=0,1@NaN,NaN	32	N,N,0.5=66,1=0=1,0.714@0.68,1.44	40.33	SOK,SOK,167.1=66,187=226=283,1@293.62,434.42	37.27	SOK,SOK,46.1=66,44=60=81,0.999@72.26,121.63	37.31	SOK,SOK,55.7=66,69=80=116,0.999@103.69,174.22	46.3	SOK,SOK,65.2=66,74=86=86,1@118.64,137.6	17.13	SOK,SOK,74.2=66,90=109=446,1@118.1,571.36	12.65	SOK,SOK,8.0=66,13=11=77,0.884@13.74,94.86	16.4	OK,SOK,11.1=66,11=17=66,0.925@16.48,84.03	16.69	SOK,SOK,16.4=66,15=24=90,0.935@23.01,114.87	16.51	SOK,SOK,13.8=66,16=19=82,0.971@20.66,104.49	22.36	SOK,SOK,17.5=66,21=25=74,0.979@28.52,99.03	18.02	OK,OK,7.4=66,14=13=57,0.77@16.17,73.58	42.44	SOK,SOK,154.3=66,178=199=237,1@272.23,369.22	35.39	SOK,SOK,51.4=66,56=61=99,1@80.31,146.62	43.27	SOK,SOK,45.6=66,49=63=68,0.999@81.27,106.55	49.51	SOK,SOK,57.3=66,73=75=70,1@112.24,114.47	22.25	SOK,SOK,96.0=66,114=126=388,1@148.76,519.84	24.83	SOK,SOK,20.7=66,25=27=73,0.992@32.92,99.66	16.78	SOK,SOK,14.3=66,11=20=71,0.853@18.29,90.69	18.87	SOK,SOK,14.3=66,22=18=79,0.921@24.16,103.86	23.91	SOK,SOK,21.7=66,25=23=71,0.997@30.2,96.1	23.99	OK,OK,9.6=66,13=17=44,0.881@18.83,59.67	26.55	OK,OK,15.4=66,18=21=50,0.969@25.01,69.2	-17.80
CRTC1	HsaINT1008458	chr19:18771547-18774899	3353	chr19:18771442-18771546=18774900-18774986:+	IR	27.7	N,N,1.9=151,0=3=4,0.364@1.97,5.15	NA	N,N,0.7=151,0=0=0,0.714@NaN,NaN	100	N,N,0.5=151,0=3=0,0.364@3.09,0	0	N,N,0.7=151,0=0=4,0.714@0,4.03	33.98	N,N,1.6=151,0=2=2,0.51@1.38,2.68	33.98	N,N,0.5=151,0=1=1,0.714@0.69,1.34	33.98	N,N,0.2=151,0=1=1,0.714@0.69,1.34	NA	N,N,0.9=151,0=0=0,0.714@NaN,NaN	33.65	N,N,1.1=151,0=2=2,0.51@1.38,2.71	0	N,N,0.5=151,0=0=1,1@0,1.03	100	N,N,0.2=151,0=1=0,0.714@1.03,0	33.98	N,N,0.5=151,0=1=1,0.714@0.69,1.34	25.82	SOK,SOK,32.9=151,52=60=163,0.923@71.57,205.61	24.17	SOK,SOK,9.7=151,22=19=65,0.709@25.8,80.94	19.03	OK,OK,10.9=151,6=23=63,0.204@17.66,75.14	37.72	OK,OK,12.3=151,24=18=35,0.795@29.29,48.36	15.41	SOK,SOK,20.9=151,35=39=206,0.875@43.36,238	10.96	OK,OK,2.3=151,5=4=37,0.679@5.06,41.09	8.04	OK,OK,2.1=151,3=1=23,0.677@2.18,24.88	22.54	OK,OK,3.0=151,6=10=28,0.466@9.98,34.31	10.42	OK,OK,3.0=151,5=6=48,0.762@6.17,53.04	24.85	OK,OK,5.3=151,11=8=29,0.706@12.01,36.32	15.71	OK,OK,5.1=151,5=10=41,0.762@8.85,47.48	33.98	SOK,SOK,40.3=151,68=68=134,0.97@92.46,179.63	27.73	SOK,SOK,8.6=151,29=24=70,0.32@34.3,89.4	27.2	OK,OK,12.5=151,19=15=46,0.952@21.9,58.63	58.07	OK,OK,19.2=151,20=29=18,0.956@39.4,28.45	7.17	SOK,SOK,13.2=151,8=30=251,0.175@20.83,269.64	12.78	OK,OK,2.8=151,1=7=28,0.285@4.63,31.58	7.52	OK,OK,1.9=151,1=6=44,0.36@3.86,47.44	5	OK,OK,1.2=151,1=2=29,0.802@1.61,30.54	3.77	OK,OK,1.4=151,1=3=52,0.677@2.12,54.14	8.64	OK,OK,3.7=151,3=5=43,0.831@4.43,46.81	6.93	OK,OK,2.3=151,1=7=55,0.285@4.39,58.94	-19.53
RAB17	HsaINT0135985	chr2:237578156-237585997	7842	chr2:237585998-237586157=237578004-237578155:-	IR	14.61	OK,OK,4.4=151,10=3=38,0.466@7.45,43.55	13.04	VLOW,VLOW,1.6=151,1=2=10,0.802@1.7,11.3	16.13	VLOW,VLOW,1.2=151,5=0=13,0.186@2.9,15.1	14.29	LOW,LOW,1.6=151,4=1=15,0.558@2.86,17.14	11.11	OK,OK,2.3=151,6=2=32,0.588@4.44,35.56	15.38	VLOW,VLOW,0.9=151,3=1=11,0.677@2.31,12.69	8.33	VLOW,VLOW,0.5=151,1=1=11,0.714@1.08,11.92	9.09	VLOW,VLOW,0.9=151,2=0=10,0.51@1.09,10.91	24.59	OK,OK,5.1=151,12=3=23,0.34@9.34,28.66	29.41	N,N,2.3=151,5=0=6,0.186@3.24,7.76	38.46	N,N,0.7=151,3=2=4,0.677@3.46,5.54	16.13	VLOW,VLOW,2.1=151,4=1=13,0.558@2.9,15.1	31.82	SOK,SOK,164.6=151,237=183=450,1@276.83,593.17	33.45	SOK,SOK,77.7=151,119=76=194,0.999@130.12,258.88	27.59	SOK,SOK,45.9=151,60=52=147,1@71.46,187.54	34.14	SOK,SOK,41.0=151,58=55=109,0.998@75.79,146.21	12.14	SOK,SOK,74.4=151,55=86=510,0.997@79.03,571.97	9.62	SOK,SOK,12.8=151,3=20=108,0.0714@12.6,118.4	8.73	SOK,SOK,13.2=151,5=17=115,0.367@11.96,125.04	9.39	OK,OK,14.1=151,9=8=82,0.852@9.3,89.7	8.54	SOK,SOK,10.9=151,10=7=91,0.888@9.22,98.78	19.21	OK,OK,11.8=151,16=13=61,0.966@17.29,72.71	23.74	OK,OK,11.6=151,12=21=53,0.88@20.42,65.58	34.33	SOK,SOK,130.7=151,185=135=306,1@214.91,411.09	30.35	SOK,SOK,54.7=151,78=51=148,0.997@84.07,192.93	38.11	SOK,SOK,42.0=151,56=45=82,0.999@69.74,113.26	37.19	SOK,SOK,34.1=151,51=39=76,0.991@61.74,104.26	14.78	SOK,SOK,97.6=151,107=97=588,1@117.06,674.94	18.55	SOK,SOK,21.1=151,29=17=101,0.92@27.27,119.73	10.88	SOK,SOK,20.9=151,24=8=131,0.411@17.73,145.27	8.99	OK,OK,11.1=151,5=11=81,0.706@8.72,88.28	6.67	SOK,SOK,7.4=151,9=5=98,0.815@7.47,104.53	22.87	SOK,SOK,16.9=151,23=28=86,0.934@31.33,105.67	19.82	SOK,SOK,20.2=151,17=28=91,0.934@26.96,109.04	-17.10
ANKZF1	HsaINT0009285	chr2:219234289-219234825	537	chr2:219234133-219234288=219234826-219235312:+	IR	6.53	SOK,SOK,8.8=151,9=158=1196,2.69e-14@89,1274	6.11	SOK,SOK,1.4=151,4=50=415,7.55e-07@28.66,440.34	7.08	SOK,SOK,3.7=151,2=57=387,7.13e-07@31.58,414.42	6.41	SOK,SOK,3.7=151,3=51=394,2.36e-05@28.72,419.28	19.15	SOK,SOK,13.7=151,12=284=625,7.86e-28@176.37,744.63	22.13	SOK,SOK,6.3=151,4=104=190,2.5e-11@65.95,232.05	20.82	SOK,SOK,3.7=151,3=99=194,1.48e-11@61.63,234.37	15.14	SOK,SOK,3.7=151,5=81=241,2.23e-08@49.51,277.49	6.78	SOK,SOK,6.5=151,12=158=1168,1.21e-16@90.72,1247.28	6.63	SOK,SOK,2.8=151,4=49=373,4.15e-05@28.24,397.76	7.04	SOK,SOK,1.9=151,3=45=317,2.61e-05@25.7,339.3	6.73	SOK,SOK,1.9=151,5=64=478,8.4e-08@36.81,510.19	31.01	SOK,SOK,61.2=151,173=165=376,0.22@221.41,492.59	26.6	SOK,SOK,19.2=151,55=53=149,0.342@68.36,188.64	26.89	SOK,SOK,21.8=151,52=62=155,0.364@72.33,196.67	44.62	SOK,SOK,20.2=151,66=50=72,0.166@83.89,104.11	13.34	SOK,SOK,65.4=151,157=165=1046,0.492@182.49,1185.51	13.37	SOK,SOK,15.8=151,33=46=256,0.373@44.79,290.21	14.54	SOK,SOK,16.9=151,40=43=244,0.549@47.55,279.45	12.32	SOK,SOK,8.6=151,25=27=185,0.396@29.2,207.8	10.95	SOK,SOK,12.3=151,22=23=183,0.826@24.97,203.03	10.5	SOK,SOK,5.3=151,14=9=98,0.529@12.7,108.3	20	SOK,SOK,6.5=151,23=17=80,0.236@24,96	43.11	SOK,SOK,86.0=151,258=186=293,0.0784@317.72,419.28	42.04	SOK,SOK,31.1=151,102=59=111,0.104@114.35,157.65	37.63	SOK,SOK,27.1=151,78=62=116,0.299@96.33,159.67	52	SOK,SOK,27.8=151,78=65=66,0.356@108.68,100.32	17.01	SOK,SOK,39.6=151,117=79=478,0.222@114.65,559.35	17.16	OK,OK,8.6=151,17=12=70,0.817@16.99,82.01	22.86	SOK,SOK,8.6=151,34=14=81,0.174@29.49,99.51	11.45	OK,OK,3.7=151,8=7=58,0.76@8.36,64.64	9.57	OK,OK,4.6=151,5=6=52,0.937@6.03,56.97	17.18	SOK,SOK,7.7=151,22=17=94,0.5@22.85,110.15	18	SOK,SOK,6.5=151,31=23=123,0.0639@31.86,145.14	-16.66
SRSF7	HsaINT0159290	chr2:38748654-38749528	875	chr2:38749529-38749705=38748579-38748653:-	IR	7.34	SOK,SOK,21.3=151,108=192=1731,2.5e-11@160.99,2032.29	6.82	SOK,SOK,7.2=151,39=60=618,0.000317@52.85,722.09	5.98	SOK,SOK,7.9=151,31=48=568,0.0098@41.87,658.38	9.28	SOK,SOK,6.3=151,38=84=545,2.17e-07@66.64,651.45	8.99	SOK,SOK,19.5=151,104=233=1560,8.94e-17@183.69,1859.56	8.46	SOK,SOK,7.2=151,36=76=554,6.47e-06@60.74,657.2	8.06	SOK,SOK,5.6=151,31=67=511,1.9e-05@52.95,603.96	10.5	SOK,SOK,6.7=151,37=90=495,1.73e-07@70.18,598.22	8.67	SOK,SOK,22.2=151,140=213=1699,5.06e-13@191.72,2019.56	7.16	SOK,SOK,6.7=151,39=61=593,0.000251@53.6,694.99	8.83	SOK,SOK,6.5=151,34=65=467,3.16e-05@53.84,555.94	9.92	SOK,SOK,9.0=151,67=87=639,4.22e-06@84.61,768.3	21.21	SOK,SOK,354.4=151,581=643=2078,1@741.71,2755.26	26	SOK,SOK,110.8=151,195=197=510,0.998@246.95,702.86	18.64	SOK,SOK,125.2=151,169=220=776,0.999@230.72,1007.03	20.36	SOK,SOK,118.4=151,217=226=792,0.991@266.6,1042.81	6.83	SOK,SOK,191.0=151,196=263=2863,1@245.22,3345.18	6.36	SOK,SOK,31.8=151,28=50=525,0.938@41.48,610.74	7.13	SOK,SOK,27.6=151,39=45=500,0.974@44.98,585.89	5.36	SOK,SOK,21.1=151,13=33=371,0.555@24.22,427.57	5.41	SOK,SOK,22.0=151,16=35=408,0.73@26.9,470.35	9.53	SOK,SOK,45.4=151,59=59=512,1@64.61,613.39	6.41	SOK,SOK,43.1=151,41=41=547,1@43.61,636.68	21.64	SOK,SOK,419.3=151,702=718=2350,1@863.5,3126.81	23.53	SOK,SOK,123.5=151,213=246=682,0.984@283.52,921.42	23.58	SOK,SOK,144.6=151,247=251=738,1@307.76,997.42	18.54	SOK,SOK,151.1=151,242=221=930,1@274.43,1205.76	6.54	SOK,SOK,147.2=151,188=172=2350,1@191.64,2738.67	6.33	SOK,SOK,27.8=151,39=38=521,0.993@40.95,605.9	6.1	SOK,SOK,28.3=151,45=26=500,0.946@37.69,580.18	4.22	SOK,SOK,19.5=151,14=18=332,0.971@16.67,378.45	6.08	SOK,SOK,16.9=151,24=29=374,0.92@28.09,433.97	8.1	SOK,SOK,28.1=151,32=27=306,0.998@31.89,361.8	8.93	SOK,SOK,26.7=151,34=34=317,0.997@37.03,377.68	-15.04
FANCL	HsaINT0061911	chr2:58163075-58163433	359	chr2:58163434-58163517=58163029-58163074:-	IR	14.29	VLOW,VLOW,2.1=151,4=0=12,0.26@2.29,13.71	7.69	N,N,0.5=151,1=0=6,0.714@0.54,6.46	33.33	N,N,0.7=151,1=0=1,0.714@0.67,1.33	16.67	N,N,0.9=151,2=0=5,0.51@1.17,5.83	12.82	LOW,LOW,1.6=151,4=1=17,0.558@2.82,19.18	5.88	N,N,0.5=151,1=0=8,0.714@0.53,8.47	27.27	N,N,0.0=151,2=1=4,0.51@1.91,5.09	9.09	N,N,1.2=151,1=0=5,0.714@0.55,5.45	23.64	OK,OK,3.7=151,9=4=21,0.697@8.04,25.96	33.33	N,N,1.4=151,5=0=5,0.186@3.33,6.67	16.67	N,N,1.4=151,2=0=5,0.51@1.17,5.83	21.43	VLOW,VLOW,0.9=151,2=4=11,0.558@3.64,13.36	32.75	SOK,SOK,45.2=151,80=73=157,0.972@101.54,208.51	29.75	SOK,SOK,16.7=151,22=28=59,0.934@32.44,76.59	29.56	SOK,SOK,15.1=151,26=21=56,0.902@30.45,72.55	39.98	OK,OK,13.4=151,32=24=42,0.593@39.19,58.84	14.09	SOK,SOK,17.4=151,33=30=192,0.843@35.93,219.07	13.73	OK,OK,3.9=151,8=6=44,0.76@7.96,50.04	17.24	OK,OK,1.6=151,5=10=36,0.289@8.79,42.21	10	LOW,LOW,0.9=151,2=2=18,0.802@2.2,19.8	11.86	OK,OK,3.0=151,5=2=26,0.679@3.91,29.09	11.63	OK,OK,4.2=151,5=5=38,0.918@5.58,42.42	17.81	OK,OK,3.7=151,8=5=30,0.76@7.66,35.34	37.33	SOK,SOK,44.5=151,76=67=120,0.979@98.2,164.86	25.4	OK,OK,7.9=151,11=21=47,0.547@20.07,58.93	28.86	OK,OK,12.8=151,21=18=48,0.921@25.13,61.93	59.02	OK,OK,23.9=151,44=28=25,0.911@57.25,39.75	13.13	SOK,SOK,15.5=151,28=24=172,0.903@29.42,194.61	10.87	OK,OK,3.5=151,9=1=41,0.173@5.54,45.46	12.87	OK,OK,3.9=151,6=7=44,0.82@7.34,49.66	6.67	VLOW,VLOW,0.9=151,0=2=14,0.51@1.07,14.93	13.64	LOW,LOW,0.5=151,2=4=19,0.26@3.41,21.59	18.84	OK,OK,2.8=151,7=6=28,0.687@7.72,33.28	13.32	OK,OK,3.9=151,4=4=26,0.952@4.53,29.5	-20.40
RTKN	HsaINT0143800	chr2:74439978-74440352	375	chr2:74440353-74440583=74439551-74439977:-	IR	0	SOK,SOK,0.2=151,0=0=204,1@0,204	0	OK,OK,0.2=151,0=0=83,1@0,83	0	OK,OK,0.0=151,0=0=69,1@0,69	0	OK,OK,0.0=151,0=0=52,1@0,52	0.68	SOK,SOK,0.2=151,0=2=147,0.51@1.01,147.99	0.83	OK,OK,0.2=151,0=1=60,0.714@0.51,60.49	0	OK,OK,0.0=151,0=0=38,1@0,38	1.01	OK,OK,0.0=151,0=1=49,0.714@0.5,49.49	0.27	SOK,SOK,0.0=151,1=0=185,0.714@0.5,185.5	0.75	OK,OK,0.0=151,1=0=66,0.714@0.5,66.5	0	OK,OK,0.0=151,0=0=49,1@0,49	0	OK,OK,0.0=151,0=0=70,1@0,70	42.86	SOK,SOK,15.8=151,34=50=56,0.264@60,80	52.54	LOW,LOW,4.9=151,14=17=14,0.367@23.64,21.36	33.33	OK,OK,6.3=151,9=11=20,0.814@13.33,26.67	42.86	OK,OK,4.6=151,11=22=22,0.174@23.57,31.43	29.31	OK,OK,7.7=151,10=24=41,0.411@21.98,53.02	40	N,N,0.7=151,0=4=3,0.26@2.8,4.2	20	N,N,1.4=151,0=4=8,0.26@2.4,9.6	42.86	N,N,0.9=151,5=4=6,0.452@6.43,8.57	23.08	N,N,0.2=151,1=2=5,0.51@1.85,6.15	21.43	VLOW,VLOW,2.5=151,1=5=11,0.452@3.64,13.36	33.33	N,N,1.9=151,3=5=8,0.679@5.33,10.67	39.22	SOK,SOK,15.3=151,26=54=62,0.129@55.69,86.31	30.67	OK,OK,3.0=151,6=17=26,0.134@15.03,33.97	37.31	OK,OK,6.3=151,13=12=21,0.715@17.16,28.84	51.61	LOW,LOW,6.0=151,7=25=15,0.175@24.26,22.74	20	SOK,SOK,8.8=151,20=29=98,0.32@29.4,117.6	24.32	VLOW,VLOW,2.3=151,7=2=14,0.501@5.59,17.41	16.67	OK,OK,0.5=151,5=3=20,0.186@4.67,23.33	21.05	LOW,LOW,1.6=151,0=8=15,0.0678@4.84,18.16	14.29	LOW,LOW,0.7=151,3=3=18,0.677@3.43,20.57	20.93	LOW,LOW,2.5=151,3=6=17,0.762@5.44,20.56	24.32	VLOW,VLOW,1.2=151,2=7=14,0.285@5.59,17.41	-22.65
ANO7	HsaINT0009481	chr2:241223956-241224096	141	chr2:241223905-241223955=241224097-241225376:+	IR	100	N,N,0.0=92,1=0=0,0.714@1,0	100	N,N,0.0=92,1=0=0,0.714@1,0	NA	N,N,0.0=92,0=0=0,1@NaN,NaN	NA	N,N,0.0=92,0=0=0,1@NaN,NaN	100	N,N,1.1=92,2=1=0,0.802@3,0	100	N,N,0.4=92,0=1=0,0.714@1,0	100	N,N,0.8=92,2=0=0,0.51@2,0	NA	N,N,0.0=92,0=0=0,1@NaN,NaN	100	N,N,0.8=92,1=1=0,0.918@2,0	100	N,N,0.8=92,1=1=0,0.918@2,0	NA	N,N,0.0=92,0=0=0,1@NaN,NaN	NA	N,N,0.0=92,0=0=0,1@NaN,NaN	60.99	SOK,SOK,102.3=92,125=190=95,0.992@253.57,162.19	65.79	SOK,SOK,30.4=92,43=59=25,0.882@84.55,43.97	61.18	SOK,SOK,41.1=92,41=76=35,0.948@94.29,59.83	56.39	SOK,SOK,30.8=92,41=55=35,0.948@75.07,58.05	61.99	SOK,SOK,154.4=92,199=240=127,1@355.56,218.02	56.82	OK,OK,25.5=92,32=35=24,0.99@52.53,39.92	53.82	OK,OK,19.8=92,23=41=26,0.809@49.22,42.23	58.98	OK,OK,23.6=92,28=33=20,0.99@48.49,33.72	68.26	OK,OK,28.1=92,35=38=16,0.994@61.41,28.56	68.23	SOK,SOK,27.0=92,33=49=18,0.927@68.97,32.12	65.35	SOK,SOK,30.4=92,48=44=23,0.978@76.06,40.33	61.12	SOK,SOK,107.3=92,113=203=95,0.99@254.57,161.94	61.83	SOK,SOK,43.8=92,51=79=38,0.967@105.19,64.94	71.11	SOK,SOK,29.7=92,28=66=18,0.651@80.42,32.67	52.69	SOK,SOK,33.9=92,34=58=39,0.969@70.24,63.07	76.82	SOK,SOK,184.5=92,217=288=72,1@446.46,134.72	71.52	OK,OK,28.5=92,28=51=15,0.928@67.75,26.98	76.95	OK,OK,33.9=92,38=47=12,0.997@75.2,22.53	81.14	OK,OK,24.7=92,27=46=8,0.912@66.12,15.37	75.78	OK,OK,26.6=92,31=42=11,0.979@64.16,20.51	74.85	SOK,SOK,35.4=92,50=51=16,0.994@88.3,29.67	81.59	SOK,SOK,35.4=92,43=51=10,0.994@85.35,19.26	15.85
LAMA5	HsaINT0090322	chr20:62324555-62325315	761	chr20:62325316-62325546=62324441-62324554:-	IR	36.27	N,N,1.2=151,6=1=6,0.36@4.79,8.42	32.69	N,N,0.2=151,3=0=3,0.364@1.99,4.1	66.18	N,N,0.9=151,3=1=1,0.677@3.35,1.71	0	N,N,0.0=151,0=0=2,1@0,2.06	19.54	N,N,0.5=151,1=0=2,0.714@0.6,2.46	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	32.69	N,N,0.0=151,1=0=1,0.714@0.66,1.37	0	N,N,0.5=151,0=0=1,1@0,1.03	33.33	N,N,0.2=151,0=1=1,0.714@0.69,1.37	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.2=151,0=0=0,1@NaN,NaN	33.33	N,N,0.0=151,0=1=1,0.714@0.69,1.37	35.66	SOK,SOK,192.2=151,328=297=555,1@429.82,775.51	33.74	SOK,SOK,54.9=151,107=109=209,0.907@146.59,287.89	27.83	SOK,SOK,51.7=151,81=78=203,0.997@103.08,267.32	46.24	SOK,SOK,85.5=151,140=110=143,0.999@185.16,215.28	21.28	SOK,SOK,82.3=151,101=102=370,1@124.93,462.15	17.04	OK,OK,8.8=151,10=10=48,0.977@11.88,57.83	19.85	OK,OK,7.0=151,6=16=44,0.554@13.46,54.36	19.54	OK,OK,6.5=151,9=17=53,0.449@15.84,65.22	19.38	OK,OK,9.0=151,10=10=41,0.977@12.11,50.39	26.88	SOK,SOK,26.9=151,44=25=92,0.954@44.24,120.34	19.78	SOK,SOK,24.1=151,22=24=92,0.998@27.97,113.44	50.1	SOK,SOK,220.2=151,362=303=326,1@505.79,503.77	42.58	SOK,SOK,66.3=151,110=80=126,0.996@137.13,184.93	45.56	SOK,SOK,71.4=151,107=92=117,1@146.8,175.41	62.09	SOK,SOK,82.5=151,145=131=83,0.996@226.81,138.48	18.84	SOK,SOK,87.6=151,99=99=420,1@119.36,514.18	14.77	SOK,SOK,15.8=151,19=11=85,0.88@17.4,100.42	21.45	SOK,SOK,18.3=151,14=23=67,0.902@22.88,83.77	16.2	OK,OK,9.3=151,9=6=38,0.894@8.82,45.61	17.33	OK,OK,8.3=151,8=9=40,0.97@10.13,48.31	18.16	SOK,SOK,15.8=151,26=20=102,0.935@27.53,124.06	22.9	SOK,SOK,20.2=151,23=30=88,0.964@33.12,111.49	-17.47
