GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
TROAP	HsaINT0172911	chr12:49325885-49326075	191	chr12:49325747-49325884=49326076-49326158:+	IR	18.92	OK,OK,3.5=142,3=11=30,0.4@8.32,35.68	18.75	VLOW,VLOW,1.7=142,3=3=13,0.855@3.56,15.44	23.08	N,N,0.7=142,0=3=5,0.364@1.85,6.15	17.24	VLOW,VLOW,1.0=142,0=5=12,0.186@2.93,14.07	44.87	OK,OK,10.8=142,6=38=27,0.0166@31.87,39.16	44.44	VLOW,VLOW,3.9=142,2=14=10,0.122@11.55,14.45	44.74	N,N,3.5=142,4=9=8,0.537@9.41,11.62	45.45	N,N,3.5=142,0=15=9,0.00643@10.91,13.09	35.71	LOW,LOW,5.2=142,5=15=18,0.472@13.57,24.43	25	N,N,1.5=142,1=5=9,0.452@3.75,11.25	45.45	N,N,1.2=142,2=3=3,0.677@3.64,4.36	42.86	N,N,2.5=142,2=7=6,0.501@6.43,8.57	9.46	SOK,SOK,6.9=142,19=14=158,0.525@18.07,172.93	10.87	OK,OK,1.7=142,5=5=41,0.679@5.54,45.46	7.56	OK,OK,2.7=142,8=1=55,0.223@4.84,59.16	10.14	OK,OK,2.5=142,6=8=62,0.422@7.71,68.29	7.16	SOK,SOK,5.7=142,12=13=162,0.715@13.39,173.61	8	OK,OK,1.0=142,3=1=23,0.677@2.16,24.84	8.33	OK,OK,0.5=142,4=0=22,0.26@2.17,23.83	11.63	LOW,LOW,1.0=142,4=1=19,0.558@2.79,21.21	4.35	OK,OK,0.7=142,1=1=22,0.918@1.04,22.96	4.08	OK,OK,1.5=142,0=4=47,0.26@2.08,48.92	9.38	OK,OK,1.0=142,0=6=29,0.133@3.28,31.72	12.46	SOK,SOK,8.6=142,20=23=151,0.566@24.17,169.83	11.86	OK,OK,2.5=142,3=11=52,0.235@7.83,58.17	9.43	OK,OK,1.5=142,5=5=48,0.452@5.47,52.53	15.7	OK,OK,4.7=142,12=7=51,0.647@10.99,59.01	5.51	SOK,SOK,4.0=142,8=6=120,0.76@7.38,126.62	4.17	OK,OK,0.5=142,0=2=23,0.51@1.04,23.96	8.11	LOW,LOW,1.7=142,3=0=17,0.364@1.62,18.38	7.14	VLOW,VLOW,0.2=142,1=1=13,0.714@1.07,13.93	8	OK,OK,0.7=142,1=3=23,0.677@2.16,24.84	2.86	LOW,LOW,0.2=142,1=0=17,0.714@0.51,17.49	3.57	OK,OK,0.5=142,2=0=27,0.51@1.04,27.96	16.79
DDX51	HsaINT0046364	chr12:132141607-132141849	243	chr12:132141850-132141956=132141498-132141606:-	IR	11.53	OK,OK,3.9=151,6=0=23,0.133@3.35,25.68	10	N,N,1.9=151,2=0=9,0.51@1.1,9.9	19.92	N,N,1.2=151,3=0=6,0.364@1.8,7.23	5.88	N,N,0.9=151,1=0=8,0.714@0.53,8.47	70.59	N,N,7.7=151,23=1=5,0.0033@20.47,8.53	86.67	N,N,3.7=151,12=1=1,0.0781@12.13,1.87	50	N,N,1.4=151,4=0=2,0.26@3,3	63.64	N,N,2.5=151,7=0=2,0.0949@5.73,3.27	35	VLOW,VLOW,3.5=151,9=5=13,0.537@9.45,17.55	45.45	N,N,1.4=151,5=0=3,0.186@3.64,4.36	42.86	N,N,0.9=151,3=3=4,0.677@4.29,5.71	20	N,N,1.2=151,1=2=6,0.802@1.8,7.2	20.69	SOK,SOK,22.5=151,24=60=161,0.417@50.69,194.31	27.43	OK,OK,7.4=151,12=19=41,0.525@19.75,52.25	15.98	OK,OK,9.0=151,5=22=71,0.174@15.66,82.34	20.97	OK,OK,6.0=151,7=19=49,0.4@15.73,59.27	21.24	SOK,SOK,11.8=151,17=31=89,0.538@29.1,107.9	27.27	N,N,1.4=151,4=2=8,0.558@3.82,10.18	33.33	N,N,0.5=151,1=5=6,0.186@4,8	20	VLOW,VLOW,2.1=151,0=6=12,0.133@3.6,14.4	23.53	VLOW,VLOW,2.1=151,3=5=13,0.679@4.94,16.06	23.53	VLOW,VLOW,1.4=151,2=6=13,0.36@4.94,16.06	15.91	OK,OK,4.4=151,7=7=37,0.82@8.11,42.89	28.53	SOK,SOK,27.1=151,46=57=129,0.802@66.19,165.81	30.34	OK,OK,6.3=151,14=13=31,0.662@17.6,40.4	25.17	OK,OK,10.9=151,17=20=55,0.853@23.16,68.84	31.2	OK,OK,10.0=151,15=24=43,0.626@25.58,56.42	22.22	SOK,SOK,19.5=151,24=36=105,0.87@36.66,128.34	26.32	OK,OK,4.9=151,7=8=21,0.863@9.48,26.52	13.79	OK,OK,4.2=151,3=5=25,0.831@4.55,28.45	18.92	LOW,LOW,2.3=151,2=5=15,0.679@4.16,17.84	35.48	VLOW,VLOW,2.8=151,4=7=10,0.687@7.45,13.55	17.95	LOW,LOW,2.3=151,2=5=16,0.679@4.13,18.87	25	LOW,LOW,3.0=151,6=6=18,0.762@7.5,22.5	23.47
STAC3	HsaINT0160112	chr12:57244226-57244314	89	chr12:57244315-57244366=57244088-57244225:-	IR	5	LOW,LOW,1.8=40,1=1=19,0.802@1.05,19.95	9.09	N,N,0.9=40,0=1=5,0.714@0.55,5.45	0	N,N,0.0=40,0=0=6,1@0,6	5.88	N,N,0.9=40,1=0=8,0.714@0.53,8.47	26.83	LOW,LOW,11.4=40,3=8=15,0.4@6.98,19.02	22.22	N,N,6.1=40,0=4=7,0.133@2.44,8.56	45.45	N,N,4.4=40,2=3=3,0.77@3.64,4.36	16.67	N,N,0.9=40,1=1=5,0.918@1.17,5.83	20.93	LOW,LOW,6.1=40,1=8=17,0.223@5.44,20.56	27.27	N,N,1.8=40,0=3=4,0.364@1.91,5.09	11.11	N,N,0.9=40,0=1=4,0.714@0.56,4.44	21.74	N,N,3.5=40,1=4=9,0.558@3.04,10.96	14.29	VLOW,VLOW,1.8=40,0=4=12,0.26@2.29,13.71	100	N,N,1.8=40,0=2=0,0.51@2,0	0	VLOW,VLOW,0.0=40,0=0=10,1@0,10	33.33	N,N,0.0=40,0=2=2,0.51@1.33,2.67	0	VLOW,VLOW,0.0=40,0=0=11,1@0,11	0	N,N,0.0=40,0=0=1,1@0,1	0	N,N,0.0=40,0=0=2,1@0,2	0	N,N,0.0=40,0=0=1,1@0,1	0	N,N,0.0=40,0=0=3,1@0,3	0	N,N,0.0=40,0=0=4,1@0,4	NA	N,N,0.0=40,0=0=0,1@NaN,NaN	17.65	N,N,0.0=40,0=3=7,0.364@1.76,8.23	42.86	N,N,0.0=40,0=3=2,0.364@2.14,2.86	0	N,N,0.0=40,0=0=5,1@0,5	NA	N,N,0.0=40,0=0=0,1@NaN,NaN	11.11	N,N,1.8=40,0=2=8,0.51@1.11,8.89	0	N,N,0.0=40,0=0=3,1@0,3	33.33	N,N,0.9=40,0=1=1,0.714@0.67,1.33	0	N,N,0.0=40,0=0=2,1@0,2	100	N,N,0.9=40,0=1=0,0.714@1,0	0	N,N,0.0=40,0=0=1,1@0,1	0	N,N,0.0=40,0=0=1,1@0,1	15.93
HCFC2	HsaINT0074437	chr12:104096434-104098342	1909	chr12:104096360-104096433=104098343-104098480:+	IR	31.03	VLOW,VLOW,0.5=151,3=6=10,0.133@5.9,13.1	7.69	N,N,0.0=151,0=1=6,0.714@0.54,6.46	66.67	N,N,0.2=151,2=2=1,0.51@3.33,1.67	40	N,N,0.2=151,1=3=3,0.364@2.8,4.2	23.81	N,N,1.2=151,0=5=8,0.186@3.1,9.9	25	N,N,0.7=151,0=2=3,0.51@1.25,3.75	11.11	N,N,0.5=151,0=1=4,0.714@0.56,4.44	50	N,N,0.0=151,0=2=1,0.51@1.5,1.5	3.45	VLOW,VLOW,0.7=151,0=1=14,0.714@0.52,14.48	11.11	N,N,0.2=151,0=1=4,0.714@0.56,4.44	0	N,N,0.5=151,0=0=5,1@0,5	0	N,N,0.0=151,0=0=5,1@0,5	10.2	OK,OK,1.6=151,0=5=22,0.186@2.75,24.25	14.29	N,N,0.5=151,0=3=9,0.364@1.71,10.29	0	N,N,0.5=151,0=0=5,1@0,5	11.11	N,N,0.7=151,0=2=8,0.51@1.11,8.89	6.67	VLOW,VLOW,1.8=151,0=2=14,0.51@1.07,14.93	14.29	N,N,0.0=151,0=1=3,0.714@0.57,3.43	0	N,N,0.2=151,0=0=1,1@0,1	0	N,N,0.5=151,0=0=1,1@0,1	0	N,N,0.5=151,0=0=3,1@0,3	NA	N,N,0.2=151,0=0=0,1@NaN,NaN	7.69	N,N,0.5=151,0=1=6,0.714@0.54,6.46	15.79	OK,OK,0.9=151,1=8=24,0.223@5.21,27.79	0	N,N,0.5=151,0=0=9,1@0,9	0	N,N,0.5=151,0=0=5,1@0,5	31.03	VLOW,VLOW,0.0=151,1=8=10,0.0678@5.9,13.1	4.55	OK,OK,0.7=151,1=1=21,0.918@1.05,21.95	0	N,N,0.7=151,0=0=2,0.714@0,2	20	N,N,0.0=151,1=1=4,0.714@1.2,4.8	0	N,N,0.0=151,0=0=4,1@0,4	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	0	N,N,0.0=151,0=0=4,1@0,4	0	N,N,0.0=151,0=0=7,1@0,7	-27.58
HDAC7	HsaINT0074677	chr12:47794934-47795183	250	chr12:47795184-47795380=47794760-47794933:-	IR	3.23	LOW,LOW,0.2=151,0=1=15,0.714@0.52,15.48	0	N,N,0.0=151,0=0=7,1@0,7	0	N,N,0.0=151,0=0=2,1@0,2	7.69	N,N,0.2=151,0=1=6,0.714@0.54,6.46	33.33	OK,OK,5.6=151,6=14=20,0.662@13.33,26.67	47.37	N,N,3.0=151,2=7=5,0.501@6.63,7.37	37.5	N,N,1.6=151,3=3=5,0.855@4.12,6.88	20	VLOW,VLOW,0.9=151,1=4=10,0.558@3,12	21.43	VLOW,VLOW,0.9=151,2=4=11,0.558@3.64,13.36	14.29	N,N,0.5=151,1=1=6,0.714@1.14,6.86	33.33	N,N,0.0=151,0=1=1,0.714@0.67,1.33	27.27	N,N,0.5=151,1=2=4,0.51@1.91,5.09	0.97	SOK,SOK,1.2=151,2=2=204,0.802@2.02,205.98	2.52	OK,OK,0.9=151,1=2=58,0.802@1.54,59.46	0	SOK,SOK,0.0=151,0=0=100,1@0,100	1.08	OK,OK,0.2=151,1=0=46,0.714@0.51,46.49	1.72	SOK,SOK,0.9=151,4=1=143,0.558@2.55,145.45	3.45	VLOW,VLOW,0.2=151,0=1=14,0.714@0.52,14.48	5.26	N,N,0.0=151,1=0=9,0.714@0.53,9.47	0	LOW,LOW,0.0=151,0=0=18,1@0,18	8.11	LOW,LOW,0.7=151,3=0=17,0.364@1.62,18.38	0	OK,OK,0.0=151,0=0=40,1@0,40	0	OK,OK,0.0=151,0=0=45,1@0,45	0.45	SOK,SOK,0.2=151,0=1=111,0.714@0.5,111.56	0	OK,OK,0.0=151,0=0=31,1@0,31	0.9	OK,OK,0.2=151,0=1=55,0.714@0.5,55.5	0	OK,OK,0.0=151,0=0=25,1@0,25.06	0.39	SOK,SOK,0.9=151,0=1=128,0.714@0.5,128.5	0	OK,OK,0.0=151,0=0=28,1@0,28	1.69	OK,OK,0.0=151,0=1=29,0.714@0.51,29.49	0	LOW,LOW,0.2=151,0=0=19,1@0,19	0	VLOW,VLOW,0.2=151,0=0=12,1@0,12	0	OK,OK,0.2=151,0=0=23,1@0,23	0	LOW,LOW,0.2=151,0=0=17,1@0,17	18.20
HDAC7	HsaINT0074689	chr12:47785886-47786584	699	chr12:47786585-47786703=47785752-47785885:-	IR	33.33	VLOW,VLOW,5.3=151,9=4=13,0.697@8.67,17.33	37.5	N,N,1.4=151,3=3=5,0.677@4.12,6.88	33.33	N,N,1.6=151,3=1=4,0.677@2.67,5.33	27.27	N,N,2.3=151,3=0=4,0.364@1.91,5.09	60	VLOW,VLOW,18.5=151,17=7=8,0.525@19.2,12.8	81.82	N,N,7.9=151,8=1=1,0.223@8.18,1.82	37.5	N,N,5.3=151,2=4=5,0.679@4.12,6.88	69.23	N,N,5.3=151,7=2=2,0.501@7.62,3.38	16.64	LOW,LOW,4.2=151,5=1=15,0.452@3.5,17.53	20	N,N,0.2=151,1=0=2,0.714@0.6,2.4	11.11	N,N,1.9=151,1=0=4,0.51@0.56,4.44	18.13	N,N,2.1=151,3=1=9,0.677@2.36,10.67	2.72	SOK,SOK,2.8=151,3=4=125,0.892@3.59,128.47	2.63	OK,OK,0.2=151,0=2=37,0.51@1.03,37.97	2.98	OK,OK,1.4=151,2=2=65,0.802@2.06,66.97	2.12	OK,OK,1.2=151,1=0=23,0.714@0.51,23.52	2.06	SOK,SOK,1.4=151,3=4=166,0.558@3.56,169.47	2.86	LOW,LOW,0.0=151,0=1=17,0.714@0.51,17.49	0	OK,OK,0.0=151,0=0=21,1@0,21	2.12	OK,OK,0.0=151,0=1=23,0.714@0.51,23.52	3.45	VLOW,VLOW,0.2=151,1=0=14,0.714@0.52,14.48	2.86	OK,OK,0.7=151,1=2=51,0.802@1.54,52.46	1.23	OK,OK,0.5=151,1=0=40,0.714@0.5,40.5	1.96	SOK,SOK,3.5=151,5=0=125,0.186@2.55,127.57	1.2	OK,OK,1.4=151,1=0=41,0.714@0.5,41.5	1.01	OK,OK,0.2=151,1=0=49,0.714@0.5,49.49	4.1	OK,OK,1.9=151,3=0=35,0.364@1.56,36.56	1	SOK,SOK,1.4=151,2=1=149,0.802@1.52,150.51	0	LOW,LOW,0.0=151,0=0=19,1@0,19	0	OK,OK,0.2=151,0=0=25,1@0,25	0	LOW,LOW,0.2=151,0=0=16,1@0,16	0	OK,OK,0.5=151,0=0=23,1@0,23	3.45	OK,OK,0.2=151,1=1=28,0.714@1.04,28.96	1.3	OK,OK,0.2=151,1=0=38,0.714@0.51,38.52	-16.69
DCAF4	HsaINT1010650	chr14:72956501-72958611	2111	chr14:72956386-72956500=72958612-72959121:+	IR	13	VLOW,VLOW,0.5=151,4=0=13,0.26@2.26,15.12	8.85	N,N,0.5=151,1=0=5,0.714@0.54,5.6	6.49	N,N,0.0=151,1=0=7,0.714@0.53,7.67	49.28	N,N,0.0=151,2=0=1,0.51@1.49,1.54	15.41	LOW,LOW,0.5=151,5=1=16,0.186@3.46,19.01	22.57	N,N,0.2=151,3=0=5,0.364@1.84,6.31	5.72	N,N,0.2=151,1=0=8,0.714@0.53,8.71	24.46	N,N,0.0=151,1=1=3,0.714@1.24,3.84	28.81	VLOW,VLOW,0.9=151,9=1=12,0.173@6.44,15.91	13.93	N,N,0.7=151,2=0=6,0.51@1.14,7.04	42.15	N,N,0.2=151,3=0=2,0.364@2.13,2.93	37.78	N,N,0.0=151,4=1=4,0.26@3.44,5.67	1.39	SOK,SOK,4.6=151,6=8=483,0.863@7.11,504.22	3.54	SOK,SOK,1.2=151,5=3=106,0.452@4.15,112.97	0.95	SOK,SOK,2.3=151,1=3=202,0.677@2.01,209.96	0.55	SOK,SOK,1.2=151,0=2=175,0.51@1,181.24	1.32	SOK,SOK,2.1=151,8=7=543,0.422@7.58,566.39	0	SOK,SOK,0.5=151,0=0=113,1@0,116.32	1.38	SOK,SOK,0.0=151,3=0=104,0.364@1.52,108.54	0.7	OK,OK,0.0=151,0=1=69,0.714@0.5,71.53	0.65	OK,OK,0.7=151,0=1=74,0.714@0.5,76.67	2.07	OK,OK,0.5=151,4=0=92,0.26@2.04,96.66	3.1	OK,OK,0.5=151,1=5=91,0.186@3.09,96.59	1.4	SOK,SOK,3.2=151,6=6=410,0.762@6.08,427.98	0.99	SOK,SOK,0.5=151,0=3=145,0.364@1.51,150.76	1.85	SOK,SOK,1.6=151,4=1=129,0.558@2.55,135.24	1.41	SOK,SOK,1.2=151,2=2=136,0.802@2.03,141.97	1.23	SOK,SOK,2.1=151,11=4=583,0.235@7.57,607.58	0	SOK,SOK,0.2=151,0=0=135,1@0,138.97	1.69	SOK,SOK,0.0=151,3=1=113,0.364@2.03,118.29	1.02	OK,OK,0.5=151,1=1=94,0.714@1.01,97.76	0.92	SOK,SOK,0.2=151,2=0=105,0.51@1.01,109.08	2.13	OK,OK,0.7=151,3=0=67,0.364@1.53,70.44	2.74	OK,OK,0.5=151,2=2=69,0.51@2.06,72.97	15.81
ATG14	HsaINT0013901	chr14:55380691-55381961	1271	chr14:55381962-55382191=55380573-55380690:-	IR	7.14	VLOW,VLOW,1.4=151,2=0=13,0.51@1.07,13.93	9.09	N,N,0.0=151,1=0=5,0.714@0.55,5.45	9.09	N,N,0.9=151,1=0=5,0.714@0.55,5.45	0	N,N,0.5=151,0=0=3,1@0,3	10.64	OK,OK,0.7=151,3=2=21,0.677@2.77,23.23	17.65	N,N,0.2=151,1=2=7,0.51@1.76,8.23	12.5	N,N,0.2=151,2=0=7,0.51@1.12,7.88	0	N,N,0.2=151,0=0=7,1@0,7	22.73	LOW,LOW,0.9=151,6=4=17,0.36@6.14,20.86	14.29	N,N,0.2=151,1=1=6,0.714@1.14,6.86	40	N,N,0.5=151,1=3=3,0.364@2.8,4.2	20	N,N,0.2=151,4=0=8,0.26@2.4,9.6	4.62	SOK,SOK,5.3=151,8=7=155,0.863@7.85,162.15	11.58	OK,OK,1.6=151,7=4=42,0.501@6.14,46.86	1.59	OK,OK,1.6=151,1=1=62,0.802@1.02,62.98	1.92	OK,OK,2.1=151,0=2=51,0.51@1.02,51.98	3.31	OK,OK,1.4=151,4=1=73,0.558@2.58,75.42	4	VLOW,VLOW,0.5=151,0=1=12,0.714@0.52,12.48	10	N,N,0.0=151,2=0=9,0.51@1.1,9.9	0	N,N,0.2=151,0=0=7,1@0,7	0	N,N,0.0=151,0=0=5,1@0,5	2.44	OK,OK,0.2=151,1=0=20,0.714@0.51,20.49	2.44	OK,OK,0.5=151,1=0=20,0.714@0.51,20.49	3.56	SOK,SOK,6.7=151,5=4=122,0.82@4.66,126.34	4.35	OK,OK,1.9=151,1=2=33,0.802@1.57,34.43	4.17	OK,OK,1.9=151,3=1=46,0.677@2.08,47.92	2.27	OK,OK,3.0=151,1=1=43,0.677@1.02,43.98	1.86	OK,OK,1.4=151,2=1=79,0.802@1.53,80.47	0	LOW,LOW,0.2=151,0=0=17,1@0,17	2.56	LOW,LOW,0.2=151,1=0=19,0.714@0.51,19.49	7.69	N,N,0.0=151,0=1=6,0.714@0.54,6.46	0	N,N,0.2=151,0=0=7,1@0,7	3.45	VLOW,VLOW,0.7=151,1=0=14,0.714@0.52,14.48	0	LOW,LOW,0.0=151,0=0=16,1@0,16	15.59
BAG5	HsaINT0016360	chr14:103561193-103562099	907	chr14:103562100-103562318=103556545-103561192:-	IR	12.26	OK,OK,0.9=151,2=6=28,0.285@4.8,34.38	12.72	VLOW,VLOW,0.2=151,1=2=10,0.51@1.8,12.33	12.5	N,N,0.0=151,0=2=7,0.51@1.23,8.61	11.7	VLOW,VLOW,0.7=151,1=2=11,0.802@1.78,13.44	20.7	VLOW,VLOW,0.9=151,3=3=11,0.677@3.79,14.52	7.69	N,N,0.5=151,0=1=6,0.714@0.59,7.07	65.69	N,N,0.2=151,2=2=1,0.51@3.47,1.81	10.26	N,N,0.2=151,1=0=4,0.714@0.55,4.82	29.09	VLOW,LOW,0.7=151,6=6=14,0.285@8.11,19.77	27.23	N,N,0.2=151,3=1=5,0.364@2.6,6.96	17.65	N,N,0.2=151,0=3=7,0.364@1.93,9.01	54.25	N,N,0.2=151,3=2=2,0.364@4,3.37	38.18	VLOW,VLOW,1.4=151,11=6=13,0.102@12.13,19.65	46.15	N,N,0.2=151,5=4=5,0.186@6.85,7.99	54.25	N,N,0.0=151,3=2=2,0.364@4,3.37	18.6	N,N,1.2=151,3=0=6,0.364@1.78,7.78	70.34	N,N,1.9=151,3=2=1,0.855@4.42,1.86	0	N,N,0.2=151,0=0=1,1@0,1.09	100	N,N,0.5=151,1=0=0,0.714@1,0	NA	N,N,0.7=151,0=0=0,0.714@NaN,NaN	100	N,N,0.2=151,0=1=0,0.714@1.09,0	NA	N,N,0.2=151,0=0=0,1@NaN,NaN	100	N,N,0.0=151,2=1=0,0.51@3.09,0	83.49	VLOW,VLOW,0.5=151,9=12=2,0.0126@20.3,4.01	100	N,N,0.0=151,1=6=0,0.0949@7.56,0	47.76	N,N,0.5=151,2=0=1,0.51@1.48,1.62	85.17	N,N,0.0=151,6=6=1,0.0949@11.63,2.03	37.74	N,N,2.1=151,6=3=7,0.588@6.39,10.55	0	N,N,0.2=151,0=0=4,1@0,4.38	64.65	N,N,0.5=151,4=0=1,0.26@3.29,1.8	100	N,N,0.2=151,1=0=0,0.714@1,0	0	N,N,0.2=151,0=0=1,1@0,1.09	100	N,N,0.5=151,1=0=0,0.714@1,0	60	N,N,0.5=151,0=3=1,0.364@2.62,1.75	16.83
SDR39U1	HsaINT0146569	chr14:24441796-24442177	382	chr14:24442178-24442260=24441674-24441795:-	IR	26.42	OK,OK,5.1=151,14=14=39,0.529@17.7,49.3	28.57	LOW,LOW,2.5=151,6=6=15,0.762@7.71,19.29	28.21	VLOW,VLOW,0.9=151,4=7=14,0.285@7.05,17.95	20	VLOW,VLOW,1.6=151,4=1=10,0.558@3,12	29.63	LOW,LOW,8.1=151,10=6=19,0.857@10.37,24.63	50	N,N,2.5=151,3=3=3,0.94@4.5,4.5	23.81	N,N,2.3=151,3=2=8,0.855@3.1,9.9	23.81	N,N,3.2=151,4=1=8,0.558@3.1,9.9	10.89	OK,OK,7.0=151,9=2=45,0.351@6.1,49.9	14.29	LOW,LOW,1.6=151,4=1=15,0.558@2.86,17.14	2.86	LOW,LOW,2.8=151,1=0=17,0.364@0.51,17.49	16.13	VLOW,VLOW,2.5=151,4=1=13,0.558@2.9,15.1	23.04	SOK,SOK,44.0=151,126=80=344,0.247@126.72,423.28	23.81	SOK,SOK,12.1=151,40=20=96,0.238@37.14,118.86	21.32	SOK,SOK,16.5=151,45=26=131,0.404@43.07,158.93	24.27	SOK,SOK,15.5=151,41=34=117,0.533@46.6,145.4	15.82	SOK,SOK,24.6=151,111=45=415,0.0043@90.33,480.67	18.6	SOK,SOK,7.0=151,20=12=70,0.476@18.97,83.03	18.86	SOK,SOK,3.5=151,27=6=71,0.0141@19.61,84.39	9.93	OK,OK,3.7=151,12=3=68,0.34@8.24,74.76	12.95	SOK,SOK,2.8=151,21=4=84,0.0573@14.12,94.88	18.92	OK,OK,3.5=151,17=11=60,0.134@16.65,71.35	15.65	OK,OK,4.2=151,14=9=62,0.382@13.3,71.7	25.17	SOK,SOK,54.5=151,160=99=385,0.157@162.09,481.91	25.36	SOK,SOK,21.3=151,54=33=128,0.515@54.52,160.48	20.6	SOK,SOK,12.3=151,44=25=133,0.15@41.61,160.39	29.34	SOK,SOK,20.9=151,62=41=124,0.3@66.6,160.4	14.58	SOK,SOK,18.1=151,95=45=410,0.00129@80.19,469.81	18.99	OK,OK,3.5=151,19=11=64,0.0886@17.85,76.15	14.67	SOK,SOK,3.7=151,21=12=96,0.118@18.92,110.08	12.75	OK,OK,2.5=151,12=7=65,0.34@10.71,73.29	9.33	OK,OK,1.6=151,10=4=68,0.289@7.65,74.35	18.8	OK,OK,3.7=151,17=8=54,0.24@14.85,64.15	13.1	OK,OK,3.0=151,16=3=63,0.164@10.74,71.26	-15.53
PRPF39	HsaINT1028102	chr14:45096759-45096886	128	chr14:45096424-45096758=45096887-45097005:+	IR	10.23	OK,OK,6.2=79,4=9=58,0.697@7.3,64.07	10.64	OK,OK,2.7=79,0=5=21,0.186@2.77,23.23	7.78	LOW,LOW,1.3=79,1=2=18,0.802@1.65,19.54	12	LOW,LOW,2.2=79,3=2=19,0.855@2.9,21.28	11.39	OK,OK,4.9=79,2=9=43,0.351@6.19,48.19	12.09	VLOW,VLOW,0.9=79,1=2=11,0.802@1.72,12.47	13.56	LOW,LOW,2.2=79,1=4=16,0.558@2.87,18.32	8.57	LOW,LOW,1.8=79,0=3=16,0.364@1.63,17.37	25.87	OK,OK,7.1=79,4=16=29,0.283@12.74,36.5	25.19	N,N,2.2=79,1=5=9,0.452@3.79,11.27	38.75	N,N,1.8=79,1=4=4,0.558@3.51,5.55	22.18	LOW,LOW,3.1=79,2=7=16,0.501@5.57,19.55	36.5	SOK,SOK,97.5=79,119=152=242,1@189.88,330.33	32.18	SOK,SOK,25.7=79,34=37=77,0.989@48.29,101.77	30.87	SOK,SOK,27.9=79,34=47=93,0.962@54.35,121.71	45.88	SOK,SOK,43.9=79,51=68=72,0.995@89.05,105.04	23.16	SOK,SOK,20.8=79,29=26=94,0.976@34.95,115.94	24.69	VLOW,VLOW,3.5=79,3=6=14,0.762@5.72,17.46	23.18	VLOW,VLOW,2.7=79,4=3=12,0.892@4.46,14.78	9.59	LOW,LOW,1.8=79,3=0=15,0.364@1.74,16.44	8.12	N,N,0.9=79,1=0=6,0.714@0.57,6.49	25.56	LOW,LOW,4.0=79,6=6=18,0.873@7.76,22.6	28.94	OK,OK,8.0=79,12=11=29,0.884@15.3,37.56	43.52	SOK,SOK,90.8=79,109=114=149,1@164.77,213.84	45.3	SOK,SOK,26.6=79,37=27=40,0.989@48.13,58.11	45.99	SOK,SOK,30.6=79,30=38=41,0.999@50.97,59.85	40.75	SOK,SOK,33.7=79,42=49=68,0.994@65.83,95.72	35.32	SOK,SOK,35.0=79,27=62=83,0.793@61.33,112.31	27.19	OK,OK,6.7=79,3=14=23,0.24@10.93,29.26	40.17	OK,OK,9.3=79,9=20=22,0.699@20.71,30.84	17.94	N,N,1.3=79,1=2=7,0.802@1.8,8.26	71.67	N,N,3.1=79,1=4=1,0.558@4.34,1.72	41.93	LOW,LOW,9.8=79,9=15=17,0.928@17.42,24.13	30.19	VLOW,VLOW,4.9=79,4=7=13,0.82@7.32,16.92	15.64
