GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
MIOS	HsaINT0103077	chr7:7567073-7567606	534	chr7:7566872-7567072=7567607-7567688:+	IR	42.86	N,N,5.1=151,6=6=8,0.937@8.57,11.43	50	N,N,0.9=151,1=3=2,0.677@3,3	45.45	N,N,2.1=151,2=3=3,0.855@3.64,4.36	33.33	N,N,2.1=151,3=0=3,0.364@2,4	47.83	N,N,3.5=151,10=1=6,0.133@8.13,8.87	20	N,N,0.7=151,2=0=4,0.51@1.2,4.8	100	N,N,1.2=151,2=1=0,0.802@3,0	60	N,N,1.6=151,6=0=2,0.133@4.8,3.2	37.14	VLOW,VLOW,5.8=151,10=3=11,0.466@8.91,15.09	20	N,N,2.8=151,2=0=4,0.364@1.2,4.8	33.33	N,N,0.5=151,3=0=3,0.364@2,4	50	N,N,2.5=151,5=3=4,0.831@6,6	41.96	SOK,SOK,35.0=151,40=54=65,0.989@66.72,92.28	31.34	OK,OK,11.6=151,4=17=23,0.24@13.79,30.21	44.19	OK,OK,12.8=151,18=20=24,0.938@27.4,34.6	49.3	LOW,LOW,10.7=151,18=17=18,0.904@26.13,26.87	32.85	OK,OK,24.3=151,30=15=46,0.81@29.89,61.11	20	N,N,3.9=151,4=0=8,0.26@2.4,9.6	41.18	N,N,2.8=151,5=2=5,0.679@4.94,7.06	60	N,N,2.8=151,5=1=2,0.452@4.8,3.2	20	N,N,2.8=151,2=1=6,0.677@1.8,7.2	36.36	VLOW,VLOW,5.6=151,8=8=14,0.926@10.91,19.09	29.03	VLOW,VLOW,6.5=151,6=3=11,0.762@5.81,14.19	22.71	SOK,SOK,34.1=151,27=30=97,0.997@34.97,119.03	34.12	OK,OK,13.9=151,15=14=28,0.993@19.45,37.55	21.52	OK,OK,10.4=151,8=9=31,0.955@10.33,37.67	12.64	OK,OK,9.7=151,4=7=38,0.631@6.19,42.81	25	SOK,SOK,25.5=151,28=18=69,0.956@28.75,86.25	26.67	VLOW,VLOW,6.5=151,6=2=11,0.588@5.07,13.93	27.27	LOW,LOW,5.3=151,6=6=16,0.937@7.64,20.36	38.46	N,N,1.9=151,6=4=8,0.588@6.92,11.08	12.5	N,N,3.7=151,1=1=7,0.558@1.12,7.88	23.81	N,N,3.7=151,4=1=8,0.558@3.1,9.9	19.15	LOW,LOW,4.4=151,5=4=19,0.918@5.36,22.64	-16.96
AGBL3	HsaINT0005458	chr7:134987997-134989249	1253	chr7:134987889-134987996=134989250-134989310:+	IR	33.33	N,N,0.0=143,1=2=3,0.51@2,4	50	N,N,0.0=143,1=1=1,0.714@1.5,1.5	33.33	N,N,0.0=143,0=1=1,0.714@0.67,1.33	0	N,N,0.0=143,0=0=1,1@0,1	71.43	N,N,0.0=143,1=4=1,0.26@4.29,1.71	60	N,N,0.0=143,0=3=1,0.364@2.4,1.6	100	N,N,0.0=143,0=1=0,0.714@1,0	100	N,N,0.0=143,1=0=0,0.714@1,0	41.18	N,N,0.0=143,1=6=5,0.133@4.94,7.06	66.67	N,N,0.0=143,1=3=1,0.364@3.33,1.67	42.86	N,N,0.0=143,0=3=2,0.364@2.14,2.86	0	N,N,0.0=143,0=0=2,1@0,2	51.81	SOK,SOK,25.9=143,63=66=60,0.526@97.92,91.08	61.54	OK,OK,10.8=143,25=23=15,0.68@38.77,24.23	43.18	OK,OK,6.1=143,20=18=25,0.354@27.2,35.8	51.81	OK,OK,9.1=143,18=25=20,0.479@32.64,30.36	35.14	SOK,SOK,15.4=143,18=34=48,0.688@35.14,64.86	27.78	VLOW,VLOW,3.9=143,4=6=13,0.873@6.39,16.61	53.85	N,N,2.5=143,2=5=3,0.679@5.38,4.62	36.84	N,N,2.7=143,2=5=6,0.679@4.79,8.21	23.81	N,N,1.2=143,2=3=8,0.677@3.1,9.9	31.58	VLOW,VLOW,2.9=143,4=8=13,0.611@7.89,17.1	52.38	N,N,2.2=143,4=7=5,0.501@8.38,7.62	57.53	SOK,SOK,28.4=143,72=77=55,0.378@117.36,86.64	56.76	OK,OK,8.1=143,31=32=24,0.152@49.38,37.62	57.58	OK,OK,10.0=143,18=20=14,0.785@29.94,22.06	58.54	OK,OK,10.3=143,23=25=17,0.584@38.05,26.95	34.62	OK,OK,11.8=143,10=26=34,0.542@24.23,45.77	42.86	N,N,1.5=143,3=6=6,0.36@6.43,8.57	11.11	N,N,2.0=143,0=2=8,0.51@1.11,8.89	37.5	N,N,2.0=143,2=4=5,0.77@4.12,6.88	75	N,N,1.0=143,2=4=1,0.558@5.25,1.75	9.09	VLOW,VLOW,2.7=143,1=1=10,0.677@1.09,10.91	57.89	N,N,2.7=143,2=9=4,0.351@8.68,6.32	-17.19
KCP	HsaINT0084788	chr7:128882017-128884001	1985	chr7:128884002-128884122=128881937-128882016:-	IR	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.3=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.3=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	6.67	OK,OK,2.0=119,0=3=21,0.364@1.7,23.76	11.11	N,N,0.0=119,0=1=4,0.714@0.59,4.71	11.11	N,N,0.3=119,0=2=8,0.51@1.18,9.43	0	N,N,1.8=119,0=0=9,0.51@0,9.55	10.96	OK,OK,2.6=119,1=5=24,0.452@3.5,28.4	20	N,N,0.3=119,0=1=2,0.714@0.64,2.55	0	N,N,0.0=119,0=0=3,1@0,3.32	0	N,N,0.3=119,0=0=4,1@0,4.24	0	N,N,0.3=119,0=0=7,1@0,7.42	32.91	N,N,0.6=119,1=2=3,0.802@2.07,4.23	16.67	N,N,1.2=119,0=2=5,0.51@1.24,6.19	11.93	LOW,LOW,2.9=119,2=3=18,0.855@2.9,21.41	6.31	N,N,0.6=119,1=0=7,0.714@0.53,7.89	19.69	N,N,0.9=119,1=2=6,0.802@1.87,7.62	9.04	N,N,1.5=119,0=1=5,0.714@0.58,5.82	26.4	VLOW,VLOW,0.0=119,6=3=12,0.133@5.8,16.18	31.69	N,N,0.0=119,4=0=4,0.26@2.63,5.68	13.58	N,N,0.0=119,1=0=3,0.714@0.57,3.61	32.04	N,N,0.0=119,1=0=1,0.714@0.66,1.4	25	N,N,0.0=119,0=2=3,0.51@1.33,3.98	NA	N,N,0.0=119,0=0=0,1@NaN,NaN	33.33	N,N,0.0=119,0=1=1,0.714@0.71,1.41	19.73
KCP	HsaINT0084791	chr7:128880086-128880385	300	chr7:128880386-128880528=128879913-128880085:-	IR	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	100	N,N,0.0=151,1=0=0,0.714@1,0	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	100	N,N,0.0=151,1=0=0,0.714@1,0	43.29	VLOW,VLOW,3.7=151,6=9=10,0.697@10.94,14.33	14.29	N,N,1.2=151,1=0=3,0.714@0.57,3.43	50.36	N,N,1.4=151,3=3=3,0.677@4.58,4.51	50.55	N,N,1.2=151,2=6=4,0.36@6.16,6.02	25.17	OK,OK,3.9=151,14=8=33,0.382@13.92,41.38	33.33	N,N,0.2=151,3=0=3,0.364@2,4	43.45	N,N,1.6=151,1=5=4,0.452@4.41,5.74	11.11	N,N,0.5=151,1=0=4,0.714@0.56,4.44	23.42	N,N,0.2=151,1=2=5,0.51@1.89,6.17	36.94	N,N,0.9=151,6=1=6,0.36@4.81,8.22	8.29	VLOW,VLOW,0.5=151,2=0=11,0.51@1.08,11.98	36.1	LOW,LOW,3.0=151,7=11=16,0.4@12.47,22.07	27.32	N,N,0.5=151,4=2=8,0.26@3.86,10.26	24.9	N,N,0.0=151,1=1=3,0.714@1.27,3.82	50.12	N,N,2.5=151,2=8=5,0.422@7.68,7.65	24.2	OK,OK,2.8=151,8=8=25,0.611@10.08,31.58	26.52	N,N,0.5=151,2=1=4,0.51@1.92,5.31	18.19	N,N,0.9=151,3=1=9,0.677@2.38,10.71	26.85	N,N,0.5=151,1=2=4,0.51@1.94,5.29	23.25	N,N,0.0=151,2=1=5,0.51@1.87,6.16	0	N,N,0.2=151,0=0=1,1@0,1	43.57	N,N,0.7=151,0=3=2,0.364@2.22,2.87	-19.09
HOTAIRM1	HsaINT1015828	chr7:27096389-27099778	3390	chr7:27096094-27096388=27099779-27100154:+	IR	90	VLOW,VLOW,5.6=151,10=8=1,0.857@17.1,1.9	75	N,N,2.1=151,2=4=1,0.77@5.25,1.75	100	N,N,2.3=151,5=2=0,0.679@7,0	100	N,N,1.2=151,3=2=0,0.677@5,0	100	VLOW,VLOW,4.4=151,16=9=0,0.283@25,0	100	N,N,2.1=151,8=2=0,0.422@10,0	100	N,N,0.9=151,2=5=0,0.452@7,0	100	N,N,1.4=151,6=2=0,0.36@8,0	90	VLOW,VLOW,6.0=151,7=11=1,0.814@17.1,1.9	100	N,N,1.9=151,2=2=0,0.927@4,0	100	N,N,2.3=151,2=6=0,0.588@8,0	75	N,N,1.9=151,3=3=1,0.855@5.25,1.75	79.66	OK,OK,10.7=151,22=25=6,0.68@42.22,10.78	100	N,N,3.7=151,8=5=0,0.76@13,0	57.14	N,N,3.9=151,3=13=6,0.287@12.57,9.43	100	VLOW,VLOW,3.0=151,11=7=0,0.4@18,0	92.86	LOW,LOW,9.5=151,11=15=1,0.928@25.07,1.93	50	N,N,2.1=151,2=0=1,0.51@1.5,1.5	100	N,N,1.4=151,1=1=0,0.918@2,0	100	N,N,1.2=151,2=2=0,0.802@4,0	100	N,N,0.2=151,0=3=0,0.364@3,0	100	N,N,1.9=151,1=5=0,0.452@6,0	100	N,N,2.8=151,5=4=0,0.831@9,0	75.86	OK,OK,7.0=151,25=19=7,0.266@38.69,12.31	100	N,N,1.9=151,5=4=0,0.679@9,0	68	VLOW,VLOW,1.4=151,10=7=4,0.133@14.28,6.72	75	VLOW,VLOW,3.7=151,10=8=3,0.631@15.75,5.25	50	VLOW,VLOW,9.7=151,13=9=11,0.931@16.5,16.5	33.33	N,N,1.6=151,3=3=6,0.855@4,8	NA	N,N,1.9=151,0=0=0,0.51@NaN,NaN	83.33	N,N,1.2=151,7=3=1,0.285@9.17,1.83	20	N,N,1.6=151,1=1=4,0.802@1.2,4.8	100	N,N,3.0=151,1=0=0,0.364@1,0	100	N,N,0.5=151,1=2=0,0.51@3,0	-29.66
CDHR3	HsaINT1007037	chr7:105878359-105879644	1286	chr7:105878207-105878358=105879645-105880077:+	IR	100	N,N,0.7=151,1=0=0,0.714@1,0	100	N,N,0.0=151,1=0=0,0.714@1,0	NA	N,N,0.7=151,0=0=0,0.714@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.2=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.2=151,0=0=0,1@NaN,NaN	32.69	VLOW,VLOW,3.5=151,8=2=10,0.422@6.63,13.66	32.69	N,N,0.9=151,2=1=3,0.802@1.99,4.1	26.7	N,N,0.7=151,2=1=4,0.802@1.9,5.22	39.31	N,N,1.9=151,4=0=3,0.26@2.79,4.3	12.72	OK,OK,0.5=151,6=0=20,0.133@3.38,23.21	19.54	N,N,0.0=151,2=0=4,0.51@1.2,4.92	0	N,N,0.0=151,0=0=5,1@0,5.15	0	N,N,0.0=151,0=0=2,1@0,2.06	0	N,N,0.0=151,0=0=2,1@0,2.06	19.54	N,N,0.0=151,2=0=4,0.51@1.2,4.92	24.46	N,N,0.5=151,2=0=3,0.51@1.24,3.84	55.81	N,N,3.9=151,6=7=5,0.82@10.13,8.02	NA	N,N,1.4=151,0=0=0,0.714@NaN,NaN	62.96	N,N,1.2=151,4=3=2,0.558@5.7,3.36	49.28	N,N,1.4=151,2=4=3,0.558@4.48,4.61	11.97	OK,OK,1.9=151,7=0=25,0.0949@3.92,28.82	10.83	N,N,0.5=151,1=0=4,0.714@0.55,4.56	26.7	N,N,0.0=151,3=0=4,0.364@1.9,5.22	0	N,N,0.0=151,0=0=7,1@0,7.21	0	N,N,0.2=151,0=0=5,1@0,5.15	0	N,N,0.5=151,0=0=1,1@0,1.03	26.7	N,N,0.7=151,3=0=4,0.364@1.9,5.22	-20.72
RP5-894A10.2	HsaINT1040109	chr7:141652884-141656543	3660	chr7:141656544-141656810=141652381-141652883:-	IR	44.83	OK,OK,5.8=151,32=7=24,0.0532@28.24,34.76	48.15	N,N,2.1=151,11=2=7,0.235@9.63,10.37	52	N,N,2.3=151,10=3=6,0.289@9.88,9.12	37.14	VLOW,VLOW,1.4=151,11=2=11,0.102@8.91,15.09	50	LOW,LOW,4.4=151,32=2=17,0.00112@25.5,25.5	64.29	N,N,0.9=151,17=1=5,0.0192@14.79,8.21	29.41	N,N,1.6=151,5=0=6,0.186@3.24,7.76	47.83	N,N,1.9=151,10=1=6,0.133@8.13,8.87	40.21	OK,OK,7.9=151,28=11=29,0.26@27.34,40.66	40.54	VLOW,VLOW,1.9=151,11=4=11,0.235@10.54,15.46	37.93	N,N,2.8=151,7=4=9,0.687@7.59,12.41	41.94	N,N,3.2=151,10=3=9,0.466@9.23,12.77	49.18	OK,OK,10.2=151,35=25=31,0.221@44.75,46.25	56	LOW,LOW,3.0=151,16=12=11,0.164@21.84,17.16	45.45	N,N,4.9=151,11=4=9,0.565@10.91,13.09	43.59	VLOW,VLOW,2.3=151,8=9=11,0.351@12.21,15.79	32.5	OK,OK,5.3=151,3=23=27,0.0365@17.23,35.78	26.32	N,N,0.2=151,0=5=7,0.186@3.16,8.84	33.33	N,N,0.9=151,0=4=4,0.26@2.67,5.33	40	N,N,0.5=151,0=4=3,0.26@2.8,4.2	38.46	N,N,0.9=151,0=5=4,0.186@3.46,5.54	33.33	N,N,2.5=151,0=3=3,0.364@2,4	29.41	N,N,0.2=151,3=2=6,0.364@3.24,7.76	36.84	OK,OK,16.7=151,19=23=36,0.98@28.74,49.26	33.33	VLOW,VLOW,8.6=151,5=6=11,0.815@7.33,14.67	26.83	LOW,LOW,3.7=151,2=9=15,0.351@6.98,19.02	50	VLOW,VLOW,4.4=151,12=8=10,0.501@15,15	30	VLOW,VLOW,4.9=151,4=8=14,0.76@7.8,18.2	33.33	N,N,0.7=151,1=1=2,0.918@1.33,2.67	14.29	N,N,0.7=151,1=0=3,0.714@0.57,3.43	0	N,N,0.5=151,0=0=2,1@0,2	20	N,N,0.2=151,1=1=4,0.714@1.2,4.8	100	N,N,1.6=151,1=1=0,0.802@2,0	45.45	N,N,1.2=151,0=5=3,0.186@3.64,4.36	-19.18
PRKAR1B	HsaINT1028004	chr7:711528-712413	886	chr7:712414-712572=711329-711527:-	IR	12.86	N,N,0.0=151,0=1=3,0.714@0.56,3.82	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	30.69	N,N,0.0=151,0=1=1,0.714@0.65,1.48	0	N,N,0.0=151,0=0=2,1@0,2.26	30.69	N,VLOW,0.2=151,1=8=9,0.0678@5.88,13.28	8.14	N,N,0.0=151,0=1=5,0.714@0.54,6.1	42.47	N,N,0.0=151,1=4=3,0.26@3.56,4.83	57.06	N,N,0.2=151,0=3=1,0.364@2.36,1.77	21.68	N,N,0.2=151,4=1=8,0.26@3.04,10.99	12.86	N,N,0.2=151,1=0=3,0.714@0.56,3.82	12.86	N,N,0.0=151,0=1=3,0.714@0.56,3.82	39.91	N,N,0.0=151,3=0=2,0.364@2.1,3.16	53.52	VLOW,VLOW,4.9=151,5=21=10,0.204@19.96,17.33	54.15	N,N,1.4=151,2=6=3,0.36@6.17,5.22	18.13	N,N,1.2=151,0=2=4,0.51@1.18,5.33	70.25	N,N,2.3=151,3=13=3,0.153@13.62,5.77	54.91	VLOW,VLOW,4.4=151,5=17=8,0.24@17.04,13.99	30.69	N,N,0.2=151,1=0=1,0.714@0.65,1.48	11.23	N,N,0.7=151,1=1=7,0.918@1.11,8.79	100	N,N,1.4=151,0=2=0,0.51@2,0	100	N,N,1.4=151,1=6=0,0.36@7,0	100	N,N,0.5=151,0=1=0,0.714@1,0	100	N,N,0.2=151,2=7=0,0.0949@9,0	91.4	LOW,LOW,7.4=151,10=38=2,0.0332@45.94,4.32	86.92	N,N,3.0=151,3=12=1,0.34@14.02,2.11	100	VLOW,VLOW,1.9=151,5=13=0,0.153@18,0	86.92	N,N,2.5=151,2=13=1,0.153@14.02,2.11	34.07	VLOW,VLOW,3.2=151,2=12=12,0.19@9.39,18.16	41.47	N,N,0.2=151,0=8=5,0.0678@5.66,7.99	24.93	N,N,1.9=151,0=3=4,0.364@1.87,5.64	100	N,N,0.2=151,1=0=0,0.714@1,0	18.13	N,N,0.5=151,0=1=2,0.714@0.59,2.67	0	N,N,0.5=151,0=0=1,1@0,1.13	100	N,N,0.0=151,1=0=0,0.714@1,0	-19.45
AC021218.2	HsaINT1001601	chr7:155963276-155964451	1176	chr7:155962632-155963275=155964452-155966343:+	IR	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	100	N,N,0.0=151,1=0=0,0.714@1,0	100	N,N,0.0=151,1=0=0,0.714@1,0	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	NA	N,N,0.0=151,0=0=0,1@NaN,NaN	100	VLOW,VLOW,7.0=151,12=6=0,0.766@18,0	100	N,N,3.7=151,3=2=0,0.77@5,0	100	N,N,1.4=151,5=3=0,0.452@8,0	100	N,N,1.9=151,4=1=0,0.558@5,0	78.95	VLOW,VLOW,4.6=151,10=5=2,0.762@13.42,3.58	100	N,N,0.9=151,3=0=0,0.364@3,0	100	N,N,0.9=151,2=1=0,0.802@3,0	100	N,N,0.7=151,0=1=0,0.714@1,0	NA	N,N,0.2=151,0=0=0,1@NaN,NaN	100	N,N,1.9=151,3=2=0,0.855@5,0	42.86	N,N,0.0=151,2=1=2,0.51@2.14,2.86	92.31	VLOW,VLOW,5.6=151,7=17=1,0.5@23.08,1.92	100	N,N,2.3=151,0=5=0,0.186@5,0	100	N,N,1.6=151,1=6=0,0.36@7,0	85.71	N,N,1.6=151,6=6=1,0.588@11.14,1.86	54.29	VLOW,VLOW,4.9=151,9=10=8,0.762@14.66,12.34	60	N,N,1.2=151,0=3=1,0.364@2.4,1.6	20	N,N,1.9=151,2=0=4,0.51@1.2,4.8	100	N,N,0.5=151,4=1=0,0.26@5,0	25	N,N,0.0=151,0=2=3,0.51@1.25,3.75	100	N,N,0.2=151,3=2=0,0.364@5,0	100	N,N,1.2=151,0=2=0,0.51@2,0	-45.71
FIGNL1	HsaINT1013657	chr7:50448290-50449562	1273	chr7:50449563-50449723=50448181-50448289:-	IR	46.99	OK,OK,20.6=151,35=4=22,0.00565@28.66,32.34	50	N,N,7.4=151,11=1=6,0.102@9,9	48.15	N,N,6.5=151,12=1=7,0.0781@9.63,10.37	43.75	N,N,6.7=151,12=2=9,0.19@10.06,12.94	51.72	VLOW,VLOW,16.7=151,26=4=14,0.0431@22.76,21.24	47.83	N,N,7.2=151,9=2=6,0.351@8.13,8.87	47.37	N,N,4.2=151,8=1=5,0.223@6.63,7.37	62.5	N,N,5.3=151,9=1=3,0.173@8.12,4.88	55.26	LOW,LOW,15.5=151,40=2=17,0.000113@32.6,26.4	53.85	N,N,5.1=151,13=1=6,0.0594@10.77,9.23	57.89	N,N,3.7=151,11=0=4,0.0247@8.68,6.32	54.84	N,N,6.7=151,16=1=7,0.0256@13.16,10.84	39.22	OK,OK,6.0=151,27=13=31,0.127@27.85,43.15	55.56	N,N,1.6=151,9=6=6,0.351@11.67,9.33	23.53	VLOW,VLOW,1.2=151,7=1=13,0.285@4.94,16.06	41.46	VLOW,VLOW,3.2=151,11=6=12,0.4@12.02,16.98	18.03	OK,OK,1.9=151,9=2=25,0.351@6.49,29.51	50	N,N,0.0=151,2=0=1,0.51@1.5,1.5	33.33	N,N,0.0=151,2=0=2,0.51@1.33,2.67	100	N,N,0.2=151,2=0=0,0.51@2,0	14.29	N,N,0.0=151,1=0=3,0.714@0.57,3.43	15.79	N,N,0.5=151,2=1=8,0.51@1.74,9.26	4.35	VLOW,VLOW,1.2=151,0=1=11,0.714@0.52,11.48	31.82	OK,OK,6.5=151,19=9=30,0.4@18.46,39.54	16.13	VLOW,VLOW,1.4=151,3=2=13,0.677@2.9,15.1	20	N,N,2.1=151,3=0=6,0.364@1.8,7.2	47.62	VLOW,VLOW,3.0=151,13=7=11,0.287@14.76,16.24	20.59	OK,OK,0.9=151,13=1=27,0.0594@8.44,32.56	11.11	VLOW,VLOW,0.2=151,3=0=12,0.364@1.67,13.33	17.65	N,N,0.7=151,3=0=7,0.364@1.76,8.23	100	N,N,0.0=151,2=1=0,0.51@3,0	0	N,N,0.0=151,0=0=3,1@0,3	45.45	N,N,0.0=151,5=0=3,0.186@3.64,4.36	0	N,N,0.0=151,0=0=2,1@0,2	-18.63
WDR97	HsaINT0087275	chr8:144113882-144113976	95	chr8:144113657-144113881=144113977-144114162:+	IR	32.69	N,N,1.5=46,2=0=2,0.51@1.33,2.73	32.69	N,N,0.8=46,1=0=1,0.714@0.66,1.37	0	N,N,0.0=46,0=0=1,1@0,1.03	100	N,N,0.8=46,1=0=0,0.714@1,0	100	N,N,2.3=46,3=0=0,0.364@3,0	100	N,N,1.5=46,2=0=0,0.51@2,0	NA	N,N,0.0=46,0=0=0,1@NaN,NaN	100	N,N,0.8=46,1=0=0,0.714@1,0	0	N,N,0.0=46,0=0=1,1@0,1.03	0	N,N,0.0=46,0=0=1,1@0,1.03	NA	N,N,0.0=46,0=0=0,1@NaN,NaN	NA	N,N,0.0=46,0=0=0,1@NaN,NaN	17.53	LOW,LOW,4.6=46,3=4=16,0.831@4.11,19.36	0	VLOW,VLOW,0.0=46,0=0=12,1@0,12.35	32.69	N,N,0.8=46,1=0=1,0.714@0.66,1.37	49.28	N,N,3.8=46,2=4=3,0.77@4.48,4.61	4.42	OK,OK,0.8=46,1=1=21,0.918@1.04,22.57	10.83	N,N,0.0=46,1=0=4,0.714@0.55,4.56	0	N,N,0.0=46,0=0=5,1@0,5.15	0	N,N,0.0=46,0=0=4,1@0,4.12	13.93	N,N,0.8=46,0=1=3,0.714@0.57,3.52	0	N,N,0.0=46,0=0=2,1@0,2.06	0	N,N,0.0=46,0=0=3,1@0,3.09	15.01	VLOW,VLOW,3.0=46,3=1=11,0.677@2.3,13.02	100	N,N,0.8=46,1=0=0,0.714@1,0	12.19	N,N,1.5=46,1=1=7,0.802@1.12,8.08	10.83	N,N,0.8=46,1=0=4,0.714@0.55,4.56	0	VLOW,VLOW,0.0=46,0=0=10,1@0,10.29	NA	N,N,0.0=46,0=0=0,1@NaN,NaN	0	N,N,0.0=46,0=0=1,1@0,1.03	NA	N,N,0.0=46,0=0=0,1@NaN,NaN	0	N,N,0.0=46,0=0=1,1@0,1.03	0	N,N,0.0=46,0=0=2,1@0,2.06	0	N,N,0.0=46,0=0=6,1@0,6.18	-17.53
