GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
SUPT3H	HsaEX0062928	chr6:44950043-44950183	141	chr6:44953310,44950043-44950183,44932763	S	CR	chr6	44950043	44950183	-	44953310	44932763	NA
PIK3R4	HsaEX0047602	chr3:130742213-130742272	60	chr3:130744486,130742213-130742272,130735932+130736002	S	CR	chr3	130742213	130742272	-	130744486	130735932	ENSG00000196455
PIK3R4	HsaEX0047603	chr3:130731608-130731715	108	chr3:130733270+130733548,130731608-130731715+130731734,130730442	S	CR	chr3	130731608	130731715	-	130733548	130730442	ENSG00000196455
VKORC1L1	HsaEX1043508	chr7:65953263-65953412	150	chr7:65948780,65953263-65953412,65954074	C1	CR	chr7	65953263	65953412	+	65948780	65954074	ENSG00000196715
MIB2	HsaEX0039173	chr1:1617078-1617515	438	chr1:1616614,1617075+1617078-1617515+1617715,1623389+1623431	S	CR	chr1	1617078	1617515	+	1616614	1623431	ENSG00000197530
SIPA1L1	HsaEX1036996	chr14:71351851-71351922	72	chr14:71348957,71351851-71351922,71512743	C3	CR	chr14	71351851	71351922	+	71348957	71512743	ENSG00000197555
FAR1	HsaEX0024873	chr11:13714145-13714238	94	chr11:13713033,13714145-13714238,13714509	S	CR	chr11	13714145	13714238	+	13713033	13714509	ENSG00000197601
NKIRAS1	HsaEX1025735	chr3:23907617-23907685	69	chr3:23910811,23907617-23907685,23901049	S	CR	chr3	23907617	23907685	-	23910811	23901049	ENSG00000197885
TEAD4	HsaEX1040393	chr12:3017063-3017095	33	chr12:3012232,3017063-3017095,3017398	C1	CR	chr12	3017063	3017095	+	3012232	3017398	ENSG00000197905
VPS13A	HsaEX0070424	chr9:77323725-77323832	108	chr9:77323227,77323725-77323832,77332010	S	CR	chr9	77323725	77323832	+	77323227	77332010	ENSG00000197969
VPS13A	HsaEX1043537	chr9:77241647-77241724	78	chr9:77238386,77241647-77241724+77241733,77247259	C1	CR	chr9	77241647	77241724	+	77238386	77247259	ENSG00000197969
HIBCH	HsaEX1016792	chr2:190245088-190245370	283	chr2:190246154,190245088-190245370,190244968	S	CR	chr2	190245088	190245370	-	190246154	190244968	ENSG00000198130
TFDP1	HsaEX1040577	chr13:113639176-113639235	60	chr13:113637884+113637896,113639176-113639235,113640120	C2	CR	chr13	113639176	113639235	+	113637884	113640120	ENSG00000198176
SLC29A3	HsaEX1037361	chr10:71352567-71352818	252	chr10:71351788,71352567-71352818,71356081	C1	CR	chr10	71352567	71352818	+	71351788	71356081	ENSG00000198246
HELZ	HsaEX0029668	chr17:67173003-67173083	81	chr17:67178659,67173003-67173083,67167796	S	CR	chr17	67173003	67173083	-	67178659	67167796	ENSG00000198265
UVRAG	HsaEX1043356	chr11:76014491-76014631	141	chr11:76008867,76014491-76014631,76016815	S	CR	chr11	76014491	76014631	+	76008867	76016815	ENSG00000198382
WDHD1	HsaEX0070940	chr14:55005017-55005237	221	chr14:55007280,55005017-55005237+55005589,55002185	S	CR	chr14	55005017	55005237	-	55007280	55002185	NA
SLC9A6	HsaEX1037740	chrX:136000578-136000651	74	chrX:135998968,136000578-136000651,136002108	S	CR	chrX	136000578	136000651	+	135998968	136002108	ENSG00000198689
MTOR	HsaEX0040680	chr1:11256285-11256326	42	chr1:11256933,11256285-11256326,11256192	C1	CR	chr1	11256285	11256326	-	11256933	11256192	ENSG00000198793
INPP5F	HsaEX1045999	chr10:119757895-119757977	83	chr10:119751156,119757892+119757895-119757977,119781635	C1	CR	chr10	119757895	119757977	+	119751156	119781635	ENSG00000198825
EFCAB2	HsaEX0021668	chr1:245075574-245075611	38	chr1:245059458,245075574-245075611,245082083	S	CR	chr1	245075574	245075611	+	245059458	245082083	ENSG00000203666
INPP5B	HsaEX0031758	chr1:37876938-37877035	98	chr1:37878188,37876938-37877035,37875716	S	CR	chr1	37876938	37877035	-	37878188	37875716	ENSG00000204084
BMPR2	HsaEX1005742	chr2:202539658-202539770	113	chr2:202532732,202539658-202539770,202542311	S	CR	chr2	202539658	202539770	+	202532732	202542311	ENSG00000204217
RANBP17	HsaEX1030576	chr5:171024491-171024578	88	chr5:170968377,171024491-171024578,171170130	C3	CR	chr5	171024491	171024578	+	170968377	171170130	ENSG00000204764
TCTN1	HsaEX1040341	chr12:110616028-110616124	97	chr12:110614402+110614463,110616028-110616124,110619836	C1	CR	chr12	110616028	110616124	+	110614402	110619836	ENSG00000204852
FGFR1OP	HsaEX0025668	chr6:167027867-167027926	60	chr6:167026615,167027867-167027926+167027993,167032603	C1	CR	chr6	167027867	167027926	+	167026615	167032603	ENSG00000213066
MRPL23	HsaEX0040114	chr11:1955611-1955717	107	chr11:1952855,1955611-1955717+1955781,1956256	S	CR	chr11	1955611	1955717	+	1952855	1956256	ENSG00000214026
LYRM4	HsaEX1022514	chr6:5175322-5175432	111	chr6:5216618,5175322-5175432,5109491	S	CR	chr6	5175322	5175432	-	5216618	5109491	ENSG00000214113
UMAD1	HsaEX1042956	chr7:7873287-7873461	175	chr7:7868402+7868533+7868608,7873287-7873461,7877281	C3	CR	chr7	7873287	7873461	+	7868402	7877281	NA
ZSCAN31	HsaEX0073415	chr6:28337799-28337893	95	chr6:28353862,28337756+28337799-28337893,28336943	C2	CR	chr6	28337799	28337893	-	28353862	28336943	ENSG00000235109
ISY1	HsaEX0032277	chr3:129137131-129137196	66	chr3:129140368,129137131-129137196,129134954	S	CR	chr3	129137131	129137196	-	129140368	129134954	ENSG00000240682
CRCP	HsaEX0017158	chr7:66130127-66130248	122	chr7:66127740,66130127-66130248,66130744	C1	CR	chr7	66130127	66130248	+	66127740	66130744	ENSG00000241258
MICAL3	HsaEX1023624	chr22:17806239-17806446	208	chr22:17808844,17806239-17806446,17791301	C1	CR	chr22	17806239	17806446	-	17808844	17791301	ENSG00000243156
MICAL3	HsaEX1023631	chr22:17899842-17899949	108	chr22:17900842,17899842-17899949,17899548	S	CR	chr22	17899842	17899949	-	17900842	17899548	ENSG00000243156
MIATNB	HsaEX1023591	chr22:26698997-26699138	142	chr22:26672987,26698997-26699138,26717253	C3	CR	chr22	26698997	26699138	+	26672987	26717253	ENSG00000244625
APOPT1	HsaEX1004276	chr14:103581569-103581656	88	chr14:103574170,103581569-103581656,103587274	C2	CR	chr14	103581569	103581656	+	103574170	103587274	ENSG00000256053
RCC1L	HsaEX1030950	chr7:75049241-75049483	243	chr7:75052711,75049241-75049483,75043109	S	CR	chr7	75049241	75049483	-	75052711	75043109	ENSG00000274523
ACACA	HsaEX1002376	chr17:37286436-37286518	83	chr17:37330173,37286436-37286518,37284970	C2	CR	chr17	37286436	37286518	-	37330173	37284970	ENSG00000278540
C1orf112	HsaEX1006237	chr1:169826093-169826167	75	chr1:169823472,169826093-169826167,169827051	S	CR	chr1	169826093	169826167	+	169823472	169827051	ENSG00000000460
LAP3	HsaEX1019396	chr4:17582478-17583292	815	chr4:17582393,17582478-17583292,17583483	S	CR	chr4	17582478	17583292	+	17582393	17583483	ENSG00000002549
FYN	HsaEX1015045	chr6:111703127-111703200	74	chr6:111703999,111703127-111703200,111703034	S	CR	chr6	111703127	111703200	-	111703999	111703034	ENSG00000010810
MNAT1	HsaEX1023985	chr14:60817918-60817949	32	chr14:60812127,60817918-60817949,60818722	S	CR	chr14	60817918	60817949	+	60812127	60818722	ENSG00000020426
AQR	HsaEX1004315	chr15:34963660-34963982	323	chr15:34964234,34963660-34963982,34960814	S	CR	chr15	34963660	34963982	-	34964234	34960814	ENSG00000021776
SLC45A4	HsaEX1037562	chr8:141216412-141216910	499	chr8:141217090,141216412-141216910,141215970	S	CR	chr8	141216412	141216910	-	141217090	141215970	ENSG00000022567
SLC39A9	HsaEX1037516	chr14:69445322-69445382	61	chr14:69442266,69445322-69445382,69453241	C1	CR	chr14	69445322	69445382	+	69442266	69453241	ENSG00000029364
SLC4A7	HsaEX1037606	chr3:27405990-27406021	32	chr3:27406807,27405990-27406021,27404963	C3	CR	chr3	27405990	27406021	-	27406807	27404963	ENSG00000033867
BOD1L1	HsaEX1005774	chr4:13574551-13574751	201	chr4:13576838,13574551-13574751,13572842	C3	CR	chr4	13574551	13574751	-	13576838	13572842	ENSG00000038219
TRIO	HsaEX1042019	chr5:14279394-14279554	161	chr5:14272408,14279394-14279554,14280322	C3	CR	chr5	14279394	14279554	+	14272408	14280322	ENSG00000038382
TDP1	HsaEX0064302	chr14:90020821-90021069	249	chr14:90019418,90020821-90021069,90023032	C3	CR	chr14	90020821	90021069	+	90019418	90023032	ENSG00000042088
TPR	HsaEX1041732	chr1:186345038-186345077	40	chr1:186345580,186345038-186345077,186344578	S	CR	chr1	186345038	186345077	-	186345580	186344578	ENSG00000047410
DTNBP1	HsaEX1012451	chr6:15625478-15625531	54	chr6:15627343,15625478-15625531,15615399	S	CR	chr6	15625478	15625531	-	15627343	15615399	ENSG00000047579
MRPS10	HsaEX0040166	chr6:42216960-42216989	30	chr6:42217802,42216960-42216989,42214344	S	CR	chr6	42216960	42216989	-	42217802	42214344	ENSG00000048544
ARID1B	HsaEX1004630	chr6:156936502-156936673	172	chr6:156935576,156936502-156936673,156939436	C3	CR	chr6	156936502	156936673	+	156935576	156939436	ENSG00000049618
LETMD1	HsaEX1019573	chr12:51058604-51058738	135	chr12:51058128,51058604-51058738,51059361	C1	CR	chr12	51058604	51058738	+	51058128	51059361	ENSG00000050426
LAMC3	HsaEX6063548	chr9:131080315-131080383	69	chr9:131079298,131080315-131080383,131082059	S	CR	chr9	131080315	131080383	+	131079298	131082059	ENSG00000050555
CUL1	HsaEX1010689	chr7:148791656-148791695	40	chr7:148790441,148791656-148791695,148792726	S	CR	chr7	148791656	148791695	+	148790441	148792726	ENSG00000055130
FAM114A2	HsaEX1013771	chr5:154030532-154030649	118	chr5:154033791,154030532-154030649,154029580	S	CR	chr5	154030532	154030649	-	154033791	154029580	ENSG00000055147
ADAT1	HsaEX1002784	chr16:75609150-75609263	114	chr16:75612243,75609150-75609263,75608988	S	CR	chr16	75609150	75609263	-	75612243	75608988	ENSG00000065457
ADAT1	HsaEX1002783	chr16:75621930-75621983	54	chr16:75622403,75621930-75621983,75620820	S	CR	chr16	75621930	75621983	-	75622403	75620820	ENSG00000065457
SEC61A2	HsaEX1036379	chr10:12163840-12163847	8	chr10:12162289,12163840-12163847,12164268	C1	CR	chr10	12163840	12163847	+	12162289	12164268	ENSG00000065665
STAG3	HsaEX0062187	chr7:100201090-100201160	71	chr7:100200969,100201090-100201160,100218617	C3	CR	chr7	100201090	100201160	+	100200969	100218617	ENSG00000066923
ROCK1	HsaEX1031618	chr18:21025612-21025793	182	chr18:21028776,21025612-21025793,21023680	S	CR	chr18	21025612	21025793	-	21028776	21023680	ENSG00000067900
ATP11A	HsaEX1005042	chr13:112833373-112833613	241	chr13:112833023,112833373-112833613,112834589	S	CR	chr13	112833373	112833613	+	112833023	112834589	ENSG00000068650
ATP2B1	HsaEX1005099	chr12:89617461-89617480	20	chr12:89619999,89617461-89617480,89617039	S	CR	chr12	89617461	89617480	-	89619999	89617039	ENSG00000070961
HLTF	HsaEX1016915	chr3:149070249-149070305	57	chr3:149071252,149070249-149070305,149068335	S	CR	chr3	149070249	149070305	-	149071252	149068335	ENSG00000071794
HLTF	HsaEX0030139	chr3:149061711-149061829	119	chr3:149063431,149061711-149061829,149060858	S	CR	chr3	149061711	149061829	-	149063431	149060858	ENSG00000071794
HLTF	HsaEX1016918	chr3:149072151-149072300	150	chr3:149073225,149072151-149072300,149071657	S	CR	chr3	149072151	149072300	-	149073225	149071657	ENSG00000071794
KDM5A	HsaEX0033312	chr12:387248-387274	27	chr12:387746,387248-387274,385974	C3	CR	chr12	387248	387274	-	387746	385974	ENSG00000073614
KDM5A	HsaEX1018549	chr12:319951-320055	105	chr12:320995,319951-320055,318461	S	CR	chr12	319951	320055	-	320995	318461	ENSG00000073614
EED	HsaEX0021613	chr11:86255422-86255465	44	chr11:86255287,86255422-86255465,86256387	S	CR	chr11	86255422	86255465	+	86255287	86256387	ENSG00000074266
ZZEF1	HsaEX1045687	chr17:4108384-4108710	327	chr17:4109113,4108384-4108710,4105809	C3	CR	chr17	4108384	4108710	-	4109113	4105809	ENSG00000074755
TMEM131	HsaEX1041046	chr2:97775166-97775426	261	chr2:97775591,97775166-97775426,97772424	C3	CR	chr2	97775166	97775426	-	97775591	97772424	ENSG00000075568
TOP2B	HsaEX1041623	chr3:25622891-25623076	186	chr3:25623515,25622891-25623076,25620816	S	CR	chr3	25622891	25623076	-	25623515	25620816	ENSG00000077097
USP33	HsaEX1043201	chr1:77699395-77699509	115	chr1:77701369,77699395-77699509,77697931	C1	CR	chr1	77699395	77699509	-	77701369	77697931	ENSG00000077254
FKBP7	HsaEX1014628	chr2:178474406-178474531	126	chr2:178477062,178474406-178474531,178473142	C3	CR	chr2	178474406	178474531	-	178477062	178473142	ENSG00000079150
SMARCA2	HsaEX1037904	chr9:2058737-2058881	145	chr9:2058464,2058737-2058881,2060816	S	CR	chr9	2058737	2058881	+	2058464	2060816	ENSG00000080503
HSPB11	HsaEX1017241	chr1:53925401-53925491	91	chr1:53928372,53925401-53925491,53923947	S	CR	chr1	53925401	53925491	-	53928372	53923947	ENSG00000081870
WDR70	HsaEX1043953	chr5:37740871-37740931	61	chr5:37738687,37740871-37740931,37752486	C3	CR	chr5	37740871	37740931	+	37738687	37752486	ENSG00000082068
C5orf22	HsaEX1006471	chr5:31535439-31535542	104	chr5:31535051,31535439-31535542,31535744	C3	CR	chr5	31535439	31535542	+	31535051	31535744	ENSG00000082213
FAT1	HsaEX0024957	chr4:186595141-186595191	51	chr4:186595689,186595141-186595191,186592752	C3	CR	chr4	186595141	186595191	-	186595689	186592752	ENSG00000083857
MYNN	HsaEX1024775	chr3:169780083-169780200	118	chr3:169779561,169780083-169780200,169780590	S	CR	chr3	169780083	169780200	+	169779561	169780590	ENSG00000085274
DDHD2	HsaEX1011185	chr8:38257686-38257807	122	chr8:38253718,38257686-38257807,38260040	S	CR	chr8	38257686	38257807	+	38253718	38260040	ENSG00000085788
ATG16L1	HsaEX1004977	chr2:233271742-233271816	75	chr2:233270067,233271742-233271816,233272966	S	CR	chr2	233271742	233271816	+	233270067	233272966	ENSG00000085978
HUWE1	HsaEX0030730	chrX:53552015-53552073	59	chrX:53552311,53552015-53552073,53551480	S	CR	chrX	53552015	53552073	-	53552311	53551480	ENSG00000086758
DNMT3B	HsaEX1012112	chr20:32799541-32799660	120	chr20:32799328,32799541-32799660,32800153	S	CR	chr20	32799541	32799660	+	32799328	32800153	ENSG00000088305
SEL1L3	HsaEX1036405	chr4:25783208-25783387	180	chr4:25784228,25783208-25783387,25782418	S	CR	chr4	25783208	25783387	-	25784228	25782418	ENSG00000091490
CWF19L1	HsaEX0018089	chr10:100250823-100250920	98	chr10:100253421,100250823-100250920,100250332	C1	CR	chr10	100250823	100250920	-	100253421	100250332	ENSG00000095485
BTAF1	HsaEX0008595	chr10:91950878-91950973	96	chr10:91945521,91950878-91950973,91951403	C3	CR	chr10	91950878	91950973	+	91945521	91951403	ENSG00000095564
FKBP5	HsaEX0025848	chr6:35643277-35643348	72	chr6:35646163,35643277-35643348,35642843	C3	CR	chr6	35643277	35643348	-	35646163	35642843	ENSG00000096060
TRIOBP	HsaEX1042027	chr22:37759450-37759516	67	chr22:37759264,37759450-37759516,37760361	C3	CR	chr22	37759450	37759516	+	37759264	37760361	ENSG00000100106
RTCB	HsaEX1035784	chr22:32405583-32405687	105	chr22:32406662,32405583-32405687,32401903	S	CR	chr22	32405583	32405687	-	32406662	32401903	ENSG00000100220
RTCB	HsaEX1035785	chr22:32396809-32396877	69	chr22:32397941,32396809-32396877,32396249	S	CR	chr22	32396809	32396877	-	32397941	32396249	ENSG00000100220
TTLL12	HsaEX1042427	chr22:43175271-43175382	112	chr22:43176320,43175271-43175382,43174615	S	CR	chr22	43175271	43175382	-	43176320	43174615	ENSG00000100304
ASCC2	HsaEX1004829	chr22:29807609-29807649	41	chr22:29808111,29807609-29807649,29806904	S	CR	chr22	29807609	29807649	-	29808111	29806904	ENSG00000100325
KIAA0586	HsaEX1018638	chr14:58447663-58447789	127	chr14:58444175,58447663-58447789,58448340	S	CR	chr14	58447663	58447789	+	58444175	58448340	ENSG00000100578
PCNX1	HsaEX1027311	chr14:71100690-71100733	44	chr14:71095754,71100690-71100733,71101990	C3	CR	chr14	71100690	71100733	+	71095754	71101990	ENSG00000100731
CHD8	HsaEX1008668	chr14:21429462-21430033	572	chr14:21430801,21429462-21430033,21429335	C1	CR	chr14	21429462	21430033	-	21430801	21429335	ENSG00000100888
ZMYND8	HsaEX1044782	chr20:47296831-47296927	97	chr20:47298729,47296831-47296927,47294779	S	CR	chr20	47296831	47296927	-	47298729	47294779	ENSG00000101040
MID1	HsaEX1023658	chrX:10500676-10500890	215	chrX:10501407,10500676-10500890,10495691	C3	CR	chrX	10500676	10500890	-	10501407	10495691	ENSG00000101871
STAG2	HsaEX1039199	chrX:124037906-124037969	64	chrX:124037623,124037906-124037969,124039042	C3	CR	chrX	124037906	124037969	+	124037623	124039042	ENSG00000101972
CENPI	HsaEX1008220	chrX:101147243-101147355	113	chrX:101146277,101147243-101147355,101147763	S	CR	chrX	101147243	101147355	+	101146277	101147763	ENSG00000102384
UGGT2	HsaEX1042886	chr13:95882882-95882943	62	chr13:95884491,95882882-95882943,95877856	C1	CR	chr13	95882882	95882943	-	95884491	95877856	ENSG00000102595
MMP15	HsaEX1023953	chr16:58044135-58044264	130	chr16:58043627,58044135-58044264,58045007	S	CR	chr16	58044135	58044264	+	58043627	58045007	ENSG00000102996
ABCC1	HsaEX1001357	chr16:16008087-16008164	78	chr16:16007992,16008087-16008164,16009776	S	CR	chr16	16008087	16008164	+	16007992	16009776	ENSG00000103222
ABCC1	HsaEX1001358	chr16:16068667-16068845	179	chr16:16068302,16068667-16068845,16071642	C1	CR	chr16	16068667	16068845	+	16068302	16071642	ENSG00000103222
CEP152	HsaEX1008277	chr15:48810219-48810287	69	chr15:48810518,48810219-48810287,48805656	C3	CR	chr15	48810219	48810287	-	48810518	48805656	ENSG00000103995
SPG11	HsaEX0061372	chr15:44588567-44588638	72	chr15:44589252,44588567-44588638,44588109	C3	CR	chr15	44588567	44588638	-	44589252	44588109	ENSG00000104133
INTS9	HsaEX0031951	chr8:28780554-28780694	141	chr8:28780823,28780554-28780694,28777953	S	CR	chr8	28780554	28780694	-	28780823	28777953	ENSG00000104299
AKT2	HsaEX1003346	chr19:40236764-40236864	101	chr19:40237061,40236764-40236864,40236385	C3	CR	chr19	40236764	40236864	-	40237061	40236385	ENSG00000105221
FZR1	HsaEX0026699	chr19:3531576-3531620	45	chr19:3530857,3531576-3531620,3531714	S	CR	chr19	3531576	3531620	+	3530857	3531714	ENSG00000105325
WDR91	HsaEX1043984	chr7:135194164-135194360	197	chr7:135194570,135194164-135194360,135193672	C3	CR	chr7	135194164	135194360	-	135194570	135193672	ENSG00000105875
MET	HsaEX0038856	chr7:116724772-116724847	76	chr7:116724249,116724772-116724847,116731668	C3	CR	chr7	116724772	116724847	+	116724249	116731668	ENSG00000105976
GARS	HsaEX1015242	chr7:30599424-30599545	122	chr7:30598897,30599424-30599545,30599947	S	CR	chr7	30599424	30599545	+	30598897	30599947	ENSG00000106105
CASP2	HsaEX0012569	chr7:143289588-143289656	69	chr7:143288529,143289588-143289656,143291540	S	CR	chr7	143289588	143289656	+	143288529	143291540	ENSG00000106144
SERPINE1	HsaEX1036605	chr7:101134596-101134654	59	chr7:101133893,101134596-101134654,101135494	S	CR	chr7	101134596	101134654	+	101133893	101135494	ENSG00000106366
EZH2	HsaEX0023616	chr7:148850454-148850525	72	chr7:148861303,148850454-148850525,148847305	C3	CR	chr7	148850454	148850525	-	148861303	148847305	ENSG00000106462
PRKAG2	HsaEX1029426	chr7:151576615-151576794	180	chr7:151595345,151576615-151576794,151576452	S	CR	chr7	151576615	151576794	-	151595345	151576452	ENSG00000106617
DNMBP	HsaEX1012094	chr10:99910415-99910535	121	chr10:99913953,99910415-99910535,99909146	C3	CR	chr10	99910415	99910535	-	99913953	99909146	ENSG00000107554
ERLIN1	HsaEX1013402	chr10:100173101-100173176	76	chr10:100174208,100173101-100173176,100167406	C1	CR	chr10	100173101	100173176	-	100174208	100167406	ENSG00000107566
ERLIN1	HsaEX1013403	chr10:100178412-100178607	196	chr10:100179201,100178412-100178607,100178194	S	CR	chr10	100178412	100178607	-	100179201	100178194	ENSG00000107566
EIF3A	HsaEX1012872	chr10:119045763-119045933	171	chr10:119049801,119045763-119045933,119044142	S	CR	chr10	119045763	119045933	-	119049801	119044142	ENSG00000107581
PITRM1	HsaEX1028215	chr10:3159563-3159601	39	chr10:3159848,3159563-3159601,3159042	S	CR	chr10	3159563	3159601	-	3159848	3159042	ENSG00000107959
FAM208B	HsaEX1013997	chr10:5758669-5758759	91	chr10:5757673,5758669-5758759,5758887	S	CR	chr10	5758669	5758759	+	5757673	5758887	ENSG00000108021
NMU	HsaEX1025864	chr4:55602768-55602836	69	chr4:55605275,55602768-55602836,55600575	C1	CR	chr4	55602768	55602836	-	55605275	55600575	ENSG00000109255
SH3D19	HsaEX1036816	chr4:151171556-151171610	55	chr4:151174670,151171556-151171610,151170791	C3	CR	chr4	151171556	151171610	-	151174670	151170791	ENSG00000109686
ARHGEF17	HsaEX0005630	chr11:73347540-73347738	199	chr11:73347419,73347540-73347738,73352830	C3	CR	chr11	73347540	73347738	+	73347419	73352830	ENSG00000110237
CAMKK2	HsaEX0012262	chr12:121268847-121268971	125	chr12:121269528,121268847-121268971,121268689	S	CR	chr12	121268847	121268971	-	121269528	121268689	ENSG00000110931
KRR1	HsaEX1019182	chr12:75508127-75508165	39	chr12:75508274,75508127-75508165,75506916	S	CR	chr12	75508127	75508165	-	75508274	75506916	ENSG00000111615
GNPTAB	HsaEX0027923	chr12:101786756-101786811	56	chr12:101788548,101786756-101786811,101786217	S	CR	chr12	101786756	101786811	-	101788548	101786217	ENSG00000111670
C2CD5	HsaEX1006348	chr12:22493774-22493862	89	chr12:22494445,22493774-22493862,22493337	C3	CR	chr12	22493774	22493862	-	22494445	22493337	ENSG00000111731
PPARD	HsaEX0049281	chr6:35410214-35410362	149	chr6:35397593,35410214-35410362,35410987	C3	CR	chr6	35410214	35410362	+	35397593	35410987	ENSG00000112033
ICK	HsaEX1017351	chr6:53030335-53030426	92	chr6:53031065,53030335-53030426,53019359	S	CR	chr6	53030335	53030426	-	53031065	53019359	ENSG00000112144
ADGRG6	HsaEX1002879	chr6:142437609-142437776	168	chr6:142437535,142437609-142437776,142438212	S	CR	chr6	142437609	142437776	+	142437535	142438212	ENSG00000112414
FAM120B	HsaEX0023866	chr6:170390644-170390685	42	chr6:170388493,170390644-170390685,170391013	S	CR	chr6	170390644	170390685	+	170388493	170391013	ENSG00000112584
EXOC2	HsaEX1013605	chr6:593932-594087	156	chr6:598021,593932-594087,592587	C1	CR	chr6	593932	594087	-	598021	592587	ENSG00000112685
TMEM30A	HsaEX1041248	chr6:75260122-75260402	281	chr6:75260824,75260122-75260402,75259490	S	CR	chr6	75260122	75260402	-	75260824	75259490	ENSG00000112697
SENP6	HsaEX1036503	chr6:75676220-75676332	113	chr6:75676054,75676220-75676332,75677030	S	CR	chr6	75676220	75676332	+	75676054	75677030	ENSG00000112701
CLINT1	HsaEX1008976	chr5:157789027-157789073	47	chr5:157789363,157789027-157789073,157788018	C3	CR	chr5	157789027	157789073	-	157789363	157788018	ENSG00000113282
CNOT6	HsaEX1009172	chr5:180573686-180573869	184	chr5:180571432,180573686-180573869,180573988	S	CR	chr5	180573686	180573869	+	180571432	180573988	ENSG00000113300
DROSHA	HsaEX1012361	chr5:31505070-31505281	212	chr5:31505928,31505070-31505281,31504635	C3	CR	chr5	31505070	31505281	-	31505928	31504635	ENSG00000113360
BNIP1	HsaEX1005763	chr5:173162312-173162365	54	chr5:173162145,173162312-173162365,173163725	C3	CR	chr5	173162312	173162365	+	173162145	173163725	ENSG00000113734
KPNA1	HsaEX1019153	chr3:122437569-122437715	147	chr3:122442038,122437569-122437715,122437295	S	CR	chr3	122437569	122437715	-	122442038	122437295	ENSG00000114030
ARMC8	HsaEX1004708	chr3:138240018-138240177	160	chr3:138239528,138240018-138240177,138241783	S	CR	chr3	138240018	138240177	+	138239528	138241783	ENSG00000114098
USP34	HsaEX1043204	chr2:61213006-61213385	380	chr2:61214060,61213006-61213385,61211929	S	CR	chr2	61213006	61213385	-	61214060	61211929	ENSG00000115464
FARSB	HsaEX1014221	chr2:222631963-222632098	136	chr2:222633199,222631963-222632098,222631674	S	CR	chr2	222631963	222632098	-	222633199	222631674	ENSG00000116120
ALMS1	HsaEX1003501	chr2:73560613-73560770	158	chr2:73559142,73560613-73560770,73565776	C3	CR	chr2	73560613	73560770	+	73559142	73565776	ENSG00000116127
RNF19B	HsaEX1031512	chr1:32943539-32943608	70	chr1:32944019,32943539-32943608,32943447	C3	CR	chr1	32943539	32943608	-	32944019	32943447	ENSG00000116514
DARS2	HsaEX1011009	chr1:173830255-173830371	117	chr1:173828399,173830255-173830371,173830660	S	CR	chr1	173830255	173830371	+	173828399	173830660	ENSG00000117593
STAG1	HsaEX1039185	chr3:136464642-136464756	115	chr3:136464881,136464642-136464756,136452147	S	CR	chr3	136464642	136464756	-	136464881	136452147	ENSG00000118007
USP35	HsaEX0069813	chr11:78211510-78211580	71	chr11:78210744,78211510-78211580,78213646	S	CR	chr11	78211510	78211580	+	78210744	78213646	ENSG00000118369
HMGN3	HsaEX1016978	chr6:79233847-79234325	479	chr6:79234546,79233847-79234325,79215022	S	CR	chr6	79233847	79234325	-	79234546	79215022	ENSG00000118418
PCDH17	HsaEX1027261	chr13:57640002-57640113	112	chr13:57635111,57640002-57640113,57666468	C1	CR	chr13	57640002	57640113	+	57635111	57666468	ENSG00000118946
DENND1A	HsaEX1011338	chr9:123385758-123385852	95	chr9:123387730,123385758-123385852,123383913	C3	CR	chr9	123385758	123385852	-	123387730	123383913	ENSG00000119522
YLPM1	HsaEX1044290	chr14:74782896-74782953	58	chr14:74782325,74782896-74782953,74784702	C3	CR	chr14	74782896	74782953	+	74782325	74784702	ENSG00000119596
SLF2	HsaEX1037810	chr10:100925463-100925481	19	chr10:100924972,100925463-100925481,100925949	S	CR	chr10	100925463	100925481	+	100924972	100925949	ENSG00000119906
ENOX1	HsaEX0022482	chr13:43294475-43294577	103	chr13:43295361,43294475-43294577,43269577	C3	CR	chr13	43294475	43294577	-	43295361	43269577	ENSG00000120658
TBC1D15	HsaEX1040068	chr12:71897228-71897286	59	chr12:71896780,71897228-71897286,71897847	S	CR	chr12	71897228	71897286	+	71896780	71897847	ENSG00000121749
NT5C3A	HsaEX1026264	chr7:33038818-33038861	44	chr7:33040872,33038818-33038861,33035988	C3	CR	chr7	33038818	33038861	-	33040872	33035988	ENSG00000122643
ATPAF1	HsaEX1005247	chr1:46658437-46658461	25	chr1:46658687,46658437-46658461,46658189	S	CR	chr1	46658437	46658461	-	46658687	46658189	ENSG00000123472
NDUFAF4	HsaEX6048649	chr6:96896084-96896153	70	chr6:96896738,96896084-96896153,96891391	C3	CR	chr6	96896084	96896153	-	96896738	96891391	ENSG00000123545
TTC21B	HsaEX1042292	chr2:165939763-165939953	191	chr2:165941027,165939763-165939953,165937067	C3	CR	chr2	165939763	165939953	-	165941027	165937067	ENSG00000123607
CSE1L	HsaEX1009917	chr20:49084740-49084879	140	chr20:49084162,49084740-49084879,49085283	S	CR	chr20	49084740	49084879	+	49084162	49085283	ENSG00000124207
