GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
RSRP1	HsaALTA1019377-1/2	chr1:-25242413	0	chr1:25242539,-25242413+25242426	Alt3	48.87	OK,OK,100.00,26=54=0,S@26.39,27.61	62.22	N,N,100.00,8=13=0,S@8.09,4.91	53.35	VLOW,VLOW,100.00,10=19=0,S@10.14,8.86	38.18	VLOW,VLOW,100.00,9=24=0,S@9.16,14.84	64.30	OK,OK,100.00,35=55=0,S@35.37,19.63	63.83	VLOW,VLOW,100.00,12=19=0,S@12.13,6.87	64.30	VLOW,VLOW,100.00,14=22=0,S@14.15,7.85	64.95	N,N,100.00,9=14=0,S@9.09,4.91	73.90	OK,OK,100.00,44=60=0,S@44.34,15.66	67.31	VLOW,VLOW,100.00,12=18=0,S@12.12,5.88	81.40	VLOW,VLOW,100.00,17=21=0,S@17.09,3.91	72.02	VLOW,VLOW,100.00,15=21=0,S@15.12,5.88	25.03
USP35	HsaALTA1019597-3/3	chr11:78198529-78198697	123	chr11:78198068,78198652+78198583+78198529-78198697	Alt3	23.29	VLOW,VLOW,50.37,5=21=21,S@4.89,16.11	27.98	N,N,39.25,2=7=11,S@1.96,5.04	0.00	N,N,60.32,0=9=6,S@0.00,9.00	59.30	N,N,55.84,3=5=4,S@2.96,2.04	14.66	VLOW,VLOW,43.88,3=20=26,S@2.93,17.07	0.00	N,N,33.91,0=5=10,S@0.00,5.00	10.86	N,N,36.30,1=9=16,S@0.98,8.02	32.69	N,N,100.00,2=6=0,S@1.96,4.04	52.61	VLOW,VLOW,37.44,8=15=25,S@7.89,7.11	42.15	N,N,50.08,3=7=7,S@2.95,4.05	49.28	N,N,13.25,1=2=13,S@0.99,1.01	66.02	N,N,54.64,4=6=5,S@3.96,2.04	29.32
NDUFB3	HsaALTA0005651-2/3	chr2:201072279-201072361	60	chr2:201072059,201072339+201072279+201072266-201072361	Alt3	71.84	OK,SOK,87.67,81=89=21,S@63.94,25.06	82.44	LOW,OK,85.40,27=28=8,S@23.08,4.92	61.38	LOW,OK,89.36,29=33=7,S@20.26,12.74	78.32	LOW,OK,88.54,28=31=6,S@24.28,6.72	94.99	SOK,SOK,83.35,109=110=26,S@104.49,5.51	100.00	OK,OK,79.86,46=46=14,S@46.00,0.00	85.16	LOW,OK,82.33,33=34=9,S@28.95,5.05	83.92	LOW,OK,92.26,30=31=3,S@26.02,4.98	87.18	OK,SOK,91.30,85=88=11,S@76.72,11.28	68.49	LOW,OK,90.89,25=27=4,S@18.49,8.51	97.14	LOW,OK,91.35,34=35=4,S@34.00,1.00	100.00	LOW,OK,92.11,27=27=3,S@27.00,0.00	15.34
ELF1	HsaALTA1020423-1/2	chr13:40943842-40943921	0	chr13:40949806,40943842-40943921+40943925	Alt3	32.00	LOW,SOK,100.00,8=25=0,C2@8.00,17.00	22.22	N,OK,100.00,2=9=0,C2@2.00,7.00	5.00	VLOW,SOK,100.00,1=20=0,S@1.00,19.00	27.78	VLOW,SOK,100.00,5=18=0,C2@5.00,13.00	44.55	OK,SOK,100.00,25=57=0,C2@25.39,31.61	39.77	VLOW,SOK,100.00,8=21=0,C2@8.35,12.65	16.13	LOW,SOK,100.00,5=31=0,C1@5.00,26.00	38.71	LOW,SOK,100.00,12=31=0,C2@12.00,19.00	54.55	OK,SOK,100.00,24=44=0,C3@24.00,20.00	21.43	N,SOK,100.00,3=14=0,C2@3.00,11.00	36.84	VLOW,SOK,100.00,7=19=0,C2@7.00,12.00	40.00	LOW,SOK,100.00,14=35=0,C2@14.00,21.00	22.55
LYPLA1	HsaALTA0004895-2/2	chr8:54051125-54051188	42	chr8:54055060,54051125-54051146+54051188	Alt3	35.80	LOW,OK,100.00,14=39=0,C3@13.96,25.04	11.60	VLOW,VLOW,100.00,2=17=0,C3@1.97,15.03	30.13	N,N,100.00,3=10=0,C3@3.01,6.99	74.87	N,N,100.00,9=12=0,C2@8.98,3.02	44.34	OK,OK,100.00,19=42=0,C3@18.62,23.38	29.49	VLOW,VLOW,100.00,6=20=0,C3@5.90,14.10	57.04	N,N,100.00,6=10=0,C3@5.70,4.30	58.12	N,N,100.00,7=12=0,C3@6.97,5.03	61.69	LOW,LOW,100.00,16=26=0,C3@16.04,9.96	56.95	N,N,100.00,4=7=0,C3@3.99,3.01	67.69	N,N,100.00,6=9=0,C3@6.09,2.91	59.39	N,N,100.00,6=10=0,C3@5.94,4.06	25.89
KIAA0922	HsaALTA1020650-2/3	chr4:153580830-153580903	26	chr4:153558368,153580856+153580830+153580826-153580903	Alt3	0.00	OK,OK,93.04,0=63=4,S@0.00,63.00	0.00	VLOW,LOW,100.00,0=24=0,S@0.00,24.00	0.00	VLOW,VLOW,86.15,0=22=3,S@0.00,22.00	0.00	VLOW,VLOW,93.52,0=17=1,S@0.00,17.00	0.00	OK,OK,96.79,0=71=2,S@0.00,71.00	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	0.00	LOW,LOW,96.22,0=30=1,S@0.00,30.00	0.00	VLOW,VLOW,94.69,0=21=1,S@0.00,21.00	18.23	OK,OK,97.42,1=75=2,S@13.67,61.33	0.00	VLOW,VLOW,100.00,0=23=0,S@0.00,23.00	0.00	LOW,LOW,95.34,0=25=1,S@0.00,25.00	38.82	LOW,OK,97.30,1=27=1,S@10.48,16.52	18.23
ADGRB2	HsaALTA0000878-1/2	chr1:31728182-31728277	0	chr1:31728598,31728182-31728277+31728280	Alt3	8.70	VLOW,OK,100.00,2=23=0,S@2.00,21.00	0.00	N,N,100.00,0=7=0,S@0.00,7.00	14.29	N,N,100.00,1=7=0,S@1.00,6.00	11.11	N,VLOW,100.00,1=9=0,S@1.00,8.00	5.88	VLOW,LOW,100.00,1=17=0,S@1.00,16.00	0.00	N,VLOW,100.00,0=9=0,S@0.00,9.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	33.33	N,N,100.00,1=3=0,S@1.00,2.00	28.57	VLOW,LOW,100.00,6=21=0,S@6.00,15.00	25.00	N,N,100.00,1=4=0,S@1.00,3.00	23.08	N,VLOW,100.00,3=13=0,S@3.00,10.00	50.00	N,N,100.00,2=4=0,S@2.00,2.00	19.87
ZSCAN20	HsaALTA1020849-2/2	chr1:33493187-33493615	3	chr1:33491702,33493190+33493187-33493615	Alt3	60.87	VLOW,VLOW,100.00,14=23=0,S@14.00,9.00	33.33	N,N,100.00,3=9=0,S@3.00,6.00	77.78	N,N,100.00,7=9=0,S@7.00,2.00	80.00	N,N,100.00,4=5=0,S@4.00,1.00	75.82	LOW,LOW,96.16,19=25=1,S@18.95,6.04	66.22	N,N,100.00,6=9=0,C1@5.96,3.04	70.00	N,N,100.00,7=10=0,S@7.00,3.00	100.00	N,N,85.71,6=6=1,S@6.00,0.00	77.34	VLOW,VLOW,95.66,17=22=1,S@17.01,4.99	80.00	N,N,100.00,8=10=0,S@8.00,2.00	75.19	N,N,88.96,6=8=1,C1@6.02,1.98	75.00	N,N,100.00,3=4=0,S@3.00,1.00	16.47
SLC25A23	HsaALTA0007877-2/2	chr19:-6436468	4	chr19:6438447,-6436464+6436468	Alt3	16.40	VLOW,LOW,100.00,3=22=0,C3@3.61,18.39	0.00	N,VLOW,100.00,0=10=0,C2@0.00,10.00	47.37	N,N,100.00,2=5=0,C3@2.37,2.63	28.81	N,N,100.00,1=7=0,C3@2.02,4.98	29.73	LOW,LOW,100.00,8=26=0,C3@7.73,18.27	28.77	N,N,100.00,3=9=0,C3@2.59,6.41	29.79	N,N,100.00,4=12=0,C3@3.57,8.43	30.91	N,N,100.00,1=5=0,C2@1.55,3.45	46.72	LOW,LOW,100.00,11=27=0,C3@12.61,14.39	71.23	N,N,100.00,6=9=0,C3@6.41,2.59	11.86	N,N,100.00,1=7=0,C3@0.83,6.17	49.48	N,N,100.00,4=11=0,C3@5.44,5.56	30.32
ZNF133	HsaALTA0009734-2/4	chr20:18305681-18305807	42	chr20:18288604,18305723+18305681+18305668+18305661-18305807	Alt3	53.21	VLOW,VLOW,82.78,10=19=4,C3@10.11,8.89	67.31	N,N,85.95,4=6=1,C2@4.04,1.96	67.23	N,N,92.43,8=12=1,C3@8.07,3.93	40.35	N,N,71.55,2=5=2,C3@2.02,2.98	67.10	LOW,LOW,77.17,18=27=8,C3@18.12,8.88	100.00	N,N,82.06,9=9=2,C3@9.00,0.00	67.10	N,N,74.67,6=9=3,C2@6.04,2.96	33.98	N,N,75.18,3=9=3,C2@3.06,5.94	76.52	VLOW,VLOW,77.48,16=21=6,C3@16.07,4.93	75.54	N,N,80.35,3=4=1,C3@3.02,0.98	82.01	N,N,91.04,9=11=1,C3@9.02,1.98	67.15	N,N,59.79,4=6=4,C2@4.03,1.97	23.31
ZNF133	HsaALTA0009735-1/2	chr20:18315072-	0	chr20:18306393,18315072+18315069-	Alt3	25.52	LOW,LOW,100.00,9=37=0,C1@9.44,27.56	19.15	N,N,100.00,2=11=0,C1@2.11,8.89	22.51	N,N,100.00,3=14=0,C1@3.15,10.85	34.77	N,N,100.00,4=12=0,C1@4.17,7.83	27.81	OK,OK,100.00,13=49=0,C1@13.63,35.37	34.77	N,N,100.00,4=12=0,C1@4.17,7.83	48.36	VLOW,VLOW,100.00,7=15=0,C1@7.25,7.75	9.63	VLOW,VLOW,100.00,2=22=0,C1@2.12,19.88	48.99	LOW,OK,100.00,18=38=0,C1@18.62,19.38	41.70	N,N,100.00,2=5=0,C1@2.08,2.92	59.37	VLOW,VLOW,100.00,11=19=0,C1@11.28,7.72	37.27	N,N,100.00,5=14=0,C2@5.22,8.78	23.47
EIF2S2	HsaALTA1022535-2/2	chr20:34098498-34098633	9	chr20:34108399,34098498-34098624+34098633	Alt3	15.84	LOW,LOW,73.78,5=35=11,C3@5.54,29.46	0.00	N,N,67.74,0=7=3,C3@0.00,7.00	31.11	N,N,75.66,4=14=4,C3@4.36,9.64	7.99	N,N,75.17,1=14=4,C3@1.12,12.88	31.63	OK,OK,92.38,12=41=3,C3@12.97,28.03	22.01	N,N,81.47,2=10=2,C3@2.20,7.80	32.19	VLOW,VLOW,94.65,6=20=1,C3@6.44,13.56	39.22	N,N,100.00,4=11=0,C3@4.31,6.69	31.76	LOW,LOW,70.28,9=30=11,C3@9.53,20.47	47.90	N,N,76.69,5=11=3,C3@5.27,5.73	19.13	N,N,82.67,2=11=2,C3@2.10,8.90	26.19	N,N,53.10,2=8=6,C3@2.10,5.90	15.92
CAPNS1	HsaALTA0001463-1/2	chr19:36141000-36141075	0	chr19:36140157,36141000+36140997-36141075	Alt3	20.10	SOK,SOK,99.50,40=199=1,S@40.00,159.00	23.19	OK,OK,98.57,16=69=1,C1@16.00,53.00	16.00	OK,OK,100.00,12=75=0,S@12.00,63.00	24.56	OK,OK,100.00,14=57=0,S@14.00,43.00	28.70	SOK,SOK,98.50,64=223=3,S@64.00,159.00	29.07	OK,OK,98.70,25=86=1,S@25.00,61.00	22.67	OK,OK,98.52,17=75=1,S@17.00,58.00	35.48	OK,OK,98.21,22=62=1,S@22.00,40.00	38.79	SOK,SOK,99.48,83=214=1,S@83.01,130.99	35.48	OK,OK,100.00,22=62=0,S@22.00,40.00	43.24	OK,OK,100.00,32=74=0,S@32.00,42.00	37.66	OK,OK,98.55,29=77=1,S@29.00,48.00	18.69
PRKRIP1	HsaALTA1023284-1/3	chr7:102366018-102366076	0	chr7:102364863,102366018+102365974+102365955-102366076	Alt3	32.59	VLOW,VLOW,100.00,8=23=0,S@7.50,15.50	26.61	N,N,100.00,2=7=0,S@1.86,5.14	31.53	N,N,100.00,3=9=0,S@2.84,6.16	39.91	N,N,100.00,3=7=0,S@2.79,4.21	35.41	LOW,LOW,93.42,11=29=2,S@10.27,18.73	30.69	N,N,100.00,4=12=0,S@3.68,8.32	35.23	N,N,88.62,3=8=1,S@2.82,5.18	42.03	N,N,89.69,4=9=1,S@3.78,5.22	56.76	VLOW,VLOW,95.44,13=22=1,S@12.49,9.51	61.51	N,N,88.14,5=8=1,S@4.92,3.08	52.54	N,N,100.00,5=9=0,S@4.73,4.27	57.06	N,N,100.00,3=5=0,S@2.85,2.15	24.17
DOCK6	HsaALTA1023933-2/2	chr19:11202584-11202715	6	chr19:11204081,11202584-11202709+11202715	Alt3	15.83	OK,SOK,100.00,18=48=0,C1@7.60,40.40	21.05	N,LOW,100.00,4=9=0,C2@1.89,7.11	12.10	VLOW,OK,100.00,6=19=0,C1@2.30,16.70	17.72	VLOW,OK,100.00,8=20=0,C2@3.54,16.46	24.08	OK,SOK,100.00,29=57=0,C2@13.73,43.27	30.74	VLOW,OK,100.00,13=22=0,C2@6.76,15.24	19.50	VLOW,OK,100.00,9=21=0,C2@4.09,16.90	30.94	N,LOW,100.00,8=13=0,C2@4.02,8.98	38.36	OK,SOK,100.00,32=48=0,C2@18.41,29.59	32.64	VLOW,LOW,100.00,9=15=0,C2@4.90,10.10	77.06	N,VLOW,100.00,12=13=0,C3@10.02,2.98	29.96	VLOW,OK,100.00,11=19=0,C2@5.69,13.31	22.53
HIP1R	HsaALTA1024479-2/3	chr12:122860683-122860784	4	chr12:122860523,122860687+122860683+122860679-122860784	Alt3	56.30	LOW,SOK,100.00,13=34=0,C3@19.14,14.86	39.52	N,SOK,100.00,3=13=0,C2@5.14,7.86	64.00	VLOW,SOK,100.00,8=17=0,C3@10.88,6.12	22.22	VLOW,SOK,100.00,2=16=0,C2@3.56,12.44	70.97	LOW,SOK,100.00,21=39=0,C3@27.68,11.32	64.14	VLOW,SOK,100.00,10=22=0,C3@14.11,7.89	50.00	N,SOK,100.00,4=12=0,C2@6.00,6.00	46.67	VLOW,SOK,100.00,7=23=0,C2@10.73,12.27	76.74	OK,SOK,100.00,24=41=0,C3@31.46,9.54	79.42	VLOW,SOK,100.00,10=16=0,C3@12.71,3.29	54.10	VLOW,SOK,100.00,6=17=0,C3@9.20,7.80	61.11	VLOW,SOK,100.00,8=19=0,C3@11.61,7.39	20.44
ZNF227	HsaALTA1024719-1/3	chr19:44213090-44213237	0	chr19:44212585,44213090+44213087+44213069-44213237	Alt3	48.91	OK,SOK,100.00,23=41=0,C2@20.05,20.95	37.93	N,LOW,100.00,6=13=0,C2@4.93,8.07	68.46	N,LOW,100.00,10=14=0,C2@9.58,4.42	42.65	N,OK,100.00,7=14=0,C1@5.97,8.03	55.72	OK,SOK,100.00,43=72=0,C1@40.12,31.88	49.12	LOW,SOK,100.00,17=36=0,C2@17.68,18.32	57.34	VLOW,SOK,100.00,15=22=0,C1@12.61,9.39	71.14	N,LOW,100.00,11=14=0,C2@9.96,4.04	90.02	LOW,SOK,100.00,23=35=0,C1@31.51,3.49	93.85	N,OK,100.00,7=10=0,C1@9.38,0.62	93.48	VLOW,OK,100.00,12=15=0,C2@14.02,0.98	76.47	N,LOW,100.00,4=10=0,C2@7.65,2.35	41.11
NPHP4	HsaALTA0005796-2/2	chr1:5905632-5905783	3	chr1:5907115,5905632-5905780+5905783	Alt3	35.50	OK,OK,100.00,15=42=0,C1@14.91,27.09	39.66	VLOW,VLOW,100.00,6=15=0,C2@5.95,9.05	35.39	N,N,100.00,5=14=0,C2@4.95,9.05	30.77	N,N,100.00,4=13=0,S@4.00,9.00	41.63	OK,OK,100.00,28=67=0,C1@27.89,39.11	43.00	VLOW,VLOW,100.00,10=23=0,C2@9.89,13.11	34.78	VLOW,VLOW,100.00,8=23=0,S@8.00,15.00	47.83	VLOW,VLOW,100.00,11=23=0,S@11.00,12.00	54.65	OK,OK,100.00,22=40=0,C1@21.86,18.14	47.06	VLOW,VLOW,100.00,8=17=0,C1@8.00,9.00	66.67	N,N,100.00,8=12=0,C1@8.00,4.00	53.30	N,N,100.00,6=11=0,C2@5.86,5.14	19.15
ZSCAN5A	HsaALTA1025027-1/2	chr19:-56222323	0	chr19:56222591,-56222323+56222326	Alt3	16.59	OK,OK,100.00,2=46=0,S@7.63,38.37	26.72	N,VLOW,100.00,1=13=0,S@3.47,9.53	25.18	N,VLOW,100.00,1=14=0,S@3.53,10.47	0.00	VLOW,VLOW,100.00,0=19=0,S@0.00,19.00	50.89	OK,OK,100.00,9=47=0,S@23.92,23.08	25.18	N,VLOW,100.00,1=14=0,S@3.53,10.47	64.58	VLOW,LOW,100.00,5=17=0,S@10.98,6.02	50.24	VLOW,LOW,100.00,3=16=0,S@8.04,7.96	31.91	LOW,OK,100.00,3=31=0,S@9.89,21.11	0.00	N,N,100.00,0=9=0,S@0.00,9.00	50.24	VLOW,LOW,100.00,3=16=0,S@8.04,7.96	0.00	N,N,100.00,0=10=0,S@0.00,10.00	15.32
LPIN3	HsaALTA0004816-2/2	chr20:41349089-41349172	3	chr20:41348887,41349092+41349089-41349172	Alt3	43.04	LOW,LOW,100.00,14=32=0,C1@13.77,18.23	63.62	N,N,100.00,9=14=0,C1@8.91,5.09	21.73	N,N,100.00,2=9=0,S@1.96,7.04	32.69	N,N,100.00,3=9=0,C1@2.94,6.06	62.48	LOW,LOW,100.00,24=38=0,S@23.74,14.26	49.28	N,N,100.00,7=14=0,S@6.90,7.10	66.02	N,N,100.00,8=12=0,S@7.92,4.08	74.45	N,N,100.00,9=12=0,S@8.93,3.07	80.19	LOW,LOW,100.00,25=31=0,C1@24.86,6.14	84.23	N,N,100.00,11=13=0,C1@10.95,2.05	90.67	N,N,100.00,10=11=0,C1@9.97,1.03	56.43	N,N,100.00,4=7=0,S@3.95,3.05	37.15
FAM127A	HsaALTA1026576-1/5	chrX:135033125-	0	chrX:135032575,135033125+135033093+135033050+135032898+135032767-	Alt3	51.47	VLOW,VLOW,100.00,8=16=0,S@8.24,7.76	34.65	N,N,100.00,2=6=0,S@2.08,3.92	51.47	N,N,100.00,2=4=0,S@2.06,1.94	67.96	N,N,100.00,4=6=0,S@4.08,1.92	48.53	VLOW,VLOW,100.00,8=17=0,S@8.25,8.75	76.09	N,N,100.00,3=4=0,S@3.04,0.96	51.47	N,N,100.00,4=8=0,S@4.12,3.88	20.96	N,N,100.00,1=5=0,S@1.05,3.95	71.79	VLOW,VLOW,100.00,12=17=0,S@12.20,4.80	67.96	N,N,100.00,4=6=0,S@4.08,1.92	72.61	N,N,100.00,5=7=0,S@5.08,1.92	76.09	N,N,100.00,3=4=0,S@3.04,0.96	20.32
RC3H1	HsaALTA0007083-1/4	chr1:173943442-173943588	0	chr1:173946476,173943442-173943588+173943601+173943615+173943991	Alt3	19.64	OK,OK,98.25,11=56=1,S@11.00,45.00	33.33	VLOW,VLOW,100.00,5=15=0,S@5.00,10.00	9.52	VLOW,VLOW,100.00,2=21=0,S@2.00,19.00	20.00	VLOW,VLOW,95.24,4=20=1,S@4.00,16.00	25.49	OK,OK,94.44,13=51=3,S@13.00,38.00	22.73	VLOW,VLOW,100.00,5=22=0,S@5.00,17.00	15.38	N,N,86.67,2=13=2,C1@2.00,11.00	35.29	VLOW,VLOW,94.44,6=17=1,S@6.00,11.00	34.78	OK,OK,97.87,16=46=1,S@16.00,30.00	26.67	VLOW,VLOW,100.00,4=15=0,S@4.00,11.00	31.25	VLOW,VLOW,94.12,5=16=1,S@5.00,11.00	46.67	VLOW,VLOW,100.00,7=15=0,S@7.00,8.00	15.14
DOCK10	HsaALTA0002585-3/3	chr2:224805408-224805529	27	chr2:224806126,224805408-224805502+224805514+224805529	Alt3	72.95	VLOW,VLOW,100.00,13=18=0,S@13.13,4.87	58.03	N,N,100.00,4=7=0,S@4.06,2.94	100.00	N,N,100.00,4=4=0,S@4.00,0.00	72.16	N,N,100.00,5=7=0,S@5.05,1.95	91.21	N,N,100.00,10=11=0,S@10.03,0.97	100.00	N,N,100.00,5=5=0,S@5.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	75.68	N,N,100.00,3=4=0,S@3.03,0.97	94.32	VLOW,VLOW,100.00,16=17=0,S@16.03,0.97	100.00	N,N,100.00,3=3=0,S@3.00,0.00	86.15	N,N,100.00,6=7=0,S@6.03,0.97	100.00	N,N,100.00,7=7=0,S@7.00,0.00	21.37
ARMC9	HsaALTA1027517-1/2	chr2:231360757-231360883	0	chr2:231355934,231360757+231360754-231360883	Alt3	6.67	VLOW,VLOW,100.00,1=15=0,S@1.00,14.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	0.00	N,N,100.00,0=4=0,S@0.00,4.00	16.67	N,N,100.00,1=6=0,S@1.00,5.00	4.76	VLOW,VLOW,100.00,1=21=0,S@1.00,20.00	9.09	N,N,100.00,1=11=0,S@1.00,10.00	0.00	N,N,100.00,0=6=0,S@0.00,6.00	0.00	N,N,100.00,0=4=0,S@0.00,4.00	26.09	VLOW,VLOW,100.00,6=23=0,S@6.00,17.00	40.00	N,N,100.00,2=5=0,S@2.00,3.00	40.00	N,N,100.00,4=10=0,S@4.00,6.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	19.42
SLC2A8	HsaALTA1028145-1/3	chr9:127398104-127398111	0	chr9:127397538,127398104+127398040+127397905-127398111	Alt3	0.00	OK,OK,41.43,0=59=80,S@0.00,59.00	0.00	VLOW,VLOW,56.02,0=21=16,S@0.00,21.00	0.00	VLOW,VLOW,42.13,0=22=29,C1@0.00,22.00	0.00	VLOW,VLOW,29.76,0=16=36,C1@0.00,16.00	36.46	OK,OK,54.93,1=62=75,S@22.61,39.39	59.32	LOW,OK,76.77,1=25=17,S@14.83,10.17	0.00	VLOW,VLOW,39.33,0=21=31,S@0.00,21.00	0.00	VLOW,VLOW,35.94,0=16=27,S@0.00,16.00	29.88	OK,SOK,58.25,1=83=80,S@24.80,58.20	0.00	LOW,LOW,53.79,0=34=28,S@0.00,34.00	0.00	VLOW,VLOW,56.14,0=24=18,S@0.00,24.00	59.32	LOW,OK,64.34,1=25=31,S@14.83,10.17	29.88
SLC2A8	HsaALTA1028148-1/3	chr9:127402557-127402753	0	chr9:127400006,127402557+127402368+127402364-127402753	Alt3	70.00	OK,SOK,65.88,77=78=60,C2@54.60,23.40	44.07	LOW,OK,72.97,26=27=23,C3@11.90,15.10	100.00	LOW,LOW,63.06,26=26=16,S@26.00,0.00	100.00	VLOW,VLOW,51.37,21=21=21,S@21.00,0.00	62.07	SOK,SOK,69.06,108=110=82,C2@68.28,41.72	54.17	OK,OK,71.07,39=40=31,C2@21.67,18.33	55.41	OK,OK,76.49,41=42=24,C2@23.27,18.73	100.00	LOW,LOW,52.88,28=28=26,S@28.00,0.00	100.00	OK,OK,56.04,91=91=75,S@91.00,0.00	100.00	LOW,LOW,59.27,36=36=26,S@36.00,0.00	100.00	LOW,LOW,53.96,29=29=26,S@29.00,0.00	100.00	LOW,LOW,53.32,25=25=23,S@25.00,0.00	30.00
RPS6	HsaALTA0007392-7/7	chr9:19378774-19378918	133	chr9:19380190,19378774-19378785+19378796+19378802+19378819+19378861+19378864+19378918	Alt3	54.66	SOK,SOK,96.64,57=110=4,C3@60.13,49.87	67.18	LOW,LOW,94.38,20=31=2,C3@20.83,10.17	49.37	OK,OK,95.80,20=43=2,C3@21.23,21.77	52.75	LOW,OK,90.85,19=38=4,C3@20.04,17.96	64.73	SOK,SOK,95.52,75=121=6,C3@78.32,42.68	59.11	OK,OK,92.59,27=48=4,C3@28.37,19.63	70.77	OK,OK,93.71,28=41=3,C3@29.02,11.98	60.09	LOW,LOW,94.95,20=35=2,C3@21.03,13.97	72.83	SOK,SOK,95.02,74=105=6,C3@76.47,28.53	70.93	LOW,OK,91.17,26=38=4,C3@26.95,11.05	76.34	LOW,LOW,93.67,20=27=2,C3@20.61,6.39	72.25	OK,OK,100.00,28=40=0,C3@28.90,11.10	18.17
PARP9	HsaALTA1029469-2/2	chr3:122559606-122559709	3	chr3:122564245,122559606-122559706+122559709	Alt3	80.00	VLOW,VLOW,100.00,16=20=0,C3@16.00,4.00	87.50	N,N,100.00,7=8=0,C3@7.00,1.00	75.00	N,N,100.00,3=4=0,C3@3.00,1.00	75.00	N,N,100.00,6=8=0,C3@6.00,2.00	100.00	LOW,LOW,100.00,26=26=0,C3@26.00,0.00	100.00	N,N,100.00,13=13=0,C3@13.00,0.00	100.00	N,N,100.00,6=6=0,C3@6.00,0.00	100.00	N,N,100.00,7=7=0,C3@7.00,0.00	95.45	VLOW,VLOW,100.00,21=22=0,C3@21.00,1.00	100.00	N,N,100.00,4=4=0,C3@4.00,0.00	87.50	N,N,100.00,7=8=0,C3@7.00,1.00	100.00	N,N,100.00,10=10=0,C3@10.00,0.00	15.45
PARP9	HsaALTA1029472-1/3	chr3:122550584-122550600	0	chr3:122555625,122550584-122550600+122550700+122550802	Alt3	0.00	LOW,LOW,100.00,0=25=0,C3@0.00,25.00	0.00	N,N,100.00,0=7=0,C3@0.00,7.00	0.00	N,N,100.00,0=9=0,C3@0.00,9.00	0.00	N,N,100.00,0=14=0,C3@0.00,14.00	0.00	OK,OK,100.00,0=40=0,C3@0.00,40.00	0.00	N,N,100.00,0=14=0,C3@0.00,14.00	0.00	N,N,100.00,0=9=0,C3@0.00,9.00	0.00	VLOW,VLOW,100.00,0=17=0,C3@0.00,17.00	34.74	LOW,OK,100.00,1=32=0,C3@11.12,20.88	0.00	N,N,100.00,0=7=0,C3@0.00,7.00	52.38	VLOW,LOW,100.00,1=16=0,C3@8.38,7.62	0.00	N,N,100.00,0=9=0,C3@0.00,9.00	34.74
RASGEF1B	HsaALTA0007010-1/2	chr4:81448069-81448281	0	chr4:81456651,81448069-81448281+81448284	Alt3	39.13	VLOW,VLOW,100.00,9=23=0,S@9.00,14.00	20.00	N,N,100.00,1=5=0,S@1.00,4.00	33.33	N,N,100.00,3=9=0,S@3.00,6.00	55.56	N,N,100.00,5=9=0,S@5.00,4.00	26.32	VLOW,VLOW,100.00,5=19=0,S@5.00,14.00	40.00	N,N,100.00,2=5=0,S@2.00,3.00	0.00	N,N,100.00,0=6=0,S@0.00,6.00	37.50	N,N,100.00,3=8=0,S@3.00,5.00	72.22	VLOW,VLOW,100.00,13=18=0,S@13.00,5.00	70.00	N,N,100.00,7=10=0,S@7.00,3.00	50.00	N,N,100.00,2=4=0,S@2.00,2.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	33.09
LARP1B	HsaALTA1029657-4/4	chr4:128178431-128178642	84	chr4:128162317,128178515+128178512+128178473+128178431-128178642	Alt3	61.04	LOW,LOW,86.29,16=26=4,C3@15.87,10.13	66.00	N,N,85.85,4=6=1,C3@3.96,2.04	32.56	N,N,89.56,3=9=1,C3@2.93,6.07	81.57	N,N,84.02,9=11=2,C3@8.97,2.03	80.34	VLOW,VLOW,70.30,18=22=9,C3@17.67,4.33	100.00	N,N,86.91,7=7=1,C3@7.00,0.00	67.04	N,N,66.03,7=10=5,C3@6.70,3.30	80.12	N,N,61.92,4=5=3,C3@4.01,0.99	78.22	VLOW,VLOW,82.47,15=19=4,C3@14.86,4.14	56.78	N,N,100.00,4=7=0,C2@3.97,3.03	100.00	N,N,77.79,7=7=2,C3@7.00,0.00	78.38	N,N,71.20,4=5=2,C3@3.92,1.08	17.18
