GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
PAXBP1	HsaALTD0002740-1/3	chr21:32755230-32755311	0	chr21:32755230+32755226+32755213-32755311,32751218	Alt5	77.80	SOK,SOK,100.00,101=129=0,S@100.36,28.64	82.34	LOW,LOW,100.00,24=29=0,S@23.88,5.12	76.57	OK,OK,100.00,37=48=0,S@36.75,11.25	75.47	OK,OK,100.00,38=50=0,S@37.73,12.26	93.15	SOK,SOK,100.00,140=150=0,S@139.73,10.27	93.37	OK,OK,100.00,58=62=0,S@57.89,4.11	88.85	OK,OK,100.00,41=46=0,S@40.87,5.13	97.49	OK,OK,100.00,40=41=0,S@39.97,1.03	87.73	SOK,SOK,99.16,103=117=1,S@102.64,14.36	88.91	LOW,LOW,100.00,33=37=0,S@32.90,4.10	91.89	LOW,LOW,97.44,35=38=1,S@34.92,3.08	82.51	OK,OK,100.00,34=41=0,S@33.83,7.17	15.11
FDPS	HsaALTD0002539-2/3	chr1:155318292-155318332	39	chr1:155318292-155318293+155318332+155318377,155318856	Alt5	52.61	OK,OK,74.71,42=61=23,C2@32.09,28.91	70.21	VLOW,VLOW,64.97,11=15=7,C2@10.53,4.47	37.19	VLOW,OK,85.42,15=23=6,C3@8.55,14.45	67.13	VLOW,VLOW,67.10,16=23=10,C2@15.44,7.56	80.99	OK,OK,59.18,49=59=29,C2@47.78,11.22	85.07	VLOW,VLOW,63.75,19=22=11,C1@18.72,3.28	81.08	VLOW,VLOW,54.29,15=18=7,C2@14.59,3.41	76.27	VLOW,VLOW,59.38,15=19=11,C2@14.49,4.51	55.47	OK,OK,80.08,38=51=15,C2@28.29,22.71	30.17	N,LOW,83.59,9=13=5,C3@3.92,9.08	74.51	LOW,LOW,79.17,19=25=6,C1@18.63,6.37	75.95	N,N,74.64,10=13=4,C1@9.87,3.13	22.63
NSMF	HsaALTD1032916-2/2	chr9:137453727-137453820	4	chr9:137453731+137453727-137453820,137453180	Alt5	61.78	OK,SOK,93.01,35=64=47,C3@39.54,24.46	15.28	OK,SOK,96.58,7=52=16,C1@7.95,44.05	32.54	OK,SOK,97.21,17=64=17,C2@20.83,43.17	22.30	OK,SOK,97.56,11=63=14,C2@14.05,48.95	67.12	OK,SOK,92.92,56=89=65,C3@59.74,29.26	53.90	OK,SOK,96.30,29=60=22,C3@32.34,27.66	45.72	LOW,SOK,92.67,16=37=26,C2@16.92,20.08	39.04	LOW,SOK,94.51,11=32=17,C2@12.49,19.51	61.78	OK,SOK,95.71,45=80=34,C3@49.42,30.58	45.90	LOW,SOK,96.64,14=36=12,C2@16.52,19.48	34.35	OK,SOK,98.33,17=58=9,C2@19.92,38.08	27.24	OK,SOK,97.30,14=55=13,C2@14.98,40.02	22.85
KMT2D	HsaALTD1033874-4/4	chr12:49044191-49044304	40	chr12:49044231+49044229+49044200+49044191-49044304,49043998	Alt5	22.11	OK,OK,98.96,21=95=1,S@21.00,74.00	26.47	LOW,LOW,100.00,9=34=0,S@9.00,25.00	23.33	LOW,LOW,96.77,7=30=1,S@7.00,23.00	16.13	LOW,LOW,100.00,5=31=0,S@5.00,26.00	37.84	SOK,SOK,100.00,42=111=0,S@42.00,69.00	41.30	OK,OK,100.00,19=46=0,S@19.00,27.00	33.33	LOW,LOW,100.00,9=27=0,S@9.00,18.00	39.47	LOW,LOW,100.00,15=38=0,S@15.00,23.00	36.36	OK,OK,100.00,28=77=0,S@28.00,49.00	48.00	LOW,LOW,100.00,12=25=0,S@12.00,13.00	45.83	VLOW,VLOW,100.00,11=24=0,S@11.00,13.00	20.69	LOW,LOW,100.00,6=29=0,S@6.00,23.00	16.05
ZNF311	HsaALTD0007420-1/4	chr6:29003946-29004065	0	chr6:29003946+29003898+29003871+29003861-29004065,29003594	Alt5	51.36	OK,OK,98.13,27=53=1,S@27.22,25.78	44.06	VLOW,VLOW,100.00,7=16=0,S@7.05,8.95	55.40	VLOW,VLOW,95.21,11=20=1,S@11.08,8.92	53.48	VLOW,VLOW,100.00,9=17=0,S@9.09,7.91	71.66	OK,OK,97.55,57=80=2,S@57.33,22.67	71.96	LOW,LOW,100.00,25=35=0,S@25.19,9.81	76.17	LOW,LOW,96.15,19=25=1,S@19.04,5.96	65.47	VLOW,VLOW,95.21,13=20=1,S@13.09,6.91	78.91	OK,OK,96.82,48=61=2,S@48.14,12.86	94.12	VLOW,VLOW,100.00,16=17=0,S@16.00,1.00	69.46	LOW,LOW,92.84,18=26=2,S@18.06,7.94	76.86	VLOW,VLOW,100.00,13=17=0,S@13.07,3.93	20.22
RP11-418J17.1	HsaALTD1045698-1/2	chr1:119150573-119150652	0	chr1:119150573-119150652+119150746,119150793	Alt5	44.80	OK,OK,100.00,37=80=0,C3@35.84,44.16	51.34	VLOW,VLOW,100.00,9=17=0,C3@8.73,8.27	45.36	LOW,LOW,100.00,15=32=0,C3@14.52,17.48	42.43	LOW,LOW,100.00,14=32=0,C3@13.58,18.42	62.24	OK,OK,100.00,52=82=0,C3@51.04,30.96	64.62	LOW,LOW,100.00,21=32=0,C2@20.68,11.32	53.90	LOW,LOW,100.00,16=29=0,C3@15.63,13.37	70.33	VLOW,VLOW,100.00,15=21=0,C3@14.77,6.23	53.42	OK,OK,100.00,38=70=0,C3@37.39,32.61	42.18	VLOW,VLOW,100.00,9=21=0,C3@8.86,12.14	70.08	VLOW,LOW,100.00,17=24=0,C2@16.82,7.18	47.06	LOW,LOW,100.00,12=25=0,C3@11.77,13.23	16.57
PABPC4L	HsaALTD1052192-2/2	chr4:134201663-	55	chr4:134201718+134201663-,134201245	Alt5	27.12	OK,OK,100.00,16=59=0,S@16.00,43.00	26.32	VLOW,VLOW,100.00,5=19=0,S@5.00,14.00	27.27	VLOW,VLOW,100.00,6=22=0,S@6.00,16.00	27.78	VLOW,VLOW,100.00,5=18=0,S@5.00,13.00	42.19	OK,OK,100.00,27=64=0,S@27.00,37.00	32.14	LOW,LOW,100.00,9=28=0,S@9.00,19.00	47.37	VLOW,VLOW,100.00,9=19=0,S@9.00,10.00	52.94	VLOW,VLOW,100.00,9=17=0,S@9.00,8.00	26.15	OK,OK,100.00,17=65=0,S@17.00,48.00	21.74	VLOW,VLOW,100.00,5=23=0,S@5.00,18.00	29.17	VLOW,VLOW,100.00,7=24=0,S@7.00,17.00	27.78	VLOW,VLOW,100.00,5=18=0,C1@5.00,13.00	17.03
CUX1	HsaALTD1048241-2/3	chr7:102170448-102170547	9	chr7:102170448-102170538+102170547+102170550,102178469	Alt5	4.30	SOK,SOK,99.81,2=197=1,C3@8.47,188.53	5.33	OK,SOK,100.00,1=57=0,C3@3.04,53.96	8.91	OK,SOK,99.22,1=67=1,C2@5.97,61.03	0.00	OK,SOK,100.00,0=74=0,C3@0.00,74.00	25.17	SOK,SOK,99.56,10=213=2,C3@53.61,159.39	31.43	OK,SOK,100.00,5=94=0,C3@29.54,64.46	17.12	OK,SOK,99.25,2=62=1,C3@10.61,51.39	24.18	OK,SOK,99.29,3=60=1,C3@14.51,45.49	7.17	SOK,SOK,99.58,3=198=2,C3@14.20,183.80	0.00	OK,SOK,99.26,0=68=1,C3@0.00,68.00	17.19	OK,OK,98.51,1=54=1,C1@9.28,44.72	8.32	OK,SOK,100.00,2=74=0,C3@6.16,67.84	19.49
TADA2A	HsaALTD1049729-3/3	chr17:37437767-37437958	129	chr17:37437767-37437829+37437922+37437958,37440505	Alt5	0.00	OK,OK,98.94,0=93=1,S@0.00,93.00	0.00	LOW,LOW,96.43,0=27=1,S@0.00,27.00	0.00	LOW,LOW,100.00,0=33=0,S@0.00,33.00	0.00	LOW,LOW,100.00,0=32=0,S@0.00,32.00	7.90	SOK,SOK,98.54,3=129=2,S@10.19,118.81	1.98	OK,OK,100.00,1=52=0,C1@1.03,50.97	28.71	OK,OK,98.47,3=49=1,S@14.07,34.93	23.16	LOW,LOW,97.35,1=30=1,S@6.95,23.05	1.80	SOK,SOK,97.39,2=114=3,S@2.05,111.95	0.00	LOW,LOW,100.00,0=28=0,S@0.00,28.00	2.19	OK,OK,95.87,1=47=2,S@1.03,45.97	2.64	LOW,LOW,97.43,1=39=1,S@1.03,37.97	17.95
RWDD3	HsaEX0056010	chr1:95239777-95239909	133	chr1:95238658,95239777-95239909,95244217	ANN	52.00	OK,OK,44=21=30,B1,C3@49.40,45.60	52.94	VLOW,VLOW,11=7=8,OK,C3@13.76,12.24	50.00	VLOW,VLOW,16=8=12,OK,C3@18.00,18.00	54.55	VLOW,VLOW,17=7=10,B1,C3@18.55,15.45	34.86	SOK,SOK,37=24=57,OK,C3@41.13,76.87	41.18	OK,OK,23=12=25,OK,C3@24.71,35.29	25.49	LOW,LOW,10=3=19,B1,C3@8.16,23.84	32.14	LOW,LOW,9=9=19,OK,C3@11.89,25.11	59.29	OK,OK,49=18=23,B1,C3@53.36,36.64	45.45	VLOW,VLOW,10=5=9,OK,C3@10.91,13.09	62.79	VLOW,VLOW,22=5=8,B1,C3@21.98,13.02	67.57	VLOW,VLOW,17=8=6,B1,C3@20.95,10.05	-19.56
PVT1	HsaEX0051348	chr8:127998200-127998359	160	chr8:127989291,127998200-127998359,128009590	ANN	28.19	OK,SOK,6=37=55,B2,C1@27.63,70.37	23.26	OK,OK,4=11=25,B1,C1@9.30,30.70	28.94	OK,OK,1=15=20,B2,C1@10.42,25.58	37.06	VLOW,VLOW,1=11=10,B2,C1@8.15,13.85	54.23	SOK,SOK,17=65=34,B1,C2@62.91,53.09	57.44	VLOW,VLOW,6=27=12,B1,C2@25.85,19.15	50.46	VLOW,VLOW,4=21=12,B2,C1@18.67,18.33	52.88	VLOW,VLOW,7=18=11,B1,C2@19.04,16.96	47.21	SOK,SOK,8=67=41,B2,C1@54.76,61.24	50.50	VLOW,VLOW,2=21=11,B2,C1@17.17,16.83	49.57	LOW,LOW,5=29=17,B2,C1@25.28,25.72	38.42	VLOW,VLOW,1=17=14,B2,C1@12.29,19.71	23.84
KCNC4	HsaINT0084262	chr1:110232598-110232910	313	chr1:110232221-110232597=110232911-110234044:+	IR	63.46	OK,OK,19.0=151,25=41=19,0.753@53.94,31.06	58.62	VLOW,VLOW,7.2=151,5=12=6,0.647@13.48,9.52	55.56	VLOW,VLOW,5.8=151,8=12=8,0.766@15.56,12.44	74.36	LOW,LOW,6.0=151,12=17=5,0.5@25.28,8.72	79.03	SOK,SOK,23.6=151,30=68=13,0.345@87.72,23.28	77.27	LOW,LOW,9.3=151,12=22=5,0.611@30.14,8.86	83.78	VLOW,VLOW,7.0=151,6=25=3,0.175@28.49,5.51	76.74	LOW,LOW,7.4=151,12=21=5,0.429@29.16,8.84	75.44	SOK,SOK,25.5=151,23=63=14,0.405@75.44,24.56	78.57	VLOW,VLOW,8.3=151,6=16=3,0.554@19.64,5.36	76.19	VLOW,VLOW,8.1=151,7=25=5,0.266@28.19,8.81	72.73	LOW,LOW,9.0=151,10=22=6,0.611@27.64,10.36	16.41
GNB3	HsaINT0070136	chr12:6841034-6841257	224	chr12:6840869-6841033=6841258-6841344:+	IR	86.81	OK,OK,17.6=151,43=36=6,0.626@73.79,11.21	100	VLOW,VLOW,4.2=151,14=10=0,0.382@24,0	81.25	LOW,LOW,6.3=151,10=16=3,0.554@23.56,5.44	82.86	LOW,LOW,7.2=151,19=10=3,0.525@26.52,5.48	69.84	SOK,SOK,23.2=151,40=48=19,0.802@74.73,32.27	66.04	OK,OK,12.1=151,15=20=9,0.903@29.06,14.94	78.95	LOW,LOW,7.2=151,16=14=4,0.675@26.84,7.16	65.71	VLOW,VLOW,3.9=151,9=14=6,0.382@19.06,9.94	77.22	OK,OK,17.6=151,29=32=9,0.904@54.05,15.95	65.52	VLOW,VLOW,4.9=151,9=10=5,0.762@15.72,8.28	76.92	VLOW,VLOW,6.5=151,6=14=3,0.662@17.69,5.31	91.67	VLOW,VLOW,6.3=151,14=8=1,0.662@21.08,1.92	-17.81
ADGRL1	HsaINT1002961	chr19:14163407-14167015	3609	chr19:14167016-14167030=14162606-14163406:-	IR	31.34	OK,OK,7.2=151,8=11=44,0.057@30.42,66.65	36.06	VLOW,VLOW,2.5=151,3=3=11,0.287@11.03,19.56	24.53	LOW,OK,2.5=151,2=5=18,0.537@8.65,26.62	35.08	LOW,LOW,2.1=151,3=3=15,0.153@10.95,20.26	16.47	OK,SOK,6.2=151,5=7=67,0.272@16.94,85.89	19	OK,OK,2.8=151,3=2=29,0.153@9.04,38.52	17.3	OK,OK,1.6=151,2=1=20,0.173@5.74,27.42	10.26	LOW,LOW,1.9=151,0=4=18,0.26@2.27,19.85	5.64	OK,OK,4.9=151,1=6=68,0.873@5.57,93.23	8.7	OK,OK,1.4=151,1=2=27,0.558@3.5,36.69	3.89	OK,OK,1.6=151,0=3=28,0.364@1.6,39.61	3.05	VLOW,LOW,1.9=151,0=1=13,0.51@0.53,16.87	-16.37
RHPN1	HsaINT0140585	chr8:143381345-143381571	227	chr8:143381268-143381344=143381572-143381718:+	IR	14.25	OK,OK,5.6=151,4=10=43,0.631@8.16,49.13	16.97	VLOW,VLOW,1.9=151,1=3=10,0.677@2.39,11.7	9.78	LOW,LOW,2.1=151,0=4=19,0.26@2.26,20.86	17.86	VLOW,VLOW,1.6=151,3=3=14,0.855@3.59,16.5	30.09	OK,OK,7.0=151,14=14=33,0.77@18.48,42.93	26.17	VLOW,VLOW,1.9=151,4=3=10,0.77@4.47,12.62	37.73	VLOW,VLOW,2.5=151,8=4=10,0.611@8.34,13.77	26.15	VLOW,VLOW,2.5=151,2=7=13,0.501@5.81,16.4	30.59	OK,OK,6.7=151,11=15=30,0.724@17.27,39.18	42.26	N,N,3.2=151,7=6=9,0.687@9.37,12.8	40.61	N,N,2.1=151,1=7=6,0.285@5.77,8.44	14.43	LOW,LOW,1.4=151,3=2=15,0.677@2.89,17.16	15.15
POMT1	HsaINT0129575	chr9:131522225-131522931	707	chr9:131522047-131522224=131522932-131523806:+	IR	33.08	OK,SOK,14.6=151,23=24=45,0.882@33.34,67.44	31.82	VLOW,VLOW,3.9=151,7=5=12,0.82@8.33,17.86	31.96	LOW,LOW,6.3=151,9=8=17,0.894@11.9,25.33	35.12	LOW,LOW,4.4=151,7=11=16,0.501@13.12,24.24	55.16	SOK,SOK,22.7=151,42=44=33,0.756@71.12,57.81	55.97	LOW,OK,7.7=151,17=18=13,0.594@29.1,22.9	47.02	LOW,LOW,9.0=151,12=16=15,0.78@22.1,24.9	68.27	VLOW,VLOW,6.0=151,13=10=5,0.715@20.44,9.5	48.15	OK,SOK,18.3=151,30=31=31,0.846@48.15,51.85	50.96	VLOW,LOW,5.1=151,10=14=11,0.418@19.48,18.75	60.32	N,VLOW,6.3=151,7=9=5,0.857@13.76,9.05	39.41	LOW,LOW,7.0=151,13=8=15,0.814@15.36,23.61	24.12
