GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
RPSA	HsaALTD0005603-3/4	chr3:39407621-39407821	41	chr3:39407621-39407780+39407786+39407821+39407865,39410754	Alt5	59.62	OK,OK,98.27,37=62=1,C3@36.96,25.04	63.16	VLOW,VLOW,100.00,12=19=0,C3@12.00,7.00	66.67	VLOW,VLOW,100.00,14=21=0,C3@14.00,7.00	49.87	VLOW,VLOW,95.28,11=22=1,C3@10.97,11.03	79.68	OK,OK,100.00,36=45=0,C3@35.86,9.14	89.34	VLOW,VLOW,100.00,17=19=0,C3@16.97,2.03	77.07	VLOW,VLOW,100.00,17=22=0,C3@16.96,5.04	49.61	N,N,100.00,6=12=0,C3@5.95,6.05	50.58	OK,OK,96.02,40=79=3,C3@39.96,39.04	73.57	VLOW,VLOW,100.00,14=19=0,C3@13.98,5.02	77.27	VLOW,VLOW,95.26,17=22=1,C3@17.00,5.00	76.21	VLOW,VLOW,88.63,13=17=2,C3@12.96,4.04	15.78
ZNF311	HsaALTD0007420-1/4	chr6:29003946-29004065	0	chr6:29003946+29003898+29003871+29003861-29004065,29003594	Alt5	51.36	OK,OK,98.13,27=53=1,S@27.22,25.78	44.06	VLOW,VLOW,100.00,7=16=0,S@7.05,8.95	55.40	VLOW,VLOW,95.21,11=20=1,S@11.08,8.92	53.48	VLOW,VLOW,100.00,9=17=0,S@9.09,7.91	71.66	OK,OK,97.55,57=80=2,S@57.33,22.67	71.96	LOW,LOW,100.00,25=35=0,S@25.19,9.81	76.17	LOW,LOW,96.15,19=25=1,S@19.04,5.96	65.47	VLOW,VLOW,95.21,13=20=1,S@13.09,6.91	78.91	OK,OK,96.82,48=61=2,S@48.14,12.86	94.12	VLOW,VLOW,100.00,16=17=0,S@16.00,1.00	69.46	LOW,LOW,92.84,18=26=2,S@18.06,7.94	76.86	VLOW,VLOW,100.00,13=17=0,S@13.07,3.93	29.17
MAP3K3	HsaALTD1043227-2/2	chr17:63685517-63685590	12	chr17:63685517-63685578+63685590,63688527	Alt5	51.63	OK,OK,100.00,28=55=0,S@28.40,26.60	63.18	VLOW,VLOW,100.00,10=16=0,S@10.11,5.89	37.52	VLOW,VLOW,100.00,7=19=0,S@7.13,11.87	59.79	VLOW,VLOW,100.00,13=22=0,S@13.15,8.85	62.84	OK,OK,100.00,46=74=0,S@46.50,27.50	57.38	LOW,LOW,100.00,17=30=0,S@17.21,12.79	67.31	LOW,LOW,100.00,18=27=0,S@18.17,8.83	65.37	VLOW,VLOW,100.00,11=17=0,S@11.11,5.89	76.64	OK,OK,100.00,51=67=0,S@51.35,15.65	71.43	VLOW,VLOW,100.00,17=24=0,S@17.14,6.86	70.61	VLOW,VLOW,100.00,14=20=0,S@14.12,5.88	83.73	VLOW,VLOW,100.00,20=24=0,S@20.10,3.90	21.76
MPPE1	HsaEX0040013	chr18:11897526-11897620	95	chr18:11905738,11897526-11897620,11897356	ANN	45.74	OK,OK,23=32=31,OK,S@39.34,46.66	46.28	VLOW,VLOW,9=9=10,OK,C1@12.96,15.04	35.53	VLOW,VLOW,5=9=12,OK,C1@9.24,16.76	56.76	VLOW,VLOW,9=16=9,OK,S@19.30,14.70	59.21	SOK,SOK,25=68=30,B1,S@72.83,50.17	49.11	LOW,LOW,9=24=16,B1,C1@24.06,24.94	68.02	VLOW,VLOW,6=26=7,B1,S@26.53,12.47	65.40	LOW,LOW,10=18=7,OK,S@22.89,12.11	61.75	OK,SOK,18=58=22,B1,S@60.52,37.48	61.62	VLOW,VLOW,6=11=5,OK,S@13.56,8.44	63.59	VLOW,VLOW,6=24=8,B1,S@24.16,13.84	60.03	VLOW,VLOW,6=23=9,B1,S@22.81,15.19	15.56
PVT1	HsaEX0051348	chr8:127998200-127998359	160	chr8:127989291,127998200-127998359,128009590	ANN	28.19	OK,SOK,6=37=55,B2,C1@27.63,70.37	23.26	OK,OK,4=11=25,B1,C1@9.30,30.70	28.94	OK,OK,1=15=20,B2,C1@10.42,25.58	37.06	VLOW,VLOW,1=11=10,B2,C1@8.15,13.85	54.23	SOK,SOK,17=65=34,B1,C2@62.91,53.09	57.44	VLOW,VLOW,6=27=12,B1,C2@25.85,19.15	50.46	VLOW,VLOW,4=21=12,B2,C1@18.67,18.33	52.88	VLOW,VLOW,7=18=11,B1,C2@19.04,16.96	47.21	SOK,SOK,8=67=41,B2,C1@54.76,61.24	50.50	VLOW,VLOW,2=21=11,B2,C1@17.17,16.83	49.57	LOW,LOW,5=29=17,B2,C1@25.28,25.72	38.42	VLOW,VLOW,1=17=14,B2,C1@12.29,19.71	16.41
ZNF587B	HsaEX7109037	chr19:57820494-57820549	56	chr19:57819945,57820494-57820549,57839023	ANN	68.30	SOK,SOK,76=29=22,B1,S@86.74,40.26	61.54	LOW,LOW,23=12=10,OK,S@27.69,17.31	76.69	VLOW,VLOW,29=9=5,B1,S@32.98,10.02	67.64	VLOW,VLOW,24=8=7,B1,S@26.38,12.62	60.19	SOK,SOK,82=47=39,OK,S@101.12,66.88	56.43	OK,OK,30=21=18,OK,S@38.94,30.06	73.68	OK,OK,28=21=8,OK,S@42.00,15.00	52.16	VLOW,VLOW,24=7=13,B1,S@22.95,21.05	47.60	SOK,SOK,71=44=58,OK,S@82.35,90.65	44.65	LOW,LOW,17=13=17,OK,S@20.99,26.01	49.61	OK,OK,36=20=26,OK,S@40.68,41.32	41.31	LOW,OK,18=11=19,OK,S@19.83,28.17	-23.43
KLHL17	HsaINT0088641	chr1:964181-964348	168	chr1:964107-964180=964349-964530:+	IR	39.78	SOK,SOK,37.1=119,60=46=79,0.984@75.03,113.59	36.12	OK,OK,11.5=119,21=9=26,0.655@20.6,36.43	39.06	OK,OK,10.6=119,20=19=30,0.853@27.5,42.91	44.24	OK,OK,15.0=119,19=18=23,0.983@27.06,34.11	52.44	SOK,SOK,56.5=119,116=57=77,0.892@133.14,120.75	53.27	OK,OK,21.2=119,37=21=25,0.921@44.92,39.4	46.81	OK,OK,17.9=119,35=17=29,0.846@38.54,43.79	57.31	OK,OK,17.4=119,44=19=23,0.516@49.99,37.24	60.39	SOK,SOK,50.3=119,86=72=51,0.985@128.4,84.22	59.22	OK,OK,16.5=119,32=27=20,0.815@47.6,32.78	69.09	OK,OK,17.4=119,29=21=11,0.92@42.8,19.15	54.69	OK,OK,16.5=119,25=24=20,0.948@38.44,31.85	21.19
ZBTB40	HsaINT0184632	chr1:22501685-22502298	614	chr1:22501492-22501684=22502299-22502441:+	IR	34.06	SOK,SOK,12.5=151,36=16=50,0.446@34.85,67.48	24.37	OK,OK,2.5=151,9=4=20,0.537@8.08,25.08	38.85	VLOW,VLOW,4.6=151,12=6=14,0.647@12.5,19.67	39.62	LOW,LOW,5.3=151,15=6=16,0.472@14.66,22.34	28.09	SOK,SOK,16.2=151,45=29=94,0.404@47.39,121.31	28.53	OK,OK,8.1=151,21=16=46,0.547@23.77,59.56	31.38	OK,OK,3.2=151,14=11=27,0.24@16.42,35.91	22.2	OK,OK,4.9=151,10=2=21,0.289@7.33,25.7	18.67	SOK,SOK,7.7=151,15=18=71,0.687@19.58,85.28	24.22	OK,OK,2.3=151,8=5=20,0.422@8.07,25.26	13.17	OK,OK,2.8=151,1=7=26,0.285@4.53,29.84	19.25	OK,OK,2.5=151,6=6=25,0.762@7.15,30.01	-15.40
ARTN	HsaINT0012953	chr1:43934261-43935589	1329	chr1:43934112-43934260=43935590-43935716:+	IR	34.15	SOK,SOK,16.4=151,33=23=54,0.788@37.56,72.44	41.18	VLOW,VLOW,5.6=151,12=2=10,0.19@9.88,14.12	36.51	OK,OK,5.1=151,11=12=20,0.647@15.7,27.3	28.36	OK,OK,5.8=151,10=9=24,0.857@12.19,30.81	45.66	SOK,SOK,15.3=151,40=39=47,0.483@57.53,68.47	38.98	LOW,LOW,5.1=151,10=13=18,0.588@15.98,25.02	49.25	LOW,LOW,5.8=151,18=15=17,0.449@24.62,25.38	48.94	VLOW,VLOW,4.4=151,12=11=12,0.501@17.13,17.87	49.64	SOK,SOK,17.6=151,32=37=35,0.799@51.63,52.37	44.83	LOW,LOW,5.8=151,14=12=16,0.662@18.83,23.17	57.58	VLOW,VLOW,5.6=151,10=9=7,0.857@14.97,11.03	50	VLOW,VLOW,6.3=151,8=16=12,0.554@18,18	15.45
LMBR1L	HsaINT0092375	chr12:49102197-49102292	96	chr12:49102293-49102376=49102120-49102196:-	IR	14.79	OK,OK,10.4=47,5=8=36,0.762@7.6,43.76	16.04	VLOW,VLOW,3.0=47,3=1=10,0.677@2.34,12.24	14.7	VLOW,VLOW,3.0=47,1=4=14,0.558@2.94,17.03	13.84	VLOW,VLOW,4.5=47,1=3=12,0.558@2.33,14.49	18.85	OK,SOK,23.1=47,16=16=66,0.968@19.29,83.06	7.08	OK,OK,6.7=47,3=1=25,0.285@2.16,28.33	26.47	LOW,LOW,6.0=47,6=6=16,0.97@7.7,21.39	23.47	OK,OK,10.4=47,7=9=25,0.918@10.04,32.74	34.02	OK,OK,23.8=47,24=16=37,0.959@27.12,52.59	43.87	VLOW,VLOW,9.7=47,10=8=11,0.955@13.12,16.78	24.18	LOW,LOW,7.5=47,5=5=15,0.903@6.3,19.76	34.13	VLOW,VLOW,6.7=47,9=3=11,0.537@8.11,15.65	19.20
PIGQ	HsaINT0124819	chr16:575971-576133	163	chr16:575839-575970=576134-576254:+	IR	49.14	SOK,SOK,78.3=114,155=73=118,0.889@170.02,175.98	54.24	OK,OK,21.5=114,46=18=27,0.532@49.36,41.64	48.19	SOK,SOK,27.6=114,48=32=43,0.955@59.27,63.73	46.67	SOK,SOK,29.2=114,61=23=48,0.459@61.6,70.4	55.81	SOK,SOK,102.8=114,208=90=118,0.755@232.17,183.83	56.25	SOK,SOK,35.9=114,80=28=42,0.312@84.38,65.62	61.54	SOK,SOK,39.3=114,74=38=35,0.911@90.46,56.54	48.75	SOK,SOK,27.6=114,54=24=41,0.715@58.01,60.99	64.29	SOK,SOK,83.8=114,179=55=65,0.0481@192.23,106.77	67.86	OK,OK,27.9=114,55=21=18,0.486@63.79,30.21	57.33	SOK,SOK,29.5=114,67=19=32,0.111@67.65,50.35	70.59	OK,OK,26.4=114,57=15=15,0.0901@61.41,25.59	15.56
HSF4	HsaINT0077789	chr16:67164935-67165521	587	chr16:67164812-67164934=67165522-67165630:+	IR	53.64	SOK,SOK,18.8=151,42=39=35,0.726@62.22,53.78	53.85	VLOW,VLOW,4.9=151,12=9=9,0.647@16.16,13.85	54.1	LOW,LOW,6.5=151,16=17=14,0.5@25.43,21.57	52.94	VLOW,VLOW,7.4=151,14=13=12,0.77@20.65,18.35	61.9	SOK,SOK,22.7=151,55=62=36,0.432@94.71,58.29	62.03	OK,OK,10.2=151,27=22=15,0.5@39.7,24.3	49.25	LOW,LOW,6.0=151,13=20=17,0.354@24.62,25.38	81.4	OK,OK,6.5=151,15=20=4,0.354@31.75,7.25	72.73	OK,OK,19.5=151,45=35=15,0.638@69.09,25.91	80.65	VLOW,VLOW,6.0=151,13=12=3,0.715@22.58,5.42	65.71	VLOW,VLOW,6.7=151,12=11=6,0.853@19.06,9.94	72.73	LOW,LOW,6.7=151,20=12=6,0.476@27.64,10.36	19.40
CARD14	HsaINT0027711	chr17:80198163-80198398	236	chr17:80198099-80198162=80198399-80198591:+	IR	22.33	SOK,SOK,14.4=151,43=25=118,0.306@41.59,144.67	22.35	OK,OK,3.7=151,15=4=33,0.33@11.62,40.38	20.79	OK,OK,4.4=151,12=9=40,0.501@12.68,48.32	23.62	OK,OK,6.3=151,16=12=45,0.554@17.31,55.96	23.21	SOK,SOK,17.6=151,46=43=147,0.532@54.82,181.38	25.68	OK,OK,7.9=151,18=16=49,0.687@21.37,61.84	23.21	OK,OK,5.8=151,14=12=43,0.662@16.01,52.99	20.86	OK,OK,3.9=151,14=15=55,0.33@17.52,66.48	37.72	SOK,SOK,23.6=151,48=61=90,0.527@75.06,123.94	37.78	OK,OK,8.6=151,13=21=28,0.655@23.42,38.58	35.14	OK,OK,6.3=151,21=18=36,0.311@26.36,48.65	40.91	OK,OK,8.8=151,14=22=26,0.611@25.36,36.64	15.69
ADGRL1	HsaINT1002961	chr19:14163407-14167015	3609	chr19:14167016-14167030=14162606-14163406:-	IR	31.34	OK,OK,7.2=151,8=11=44,0.057@30.42,66.65	36.06	VLOW,VLOW,2.5=151,3=3=11,0.287@11.03,19.56	24.53	LOW,OK,2.5=151,2=5=18,0.537@8.65,26.62	35.08	LOW,LOW,2.1=151,3=3=15,0.153@10.95,20.26	16.47	OK,SOK,6.2=151,5=7=67,0.272@16.94,85.89	19	OK,OK,2.8=151,3=2=29,0.153@9.04,38.52	17.3	OK,OK,1.6=151,2=1=20,0.173@5.74,27.42	10.26	LOW,LOW,1.9=151,0=4=18,0.26@2.27,19.85	5.64	OK,OK,4.9=151,1=6=68,0.873@5.57,93.23	8.7	OK,OK,1.4=151,1=2=27,0.558@3.5,36.69	3.89	OK,OK,1.6=151,0=3=28,0.364@1.6,39.61	3.05	VLOW,LOW,1.9=151,0=1=13,0.51@0.53,16.87	-26.68
CLK1	HsaINT0036423	chr2:200860216-200861237	1022	chr2:200861238-200861466=200860125-200860215:-	IR	34.13	SOK,SOK,61.2=151,88=196=274,0.0479@190.45,367.55	40	SOK,SOK,17.9=151,31=65=72,0.1@67.2,100.8	32.29	SOK,SOK,21.8=151,31=72=108,0.16@68.13,142.87	31.14	SOK,SOK,21.6=151,26=59=94,0.444@55.74,123.26	19.69	SOK,SOK,39.2=151,72=157=467,0.00359@137.04,558.96	21.26	SOK,SOK,13.2=151,40=68=200,0.00657@65.48,242.52	18.44	SOK,SOK,12.1=151,20=46=146,0.116@39.09,172.91	18.52	SOK,SOK,13.9=151,12=43=121,0.169@32.6,143.4	18.28	SOK,SOK,43.4=151,84=145=512,0.0473@135.45,605.55	19.01	SOK,SOK,13.7=151,27=50=164,0.147@45.81,195.19	18.22	SOK,SOK,13.4=151,32=50=184,0.102@48.47,217.53	17.59	SOK,SOK,16.2=151,25=45=164,0.404@41.16,192.84	-16.21
PLXNB1	HsaINT0128029	chr3:48419367-48419576	210	chr3:48419577-48420257=48419244-48419366:-	IR	40.09	SOK,SOK,14.6=151,46=29=56,0.271@54.08,80.81	34.55	LOW,LOW,2.5=151,10=9=18,0.466@13.16,24.93	52.07	LOW,LOW,6.5=151,23=14=17,0.204@28.96,26.66	31.15	OK,OK,5.6=151,13=6=21,0.715@12.83,28.35	34.67	SOK,SOK,13.9=151,40=29=65,0.366@47.82,90.12	35.63	OK,OK,5.8=151,17=14=28,0.449@21.64,39.1	43.35	LOW,LOW,5.6=151,15=8=15,0.608@16.97,22.18	25.45	OK,OK,2.5=151,8=7=22,0.611@9.69,28.37	21.11	SOK,SOK,10.7=151,23=15=71,0.719@23.69,88.52	27.59	OK,OK,4.4=151,9=7=21,0.697@10.51,27.58	14.29	OK,OK,2.3=151,5=4=27,0.679@5.3,31.76	22.03	OK,OK,3.9=151,9=4=23,0.697@8.16,28.89	-17.96
ZNF800	HsaINT0188440	chr7:127371815-127373341	1527	chr7:127373342-127375034=127370299-127371814:-	IR	16.92	SOK,SOK,4.6=151,25=8=81,0.103@19.29,94.71	17.86	OK,OK,1.2=151,7=3=23,0.285@5.89,27.11	13.16	OK,OK,1.6=151,6=4=33,0.588@5.66,37.34	20.63	OK,OK,1.9=151,12=1=25,0.0781@7.84,30.16	24.23	SOK,SOK,8.3=151,48=7=86,0.00457@34.16,106.84	23.53	OK,OK,3.5=151,21=3=39,0.0573@14.82,48.18	25.71	OK,OK,2.5=151,16=2=26,0.0766@11.31,32.69	23.64	OK,OK,2.3=151,11=2=21,0.235@8.04,25.96	33.33	SOK,SOK,9.3=151,42=14=56,0.0533@37.33,74.67	34.55	LOW,LOW,2.5=151,15=4=18,0.199@12.78,24.22	29.82	OK,OK,2.8=151,11=6=20,0.4@11.03,25.97	35.71	LOW,LOW,3.9=151,16=4=18,0.283@13.57,24.43	16.14
