GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
CLCN6	HsaALTA0001897-4/4	chr1:11827089-11827221	26	chr1:11826214,11827115+11827112+11827091+11827089-11827221	Alt3	82.68	VLOW,VLOW,100.00,18=22=0,S@18.19,3.81	78.78	N,N,100.00,7=9=0,C1@7.09,1.91	92.11	N,N,100.00,11=12=0,S@11.05,0.95	0.00	N,N,100.00,0=1=0,S@0.00,1.00	100.00	VLOW,LOW,100.00,24=24=0,C1@24.00,0.00	100.00	N,N,100.00,8=8=0,S@8.00,0.00	100.00	N,N,100.00,6=6=0,C1@6.00,0.00	100.00	N,N,100.00,10=10=0,C1@10.00,0.00	88.85	LOW,LOW,100.00,30=34=0,C1@30.21,3.79	88.13	N,N,100.00,7=8=0,S@7.05,0.95	100.00	N,N,100.00,11=11=0,C1@11.00,0.00	81.00	VLOW,VLOW,100.00,12=15=0,C2@12.15,2.85	17.32
RUFY3	HsaALTA0007434-2/2	chr4:70793765-70793904	20	chr4:70789592,70793785+70793765-70793904	Alt3	22.50	OK,OK,90.02,9=40=4,S@9.00,31.00	33.33	VLOW,VLOW,100.00,5=15=0,S@5.00,10.00	0.00	N,N,88.14,0=10=1,S@0.00,10.00	26.67	VLOW,VLOW,82.93,4=15=3,S@4.00,11.00	37.93	LOW,LOW,80.10,11=29=7,S@11.00,18.00	40.00	VLOW,VLOW,87.93,6=15=2,S@6.00,9.00	37.50	N,N,100.00,3=8=0,S@3.00,5.00	33.33	N,N,53.83,2=6=5,S@2.00,4.00	34.15	OK,OK,86.91,14=41=6,S@14.00,27.00	16.67	N,N,79.53,2=12=3,S@2.00,10.00	46.67	VLOW,VLOW,87.93,7=15=2,S@7.00,8.00	35.71	N,N,93.15,5=14=1,S@5.00,9.00	15.43
VIM	HsaALTA1002049-5/6	chr10:17229276-17229750	456	chr10:17228676,17229732+17229503+17229461+17229299+17229276+17229257-17229750	Alt3	59.39	VLOW,VLOW,100.00,12=20=0,C1@11.88,8.12	49.28	N,N,100.00,1=2=0,S@0.99,1.01	100.00	N,N,100.00,5=5=0,S@5.00,0.00	45.54	N,N,100.00,6=13=0,C2@5.92,7.08	77.27	VLOW,VLOW,100.00,14=18=0,C2@13.91,4.09	49.28	N,N,100.00,1=2=0,C2@0.99,1.01	87.18	N,N,100.00,7=8=0,C3@6.97,1.03	74.45	N,N,100.00,6=8=0,C1@5.96,2.04	68.12	LOW,LOW,100.00,22=32=0,C2@21.80,10.20	70.83	N,N,100.00,5=7=0,C1@4.96,2.04	68.61	N,N,100.00,9=13=0,C2@8.92,4.08	66.02	N,N,100.00,8=12=0,C2@7.92,4.08	17.88
PARP3	HsaALTA0006082-2/2	chr3:51943349-51943538	5	chr3:51942708,51943354+51943349-51943538	Alt3	28.57	LOW,LOW,100.00,10=35=0,C2@10.00,25.00	36.36	N,N,100.00,4=11=0,C2@4.00,7.00	16.67	N,N,100.00,2=12=0,C1@2.00,10.00	33.33	N,N,100.00,4=12=0,C2@4.00,8.00	50.00	OK,OK,100.00,21=42=0,C2@21.00,21.00	33.33	N,N,100.00,4=12=0,S@4.00,8.00	75.00	N,N,100.00,9=12=0,C3@9.00,3.00	44.44	VLOW,VLOW,100.00,8=18=0,C2@8.00,10.00	37.21	OK,OK,100.00,16=43=0,C2@16.00,27.00	43.75	VLOW,VLOW,100.00,7=16=0,C2@7.00,9.00	26.67	VLOW,VLOW,100.00,4=15=0,C1@4.00,11.00	41.67	N,N,100.00,5=12=0,C2@5.00,7.00	21.43
ADAMTS6	HsaALTA0000224-1/2	chr5:65452133-65452216	0	chr5:65452707,65452133-65452216+65452221	Alt3	50.14	VLOW,VLOW,100.00,10=20=0,C1@10.03,9.97	100.00	N,N,100.00,1=1=0,C3@1.00,0.00	50.00	N,N,100.00,5=10=0,C1@5.00,5.00	44.73	N,N,100.00,4=9=0,C2@4.03,4.97	76.00	LOW,LOW,100.00,19=25=0,C1@19.00,6.00	87.50	N,N,100.00,7=8=0,C2@7.00,1.00	62.50	N,N,100.00,5=8=0,C1@5.00,3.00	77.78	N,N,100.00,7=9=0,C1@7.00,2.00	52.48	LOW,LOW,100.00,13=25=0,C2@13.12,11.88	60.00	N,N,100.00,3=5=0,C1@3.00,2.00	46.98	N,N,100.00,6=13=0,C2@6.11,6.89	57.14	N,N,100.00,4=7=0,S@4.00,3.00	25.86
PPP1R3F	HsaALTA0006611-2/2	chrX:49281981-49282063	3	chrX:49281461,49281984+49281981-49282063	Alt3	67.39	OK,OK,100.00,31=46=0,S@31.00,15.00	62.50	N,N,100.00,5=8=0,S@5.00,3.00	65.22	VLOW,VLOW,100.00,15=23=0,S@15.00,8.00	75.00	VLOW,VLOW,100.00,12=16=0,S@12.00,4.00	82.61	OK,OK,100.00,38=46=0,S@38.00,8.00	75.00	VLOW,VLOW,100.00,12=16=0,S@12.00,4.00	78.95	VLOW,VLOW,100.00,15=19=0,S@15.00,4.00	100.00	N,N,100.00,11=11=0,S@11.00,0.00	75.00	LOW,LOW,100.00,21=28=0,S@21.00,7.00	50.00	N,N,100.00,3=6=0,S@3.00,3.00	78.57	N,N,100.00,11=14=0,S@11.00,3.00	87.50	N,N,100.00,7=8=0,S@7.00,1.00	15.22
SYNE2	HsaALTA1003439-1/2	chr14:64170233-64170321	0	chr14:64168971,64170233+64170228-64170321	Alt3	0.00	VLOW,VLOW,100.00,0=19=0,S@0.00,19.00	0.00	N,N,100.00,0=6=0,S@0.00,6.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	66.35	LOW,SOK,100.00,3=36=0,C3@23.89,12.11	0.00	N,VLOW,100.00,0=14=0,S@0.00,14.00	11.76	N,N,100.00,1=9=0,S@1.06,7.94	84.21	N,OK,100.00,2=14=0,C3@11.79,2.21	74.72	LOW,OK,100.00,3=25=0,C3@18.68,6.32	0.00	N,N,100.00,0=10=0,S@0.00,10.00	84.21	N,OK,100.00,1=7=0,C3@5.89,1.11	84.63	N,OK,100.00,2=8=0,C3@6.77,1.23	66.35
SYNE2	HsaALTA0008401-2/4	chr14:64224996-64225045	3	chr14:64224547,64224999+64224996+64224983+64224952-64225045	Alt3	25.00	LOW,LOW,100.00,8=32=0,S@8.00,24.00	33.33	N,N,100.00,3=9=0,S@3.00,6.00	13.33	VLOW,VLOW,100.00,2=15=0,S@2.00,13.00	37.50	N,N,100.00,3=8=0,S@3.00,5.00	41.18	LOW,LOW,100.00,14=34=0,S@14.00,20.00	38.46	N,N,100.00,5=13=0,S@5.00,8.00	46.67	VLOW,VLOW,100.00,7=15=0,S@7.00,8.00	33.33	N,N,100.00,2=6=0,S@2.00,4.00	56.52	VLOW,VLOW,100.00,13=23=0,S@13.00,10.00	37.50	N,N,100.00,3=8=0,S@3.00,5.00	71.43	N,N,100.00,5=7=0,S@5.00,2.00	62.50	N,N,100.00,5=8=0,S@5.00,3.00	16.18
EIF4B	HsaALTA1063436-4/4	chr12:53033791-53034034	153	chr12:53028188,53033944+53033914+53033876+53033791-53034034	Alt3	53.22	VLOW,VLOW,100.00,9=17=0,C1@9.05,7.95	100.00	N,N,100.00,3=3=0,S@3.00,0.00	37.92	N,N,100.00,3=8=0,C1@3.03,4.97	50.00	N,N,100.00,3=6=0,S@3.00,3.00	73.83	LOW,LOW,90.13,22=30=2,C1@22.15,7.85	64.29	N,VLOW,89.56,9=14=1,S@9.00,5.00	90.80	N,N,85.87,9=10=1,C1@9.08,0.92	67.96	N,N,100.00,4=6=0,C1@4.08,1.92	79.41	LOW,LOW,89.52,27=34=3,S@27.00,7.00	100.00	N,N,100.00,6=6=0,S@6.00,0.00	84.62	N,N,81.35,11=13=2,S@11.00,2.00	66.67	VLOW,VLOW,93.75,10=15=1,S@10.00,5.00	20.61
WISP2	HsaALTA1004123-2/4	chr20:44715366-44715450	20	chr20:44715161,44715386+44715366+44715353+44715345-44715450	Alt3	54.96	SOK,SOK,100.00,59=108=0,S@59.36,48.64	54.43	VLOW,VLOW,100.00,13=24=0,S@13.06,10.94	37.53	OK,OK,100.00,16=43=0,S@16.14,26.86	73.48	OK,OK,100.00,30=41=0,S@30.13,10.87	70.63	SOK,SOK,100.00,81=115=0,S@81.22,33.78	70.54	LOW,LOW,100.00,26=37=0,S@26.10,10.90	72.34	LOW,LOW,100.00,26=36=0,S@26.04,9.96	69.24	OK,OK,100.00,29=42=0,S@29.08,12.92	66.17	SOK,SOK,99.09,74=112=1,S@74.11,37.89	66.80	OK,OK,100.00,28=42=0,S@28.06,13.94	69.44	LOW,LOW,100.00,25=36=0,S@25.00,11.00	63.01	LOW,LOW,97.13,22=35=1,S@22.05,12.95	15.67
ATG2B	HsaALTA1004608-3/4	chr14:96332501-96332655	129	chr14:96333688,96332501-96332526+96332652+96332655+96332670	Alt3	53.81	OK,SOK,100.00,87=94=0,S@50.58,43.42	73.11	LOW,OK,100.00,29=30=0,S@21.93,8.07	42.86	LOW,OK,100.00,24=27=0,S@11.57,15.43	50.00	LOW,OK,100.00,32=35=0,S@17.50,17.50	99.01	OK,SOK,98.99,91=92=1,S@91.09,0.91	100.00	OK,OK,100.00,45=45=0,S@45.00,0.00	95.83	VLOW,VLOW,100.00,21=22=0,S@21.08,0.92	100.00	LOW,LOW,96.37,25=25=1,S@25.00,0.00	55.88	OK,SOK,100.00,81=87=0,S@48.62,38.38	100.00	VLOW,LOW,100.00,23=23=0,S@23.00,0.00	44.83	LOW,OK,100.00,26=29=0,S@13.00,16.00	50.05	LOW,OK,100.00,32=35=0,S@17.52,17.48	45.20
FGFR3	HsaALTA0003348-2/3	chr4:1804821-1804969	3	chr4:1804520,1804824+1804821+1804752-1804969	Alt3	28.00	LOW,OK,100.00,7=25=0,S@7.00,18.00	0.00	N,N,100.00,0=4=0,S@0.00,4.00	12.50	N,N,100.00,1=8=0,S@1.00,7.00	46.15	N,VLOW,100.00,6=13=0,S@6.00,7.00	44.44	VLOW,LOW,100.00,8=18=0,S@8.00,10.00	42.86	N,N,100.00,3=7=0,S@3.00,4.00	50.00	N,N,100.00,2=4=0,S@2.00,2.00	42.86	N,N,100.00,3=7=0,S@3.00,4.00	12.50	VLOW,LOW,94.12,2=16=1,S@2.00,14.00	20.00	N,N,100.00,1=5=0,S@1.00,4.00	0.00	N,N,87.50,0=7=1,S@0.00,7.00	25.00	N,N,100.00,1=4=0,S@1.00,3.00	16.44
VASH1	HsaALTA0009384-4/4	chr14:76763375-76763567	223	chr14:76763130,76763598+76763578+76763559+76763375-76763643	Alt3	38.70	VLOW,LOW,53.21,13=17=27,S@6.58,10.42	100.00	N,N,51.61,7=7=6,S@7.00,0.00	49.28	N,N,29.19,2=4=9,S@1.97,2.03	17.75	N,VLOW,63.19,4=6=12,S@1.06,4.94	79.53	VLOW,VLOW,31.50,12=15=30,S@11.93,3.07	79.53	N,N,33.82,4=5=9,S@3.98,1.02	79.53	N,N,33.82,4=5=9,S@3.98,1.02	79.53	N,N,27.70,4=5=12,S@3.98,1.02	90.67	VLOW,VLOW,57.35,20=22=15,S@19.95,2.05	100.00	N,N,61.54,7=7=4,S@7.00,0.00	100.00	N,N,40.68,6=6=8,S@6.00,0.00	77.27	N,N,73.41,7=9=3,S@6.95,2.05	40.83
CHFR	HsaALTA1005619-1/5	chr12:132869724-132869798	0	chr12:132870724,132869724-132869798+132869834+132869887+132870183+132870186	Alt3	59.50	OK,OK,87.05,28=47=7,S@27.96,19.04	41.67	N,N,92.31,5=12=1,S@5.00,7.00	56.90	N,N,77.85,8=14=4,S@7.97,6.03	71.43	VLOW,VLOW,91.30,15=21=2,S@15.00,6.00	85.42	OK,OK,75.79,41=48=15,S@41.00,7.00	78.26	VLOW,VLOW,76.24,18=23=7,S@18.00,5.00	87.50	VLOW,VLOW,83.48,14=16=3,S@14.00,2.00	100.00	N,N,64.29,9=9=5,S@9.00,0.00	69.70	LOW,LOW,70.21,23=33=14,S@23.00,10.00	84.62	N,N,76.47,11=13=4,S@11.00,2.00	50.00	N,N,90.91,5=10=1,S@5.00,5.00	70.00	N,N,52.63,7=10=9,S@7.00,3.00	25.92
ARHGEF10L	HsaALTA1005988-2/2	chr1:17607799-17607977	3	chr1:17603591,17607802+17607799-17607977	Alt3	10.51	LOW,LOW,90.40,3=27=3,S@2.84,24.16	19.02	N,N,83.60,1=5=1,S@0.95,4.05	17.27	N,N,92.05,2=11=1,S@1.90,9.10	0.00	N,N,92.13,0=11=1,S@0.00,11.00	27.31	LOW,LOW,93.61,8=28=2,S@7.65,20.35	42.91	N,N,90.31,4=9=1,S@3.86,5.14	10.51	N,N,90.49,1=9=1,C1@0.95,8.05	28.70	N,N,100.00,3=10=0,S@2.87,7.13	5.16	LOW,OK,82.56,2=36=8,C1@1.86,34.14	8.36	N,N,85.31,1=11=2,C1@0.92,10.08	8.59	N,N,74.14,1=11=4,S@0.94,10.06	0.00	N,VLOW,88.17,0=14=2,C1@0.00,14.00	16.80
RASAL2	HsaALTA0007008-1/2	chr1:178456721-178456899	0	chr1:178454648,178456721+178456700-178456899	Alt3	45.45	OK,OK,100.00,20=44=0,S@20.00,24.00	40.00	VLOW,VLOW,100.00,6=15=0,S@6.00,9.00	25.00	N,N,100.00,3=12=0,S@3.00,9.00	64.71	VLOW,VLOW,100.00,11=17=0,S@11.00,6.00	66.67	OK,OK,100.00,46=69=0,S@46.00,23.00	83.33	LOW,LOW,100.00,25=30=0,S@25.00,5.00	62.50	VLOW,VLOW,100.00,10=16=0,S@10.00,6.00	47.83	VLOW,LOW,100.00,11=23=0,S@11.00,12.00	61.22	OK,OK,100.00,30=49=0,S@30.00,19.00	65.22	VLOW,LOW,100.00,15=23=0,S@15.00,8.00	60.00	VLOW,VLOW,100.00,9=15=0,S@9.00,6.00	50.00	N,N,100.00,6=12=0,S@6.00,6.00	21.22
SEC31B	HsaALTA1063884-2/2	chr10:100507908-100508051	3	chr10:100509007,100507908-100508048+100508051	Alt3	25.48	VLOW,LOW,100.00,6=23=0,S@5.86,17.14	22.52	N,N,100.00,3=13=0,S@2.93,10.07	32.63	N,N,100.00,2=6=0,S@1.96,4.04	24.41	N,N,100.00,1=4=0,S@0.98,3.02	40.61	LOW,LOW,100.00,12=29=0,S@11.78,17.22	30.10	N,N,100.00,4=13=0,S@3.91,9.09	49.21	N,N,100.00,4=8=0,S@3.94,4.06	49.21	N,N,100.00,4=8=0,S@3.94,4.06	22.17	VLOW,VLOW,100.00,5=22=0,S@4.88,17.12	24.41	N,N,100.00,2=8=0,S@1.95,6.05	12.16	N,N,100.00,1=8=0,S@0.97,7.03	32.63	N,N,100.00,2=6=0,S@1.96,4.04	15.13
MOK	HsaALTA0006966-2/2	chr14:102250967-102250990	3	chr14:102251756,102250967-102250987+102250990	Alt3	41.45	VLOW,VLOW,100.00,9=22=0,S@9.12,12.88	82.45	N,N,100.00,5=6=0,C1@4.95,1.05	40.72	N,N,100.00,2=5=0,S@2.04,2.96	18.63	N,N,100.00,2=11=0,S@2.05,8.95	66.06	LOW,LOW,100.00,17=26=0,S@17.18,8.82	46.20	N,N,100.00,5=11=0,S@5.08,5.92	67.33	N,N,100.00,2=3=0,S@2.02,0.98	83.74	N,N,100.00,10=12=0,S@10.05,1.95	79.07	N,N,100.00,11=14=0,S@11.07,2.93	100.00	N,N,100.00,4=4=0,S@4.00,0.00	40.72	N,N,100.00,2=5=0,S@2.04,2.96	100.00	N,N,100.00,5=5=0,S@5.00,0.00	24.61
ATRX	HsaALTA0000829-1/2	chrX:77688902-77688924	0	chrX:77693824,77688902-77688924+77688927	Alt3	18.42	OK,SOK,99.37,29=62=1,C2@11.42,50.58	25.82	VLOW,LOW,96.44,7=16=1,C3@4.13,11.87	13.57	LOW,SOK,100.00,14=30=0,C2@4.07,25.93	29.49	VLOW,LOW,100.00,8=16=0,C3@4.72,11.28	46.89	OK,SOK,100.00,30=65=0,C2@30.48,34.52	62.07	LOW,LOW,100.00,13=26=0,C3@16.14,9.86	45.22	VLOW,OK,100.00,8=21=0,C2@9.50,11.50	30.92	VLOW,LOW,100.00,9=18=0,C3@5.57,12.43	36.63	OK,OK,100.00,22=45=0,C2@16.48,28.52	30.87	VLOW,LOW,100.00,8=15=0,C3@4.63,10.37	8.44	N,LOW,100.00,3=14=0,C2@1.18,12.82	73.54	VLOW,LOW,100.00,11=18=0,C3@13.24,4.76	28.47
ZNF213	HsaALTA1007768-1/3	chr16:3138418-3138541	0	chr16:3137679,3138418+3138354+3138199-3138541	Alt3	70.00	OK,OK,100.00,42=60=0,S@42.00,18.00	85.00	VLOW,LOW,100.00,17=20=0,S@17.00,3.00	47.06	VLOW,LOW,100.00,8=17=0,S@8.00,9.00	72.73	VLOW,LOW,100.00,16=22=0,S@16.00,6.00	86.17	OK,SOK,100.00,81=94=0,S@81.00,13.00	82.61	VLOW,LOW,100.00,19=23=0,S@19.00,4.00	88.89	LOW,OK,100.00,32=36=0,S@32.00,4.00	83.87	LOW,OK,100.00,26=31=0,S@26.00,5.00	87.50	OK,SOK,100.00,63=72=0,S@63.00,9.00	86.67	LOW,OK,100.00,26=30=0,S@26.00,4.00	75.00	VLOW,LOW,100.00,15=20=0,S@15.00,5.00	100.00	VLOW,LOW,100.00,22=22=0,S@22.00,0.00	16.17
SNX5	HsaALTA1008424-2/2	chr20:17968108-17968289	128	chr20:17968375,17968108-17968161+17968289	Alt3	56.45	OK,OK,95.51,36=63=3,C1@35.56,27.44	53.91	VLOW,VLOW,100.00,12=22=0,C1@11.86,10.14	63.27	VLOW,VLOW,95.68,14=22=1,C1@13.92,8.08	53.96	VLOW,VLOW,91.07,11=20=2,C1@10.79,9.21	72.22	OK,OK,94.92,54=74=4,C1@53.44,20.56	61.26	LOW,LOW,97.03,20=32=1,C1@19.60,12.40	71.63	LOW,LOW,100.00,18=25=0,S@17.91,7.09	94.12	VLOW,VLOW,85.00,16=17=3,S@16.00,1.00	74.35	OK,OK,97.80,33=44=1,C1@32.71,11.29	93.33	VLOW,VLOW,100.00,14=15=0,S@14.00,1.00	67.96	VLOW,VLOW,95.03,13=19=1,C1@12.91,6.09	65.26	N,N,100.00,8=12=0,C1@7.83,4.17	15.77
YPEL3	HsaALTA1008702-1/2	chr16:30095252-30095335	0	chr16:30096097,30095252-30095335+30095434	Alt3	6.67	VLOW,VLOW,100.00,1=15=0,S@1.00,14.00	14.29	N,N,100.00,1=7=0,S@1.00,6.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	0.00	N,N,100.00,0=3=0,S@0.00,3.00	25.00	VLOW,VLOW,100.00,4=16=0,S@4.00,12.00	0.00	N,N,100.00,0=7=0,S@0.00,7.00	75.00	N,N,100.00,3=4=0,S@3.00,1.00	20.00	N,N,100.00,1=5=0,S@1.00,4.00	10.09	N,N,100.00,1=10=0,C1@1.01,8.99	20.00	N,N,100.00,1=5=0,S@1.00,4.00	0.00	N,N,100.00,0=1=0,S@0.00,1.00	0.00	N,N,100.00,0=4=0,C2@0.00,4.00	18.33
PITPNM2	HsaALTA1008883-3/3	chr12:122994801-122994979	51	chr12:122995389,122994801-122994928+122994931+122994979	Alt3	63.36	VLOW,VLOW,84.67,14=22=4,S@13.94,8.06	37.35	N,N,100.00,3=8=0,S@2.99,5.01	100.00	N,N,75.00,3=3=1,S@3.00,0.00	72.30	N,N,78.67,8=11=3,S@7.95,3.05	84.21	VLOW,VLOW,95.00,16=19=1,S@16.00,3.00	85.71	N,N,100.00,6=7=0,S@6.00,1.00	83.33	N,N,85.71,5=6=1,S@5.00,1.00	83.33	N,N,100.00,5=6=0,S@5.00,1.00	90.78	VLOW,VLOW,95.66,20=22=1,S@19.97,2.03	75.00	N,N,100.00,3=4=0,S@3.00,1.00	85.32	N,N,87.55,6=7=1,S@5.97,1.03	100.00	N,N,100.00,11=11=0,S@11.00,0.00	20.85
HSP90AB1	HsaALTA1009572-5/6	chr6:44253045-44253372	216	chr6:44248780,44253261+44253237+44253095+44253062+44253045+44253025-44253372	Alt3	25.53	LOW,LOW,100.00,8=27=0,C3@6.89,20.11	28.45	N,N,100.00,4=10=0,C3@2.84,7.16	17.49	N,VLOW,100.00,3=13=0,C3@2.27,10.73	11.04	N,VLOW,100.00,2=10=0,C3@1.10,8.90	46.83	OK,OK,98.02,23=46=1,C3@21.54,24.46	18.11	VLOW,VLOW,100.00,4=18=0,C3@3.26,14.74	15.12	N,VLOW,100.00,3=13=0,C3@1.97,11.03	26.01	VLOW,VLOW,95.14,5=15=1,C3@3.90,11.10	18.08	LOW,LOW,100.00,6=25=0,C3@4.52,20.48	19.88	N,VLOW,100.00,3=11=0,C3@2.19,8.81	29.60	N,N,100.00,3=10=0,C3@2.96,7.04	0.00	N,N,100.00,0=7=0,C3@0.00,7.00	21.30
MAST3	HsaALTA1009709-1/2	chr19:18121853-18121922	0	chr19:18121773,18121853+18121850-18121922	Alt3	28.08	LOW,LOW,100.00,7=25=0,C1@7.02,17.98	35.57	N,N,100.00,4=11=0,C1@3.91,7.09	33.98	N,N,100.00,1=3=0,S@1.02,1.98	18.62	N,N,100.00,2=11=0,S@2.05,8.95	60.64	LOW,LOW,100.00,18=30=0,S@18.19,11.81	58.89	N,N,100.00,7=12=0,C1@7.07,4.93	64.95	N,N,100.00,9=14=0,S@9.09,4.91	50.72	N,N,100.00,2=4=0,S@2.03,1.97	33.98	VLOW,VLOW,100.00,8=24=0,S@8.16,15.84	40.70	N,N,100.00,4=10=0,S@4.07,5.93	33.98	N,N,100.00,2=6=0,S@2.04,3.96	25.55	N,N,100.00,2=8=0,S@2.04,5.96	32.56
HSD3B7	HsaALTA0004108-1/7	chr16:30985653-30985824	0	chr16:30985297,30985653+30985640+30985579+30985562+30985525+30985484+30985460-30985824	Alt3	52.37	VLOW,VLOW,64.95,10=19=10,S@9.95,9.05	56.39	N,N,76.98,4=7=2,S@3.95,3.05	66.67	N,N,59.28,4=6=4,S@4.00,2.00	33.33	N,N,59.64,2=6=4,S@2.00,4.00	68.18	VLOW,VLOW,84.03,15=22=4,S@15.00,7.00	70.00	N,N,90.41,7=10=1,S@7.00,3.00	57.14	N,N,100.00,4=7=0,S@4.00,3.00	80.00	N,N,61.57,4=5=3,S@4.00,1.00	42.86	VLOW,VLOW,69.16,9=21=9,S@9.00,12.00	28.57	N,N,68.75,2=7=3,S@2.00,5.00	83.33	N,N,58.93,5=6=4,S@5.00,1.00	25.00	N,N,80.00,2=8=2,S@2.00,6.00	15.81
PAPLN	HsaALTA1010737-1/4	chr14:73268557-73268723	0	chr14:73266831,73268557+73268540+73268510+73268127-73268723	Alt3	65.98	VLOW,VLOW,89.82,12=18=2,C1@11.88,6.12	49.48	N,N,85.47,3=6=1,C1@2.97,3.03	80.00	N,N,100.00,4=5=0,S@4.00,1.00	70.18	N,N,87.37,5=7=1,C2@4.91,2.09	92.67	LOW,LOW,100.00,26=28=0,C1@25.95,2.05	90.93	N,N,100.00,10=11=0,C1@10.00,1.00	89.47	N,N,100.00,9=10=0,C2@8.95,1.05	100.00	N,N,100.00,7=7=0,C1@7.00,0.00	80.66	VLOW,VLOW,94.00,13=16=1,C1@12.91,3.09	48.86	N,N,80.13,2=4=1,C3@1.95,2.05	100.00	N,N,100.00,7=7=0,S@7.00,0.00	80.00	N,N,100.00,4=5=0,S@4.00,1.00	26.69
PPP4R3A	HsaALTA1010753-1/2	chr14:91462759-91462873	0	chr14:91465250,91462759-91462873+91462877	Alt3	58.32	SOK,SOK,100.00,88=149=0,C3@86.90,62.10	56.46	OK,SOK,100.00,29=50=0,C3@28.23,21.77	61.74	OK,SOK,100.00,38=61=0,C3@37.66,23.34	38.89	OK,SOK,100.00,21=54=0,C2@21.00,33.00	79.51	SOK,SOK,99.91,104=131=1,C3@104.16,26.84	53.39	OK,SOK,100.00,42=78=0,C3@41.64,36.36	69.46	OK,SOK,99.77,35=50=1,C3@34.73,15.27	51.92	OK,SOK,100.00,27=52=0,C3@27.00,25.00	56.22	SOK,SOK,99.81,69=124=2,C3@69.71,54.29	50.16	LOW,SOK,100.00,19=37=0,C2@18.56,18.44	51.91	OK,SOK,99.56,28=54=2,C3@28.03,25.97	48.64	OK,SOK,100.00,22=47=0,C2@22.86,24.14	21.19
ELMO3	HsaALTA1011866-1/3	chr16:67201982-67202078	0	chr16:67201873,67201982+67201977+67201933-67202078	Alt3	14.29	VLOW,VLOW,91.30,3=21=2,S@3.00,18.00	16.67	N,N,100.00,1=6=0,S@1.00,5.00	28.57	N,N,100.00,2=7=0,S@2.00,5.00	0.00	N,N,80.00,0=8=2,S@0.00,8.00	36.84	VLOW,VLOW,100.00,7=19=0,S@7.00,12.00	14.29	N,N,100.00,1=7=0,S@1.00,6.00	44.44	N,N,100.00,4=9=0,S@4.00,5.00	66.67	N,N,100.00,2=3=0,S@2.00,1.00	13.64	VLOW,VLOW,100.00,3=22=0,S@3.00,19.00	0.00	N,N,100.00,0=6=0,S@0.00,6.00	0.00	N,N,100.00,0=4=0,S@0.00,4.00	25.00	N,N,100.00,3=12=0,S@3.00,9.00	22.55
CENPT	HsaALTA1011892-2/2	chr16:67835248-67835300	5	chr16:67835538,67835248-67835295+67835300	Alt3	25.78	VLOW,VLOW,93.55,4=17=1,C3@4.38,12.62	0.00	N,N,100.00,0=2=0,C3@0.00,2.00	36.08	N,N,91.21,4=12=1,C3@4.33,7.67	0.00	N,N,100.00,0=3=0,C3@0.00,3.00	58.82	VLOW,VLOW,100.00,10=18=0,C3@10.59,7.41	43.87	N,N,100.00,4=10=0,C3@4.39,5.61	74.17	N,N,100.00,5=7=0,C3@5.19,1.81	100.00	N,N,100.00,1=1=0,C3@1.00,0.00	41.19	VLOW,VLOW,100.00,7=19=0,C3@7.83,11.17	44.70	N,N,100.00,2=5=0,C3@2.23,2.76	18.42	N,N,100.00,1=6=0,C3@1.11,4.89	54.81	N,N,100.00,4=8=0,C3@4.38,3.62	33.04
MAZ	HsaALTA1012265-4/4	chr16:29806807-29806893	63	chr16:29806180,29806870+29806831+29806819+29806807-29806893	Alt3	57.36	OK,OK,100.00,45=64=0,S@36.71,27.29	70.33	VLOW,LOW,100.00,18=22=0,S@15.47,6.53	52.61	LOW,LOW,100.00,18=27=0,S@14.20,12.80	45.79	VLOW,VLOW,100.00,10=17=0,S@7.78,9.22	81.22	OK,OK,100.00,64=75=0,S@60.91,14.08	71.52	LOW,LOW,100.00,21=28=0,S@20.03,7.97	95.72	VLOW,VLOW,100.00,23=24=0,S@22.97,1.03	78.73	VLOW,LOW,100.00,20=23=0,S@18.11,4.89	79.88	OK,OK,97.60,71=85=2,S@67.90,17.10	77.85	VLOW,VLOW,100.00,19=22=0,S@17.13,4.87	79.81	LOW,LOW,94.32,29=35=2,S@27.93,7.07	82.34	LOW,LOW,100.00,24=29=0,S@23.88,5.12	23.86
