GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
ATP6V0E2-AS1	HsaINT0094473	chr7:149870352-149871641	1290	chr7:149871642-149871796=149870242-149870351:-	IR	AS_NC	chr7	149870352	149871641	-	149871796	149870242	ENSG00000204934
GUSB	HsaINT0073792	chr7:65974705-65974918	214	chr7:65974919-65975071=65974526-65974704:-	IR	AS_NC	chr7	65974705	65974918	-	65975071	65974526	ENSG00000169919
PEX1	HsaINT0123130	chr7:92501674-92501889	216	chr7:92501890-92502079=92501507-92501673:-	IR	AS_NC	chr7	92501674	92501889	-	92502079	92501507	ENSG00000127980
MLXIPL	HsaINT0103806	chr7:73606112-73606973	862	chr7:73606974-73607018=73605910-73606111:-	IR	AS_NC	chr7	73606112	73606973	-	73607018	73605910	ENSG00000009950
MLXIPL	HsaINT0103801	chr7:73594404-73595636	1233	chr7:73595637-73595760=73594274-73594403:-	IR	AS_NC	chr7	73594404	73595636	-	73595760	73594274	ENSG00000009950
ZNF394	HsaINT0187104	chr7:99494632-99498715	4084	chr7:99498716-99498842=99493240-99494631:-	IR	AS_NC	chr7	99494632	99498715	-	99498842	99493240	ENSG00000160908
GSAP	HsaINT0125329	chr7:77311450-77311840	391	chr7:77311841-77311940=77310751-77311449:-	IR	AS_NC	chr7	77311450	77311840	-	77311940	77310751	ENSG00000186088
CAPZA2	HsaINT0027653	chr7:116906343-116910212	3870	chr7:116906263-116906342=116910213-116910231:+	IR	AS_NC	chr7	116906343	116910212	+	116906263	116910231	ENSG00000198898
CLDN15	HsaINT0036068	chr7:101232915-101234277	1363	chr7:101234278-101234442=101232833-101232914:-	IR	AS_NC	chr7	101232915	101234277	-	101234442	101232833	ENSG00000106404
MNX1	HsaINT0104177	chr7:157006640-157009659	3020	chr7:157009660-157010651=157006479-157006639:-	IR	AS_NC	chr7	157006640	157009659	-	157010651	157006479	ENSG00000130675
DLX6-AS1	HsaINT0048747	chr7:96969119-96978346	9228	chr7:96978347-96979591=96955141-96969118:-	IR	AS_NC	chr7	96969119	96978346	-	96979591	96955141	ENSG00000231764
ZNF3	HsaINT0186800	chr7:100075262-100075541	280	chr7:100075542-100075630=100075135-100075261:-	IR	AS_NC	chr7	100075262	100075541	-	100075630	100075135	ENSG00000166526
EZH2	HsaINT0059063	chr7:148816779-148817221	443	chr7:148817222-148817391=148816684-148816778:-	IR	AS_NC	chr7	148816779	148817221	-	148817391	148816684	ENSG00000106462
CDK6	HsaINT0032637	chr7:92833691-92833872	182	chr7:92833873-92833917=92833091-92833690:-	IR	AS_NC	chr7	92833691	92833872	-	92833917	92833091	ENSG00000105810
ABHD11	HsaINT1000271	chr7:73737111-73737220	110	chr7:73737221-73737391=73736929-73737110:-	IR	AS_NC	chr7	73737111	73737220	-	73737391	73736929	ENSG00000106077
C7orf26	HsaINT0024886	chr7:6602141-6607959	5819	chr7:6602101-6602140=6607960-6608726:+	IR	AS_NC	chr7	6602141	6607959	+	6602101	6608726	ENSG00000146576
POLD2	HsaINT1027500	chr7:44122460-44123178	719	chr7:44123179-44123508=44122282-44122459:-	IR	AS_NC	chr7	44122460	44123178	-	44123508	44122282	ENSG00000106628
TAF6	HsaINT0163509	chr7:100114269-100118879	4611	chr7:100118880-100119346=100114054-100114268:-	IR	AS_NC	chr7	100114269	100118879	-	100119346	100114054	ENSG00000106290
CDCA2	HsaINT0031841	chr8:25460301-25460383	83	chr8:25460240-25460300=25460384-25460554:+	IR	AS_NC	chr8	25460301	25460383	+	25460240	25460554	ENSG00000184661
PLAG1	HsaINT1027246	chr8:56167504-56168027	524	chr8:56168028-56168386=56166243-56167503:-	IR	AS_NC	chr8	56167504	56168027	-	56168386	56166243	ENSG00000181690
GPAT4	HsaINT0005622	chr8:41609956-41610735	780	chr8:41609655-41609955=41610736-41610810:+	IR	AS_NC	chr8	41609956	41610735	+	41609655	41610810	ENSG00000158669
CTD-2284J15.1	HsaINT1009678	chr8:86338388-86343081	4694	chr8:86343082-86343314=86338120-86338387:-	IR	AS_NC	chr8	86338388	86343081	-	86343314	86338120	ENSG00000254231
RECQL4	HsaINT0139123	chr8:144516765-144517049	285	chr8:144517050-144517190=144515988-144516764:-	IR	AS_NC	chr8	144516765	144517049	-	144517190	144515988	ENSG00000160957
RECQL4	HsaINT0139110	chr8:144514363-144514441	79	chr8:144514442-144514525=144514189-144514362:-	IR	AS_NC	chr8	144514363	144514441	-	144514525	144514189	ENSG00000160957
REEP4	HsaINT0139173	chr8:22139062-22139415	354	chr8:22139416-22139529=22138926-22139061:-	IR	AS_NC	chr8	22139062	22139415	-	22139529	22138926	ENSG00000168476
LRRC24	HsaINT0096752	chr8:144523410-144524109	700	chr8:144524110-144524278=144522377-144523409:-	IR	AS_NC	chr8	144523410	144524109	-	144524278	144522377	ENSG00000254402
MICU3	HsaINT0054348	chr8:17098554-17104390	5837	chr8:17098458-17098553=17104391-17104491:+	IR	AS_NC	chr8	17098554	17104390	+	17098458	17104491	ENSG00000155970
NRBP2	HsaINT0115773	chr8:143838939-143839016	78	chr8:143839017-143839100=143838883-143838938:-	IR	AS_NC	chr8	143838939	143839016	-	143839100	143838883	ENSG00000185189
NRBP2	HsaINT0115765	chr8:143835876-143835966	91	chr8:143835967-143836030=143835820-143835875:-	IR	AS_NC	chr8	143835876	143835966	-	143836030	143835820	ENSG00000185189
NRBP2	HsaINT0115766	chr8:143835731-143835819	89	chr8:143835820-143835875=143833721-143835730:-	IR	AS_NC	chr8	143835731	143835819	-	143835875	143833721	ENSG00000185189
OPLAH	HsaINT0118290	chr8:144060086-144060652	567	chr8:144060653-144060703=144059862-144060085:-	IR	AS_NC	chr8	144060086	144060652	-	144060703	144059862	ENSG00000178814
OPLAH	HsaINT0118303	chr8:144052901-144052982	82	chr8:144052983-144053129=144052766-144052900:-	IR	AS_NC	chr8	144052901	144052982	-	144053129	144052766	ENSG00000178814
VPS28	HsaINT0180734	chr8:144424269-144424717	449	chr8:144424718-144424819=144424215-144424268:-	IR	AS_NC	chr8	144424269	144424717	-	144424819	144424215	ENSG00000160948
GPT	HsaINT0071956	chr8:144505490-144505847	358	chr8:144505246-144505489=144505848-144505927:+	IR	AS_NC	chr8	144505490	144505847	+	144505246	144505927	ENSG00000167701
GPT	HsaINT0071957	chr8:144505928-144505994	67	chr8:144505848-144505927=144505995-144506131:+	IR	AS_NC	chr8	144505928	144505994	+	144505848	144506131	ENSG00000167701
DDHD2	HsaINT0045844	chr8:38245951-38246232	282	chr8:38245742-38245950=38246233-38246300:+	IR	AS_NC	chr8	38245951	38246232	+	38245742	38246300	ENSG00000085788
TONSL	HsaINT0113193	chr8:144441112-144442036	925	chr8:144442037-144442151=144440966-144441111:-	IR	AS_NC	chr8	144441112	144442036	-	144442151	144440966	ENSG00000160949
NIPAL2	HsaINT0113613	chr8:98194823-98195941	1119	chr8:98195942-98196005=98194728-98194822:-	IR	AS_NC	chr8	98194823	98195941	-	98196005	98194728	ENSG00000104361
MROH6	HsaINT0025204	chr8:143568262-143568551	290	chr8:143568552-143568719=143568142-143568261:-	IR	AS_NC	chr8	143568262	143568551	-	143568719	143568142	ENSG00000204839
SLC25A37	HsaINT0151840	chr8:23566337-23568321	1985	chr8:23566108-23566336=23568322-23568378:+	IR	AS_NC	chr8	23566337	23568321	+	23566108	23568378	ENSG00000147454
MROH1	HsaINT1023419	chr8:144258915-144259239	325	chr8:144258777-144258914=144259240-144259354:+	IR	AS_NC	chr8	144258915	144259239	+	144258777	144259354	ENSG00000179832
KIFC2	HsaINT0088257	chr8:144467780-144467858	79	chr8:144467714-144467779=144467859-144467987:+	IR	AS_NC	chr8	144467780	144467858	+	144467714	144467987	ENSG00000167702
NAPRT	HsaINT0109969	chr8:143577178-143577268	91	chr8:143577269-143577399=143577062-143577177:-	IR	AS_NC	chr8	143577178	143577268	-	143577399	143577062	ENSG00000147813
SCRIB	HsaINT0146120	chr8:143791441-143791875	435	chr8:143791876-143791913=143791389-143791440:-	IR	AS_NC	chr8	143791441	143791875	-	143791913	143791389	ENSG00000180900
C8orf31	HsaINT0025124	chr8:143049299-143053225	3927	chr8:143049209-143049298=143053226-143053938:+	IR	AS_NC	chr8	143049299	143053225	+	143049209	143053938	ENSG00000177335
IKBKB	HsaINT0079729	chr8:42319422-42319584	163	chr8:42319270-42319421=42319585-42319646:+	IR	AS_NC	chr8	42319422	42319584	+	42319270	42319646	ENSG00000104365
IKBKB	HsaINT0079737	chr8:42329215-42330913	1699	chr8:42329124-42329214=42330914-42332450:+	IR	AS_NC	chr8	42329215	42330913	+	42329124	42332450	ENSG00000104365
CYHR1	HsaINT1010442	chr8:144464613-144464808	196	chr8:144464809-144465035=144464460-144464612:-	IR	AS_NC	chr8	144464613	144464808	-	144465035	144464460	ENSG00000187954
PARP10	HsaINT0120420	chr8:143983812-143984007	196	chr8:143984008-143984104=143983167-143983811:-	IR	AS_NC	chr8	143983812	143984007	-	143984104	143983167	ENSG00000178685
MTERF3	HsaINT0105942	chr8:96258701-96261500	2800	chr8:96261501-96261610=96258357-96258700:-	IR	AS_NC	chr8	96258701	96261500	-	96261610	96258357	ENSG00000156469
RP11-875O11.3	HsaINT1038662	chr8:23072426-23074435	2010	chr8:23074436-23074488=23072029-23072425:-	IR	AS_NC	chr8	23072426	23074435	-	23074488	23072029	ENSG00000253616
PCMTD1	HsaINT0121344	chr8:51833690-51845660	11971	chr8:51845661-51845763=51833518-51833689:-	IR	AS_NC	chr8	51833690	51845660	-	51845763	51833518	ENSG00000168300
UBR5-AS1	HsaINT1045909	chr8:102244122-102251798	7677	chr8:102243609-102244121=102251799-102253333:+	IR	AS_NC	chr8	102244122	102251798	+	102243609	102253333	ENSG00000246263
FBXO43	HsaINT0062943	chr8:100134051-100134160	110	chr8:100134161-100134364=100133360-100134050:-	IR	AS_NC	chr8	100134051	100134160	-	100134364	100133360	ENSG00000156509
PRKDC	HsaINT0132196	chr8:47779094-47782377	3284	chr8:47782378-47782598=47779004-47779093:-	IR	AS_NC	chr8	47779094	47782377	-	47782598	47779004	ENSG00000253729
CARD9	HsaINT0027764	chr9:136367258-136367636	379	chr9:136367637-136367828=136367216-136367257:-	IR	AS_NC	chr9	136367258	136367636	-	136367828	136367216	ENSG00000187796
CARD9	HsaINT0027755	chr9:136365218-136366799	1582	chr9:136366800-136366845=136365141-136365217:-	IR	AS_NC	chr9	136365218	136366799	-	136366845	136365141	ENSG00000187796
TRMT10B	HsaINT0139853	chr9:37762686-37763628	943	chr9:37762577-37762685=37763629-37763753:+	IR	AS_NC	chr9	37762686	37763628	+	37762577	37763753	ENSG00000165275
TSC1	HsaINT0173498	chr9:132911114-132911452	339	chr9:132911453-132911568=132911002-132911113:-	IR	AS_NC	chr9	132911114	132911452	-	132911568	132911002	ENSG00000165699
FAM102A	HsaINT0059446	chr9:127944685-127944776	92	chr9:127944777-127944898=127944615-127944684:-	IR	AS_NC	chr9	127944685	127944776	-	127944898	127944615	ENSG00000167106
COL27A1	HsaINT0038733	chr9:114245911-114250614	4704	chr9:114245866-114245910=114250615-114250668:+	IR	AS_NC	chr9	114245911	114250614	+	114245866	114250668	ENSG00000196739
FSD1L	HsaINT0066327	chr9:105535319-105539262	3944	chr9:105535067-105535318=105539263-105539351:+	IR	AS_NC	chr9	105535319	105539262	+	105535067	105539351	ENSG00000106701
HINT2	HsaINT0076162	chr9:35813368-35813444	77	chr9:35813445-35813549=35813266-35813367:-	IR	AS_NC	chr9	35813368	35813444	-	35813549	35813266	ENSG00000137133
HINT2	HsaINT0076163	chr9:35813146-35813265	120	chr9:35813266-35813367=35812961-35813145:-	IR	AS_NC	chr9	35813146	35813265	-	35813367	35812961	ENSG00000137133
SNAPC4	HsaINT0155813	chr9:136381393-136381823	431	chr9:136381824-136382073=136381322-136381392:-	IR	AS_NC	chr9	136381393	136381823	-	136382073	136381322	ENSG00000165684
SNAPC4	HsaINT0155818	chr9:136376482-136377542	1061	chr9:136377543-136379299=136376349-136376481:-	IR	AS_NC	chr9	136376482	136377542	-	136379299	136376349	ENSG00000165684
MIGA2	HsaINT0061431	chr9:129037017-129040451	3435	chr9:129036934-129037016=129040452-129040690:+	IR	AS_NC	chr9	129037017	129040451	+	129036934	129040690	ENSG00000148343
KIF12	HsaINT0087412	chr9:114095128-114095213	86	chr9:114095214-114095332=114095023-114095127:-	IR	AS_NC	chr9	114095128	114095213	-	114095332	114095023	ENSG00000136883
KIF12	HsaINT0087404	chr9:114092643-114093228	586	chr9:114093229-114093333=114092542-114092642:-	IR	AS_NC	chr9	114092643	114093228	-	114093333	114092542	ENSG00000136883
NPR2	HsaINT0115414	chr9:35808854-35809155	302	chr9:35808755-35808853=35809156-35809247:+	IR	AS_NC	chr9	35808854	35809155	+	35808755	35809247	ENSG00000159899
NPR2	HsaINT0115415	chr9:35809248-35809379	132	chr9:35809156-35809247=35809380-35809732:+	IR	AS_NC	chr9	35809248	35809379	+	35809156	35809732	ENSG00000159899
ARHGEF39	HsaINT0025277	chr9:35662268-35662511	244	chr9:35662512-35662741=35662179-35662267:-	IR	AS_NC	chr9	35662268	35662511	-	35662741	35662179	ENSG00000137135
ALAD	HsaINT0006631	chr9:113390677-113390797	121	chr9:113390798-113390933=113390593-113390676:-	IR	AS_NC	chr9	113390677	113390797	-	113390933	113390593	ENSG00000148218
CDC37L1-AS1	HsaINT1006969	chr9:4679166-4679386	221	chr9:4679387-4679502=4678819-4679165:-	IR	AS_NC	chr9	4679166	4679386	-	4679502	4678819	ENSG00000273061
DBH-AS1	HsaINT1010629	chr9:133656538-133657126	589	chr9:133657127-133657313=133654586-133656537:-	IR	AS_NC	chr9	133656538	133657126	-	133657313	133654586	ENSG00000225756
UAP1L1	HsaINT0175985	chr9:137077822-137078049	228	chr9:137077501-137077821=137078050-137078254:+	IR	AS_NC	chr9	137077822	137078049	+	137077501	137078254	ENSG00000197355
UAP1L1	HsaINT0175986	chr9:137078255-137078501	247	chr9:137078050-137078254=137078502-137078677:+	IR	AS_NC	chr9	137078255	137078501	+	137078050	137078677	ENSG00000197355
UAP1L1	HsaINT0175989	chr9:137079450-137080001	552	chr9:137079256-137079449=137080002-137080142:+	IR	AS_NC	chr9	137079450	137080001	+	137079256	137080142	ENSG00000197355
NDOR1	HsaINT0111734	chr9:137214414-137214569	156	chr9:137214204-137214413=137214570-137214691:+	IR	AS_NC	chr9	137214414	137214569	+	137214204	137214691	NA
NDOR1	HsaINT0111736	chr9:137215019-137215094	76	chr9:137214798-137215018=137215095-137215202:+	IR	AS_NC	chr9	137215019	137215094	+	137214798	137215202	NA
MAMDC4	HsaINT1022442	chr9:136851106-136851856	751	chr9:136850943-136851105=136851857-136851939:+	IR	AS_NC	chr9	136851106	136851856	+	136850943	136851939	ENSG00000177943
MAMDC4	HsaINT0098620	chr9:136857299-136857366	68	chr9:136857165-136857298=136857367-136857586:+	IR	AS_NC	chr9	136857299	136857366	+	136857165	136857586	ENSG00000177943
MAMDC4	HsaINT0098627	chr9:136858854-136859004	151	chr9:136858719-136858853=136859005-136859132:+	IR	AS_NC	chr9	136858854	136859004	+	136858719	136859132	ENSG00000177943
MAMDC4	HsaINT0098628	chr9:136859133-136859208	76	chr9:136859005-136859132=136859209-136859317:+	IR	AS_NC	chr9	136859133	136859208	+	136859005	136859317	ENSG00000177943
KIF27	HsaINT1017412	chr9:83859372-83867683	8312	chr9:83867684-83867860=83859156-83859371:-	IR	AS_NC	chr9	83859372	83867683	-	83867860	83859156	ENSG00000165115
STXBP1	HsaINT0161399	chr9:127663354-127665246	1893	chr9:127663205-127663353=127665247-127665331:+	IR	AS_NC	chr9	127663354	127665246	+	127663205	127665331	ENSG00000136854
NOXA1	HsaINT0115009	chr9:137428142-137428881	740	chr9:137428033-137428141=137428882-137429016:+	IR	AS_NC	chr9	137428142	137428881	+	137428033	137429016	ENSG00000188747
NOXA1	HsaINT0115011	chr9:137429384-137430783	1400	chr9:137429276-137429383=137430784-137430843:+	IR	AS_NC	chr9	137429384	137430783	+	137429276	137430843	ENSG00000188747
FAM120AOS	HsaINT1012987	chr9:93450600-93450741	142	chr9:93450742-93450983=93450479-93450599:-	IR	AS_NC	chr9	93450600	93450741	-	93450983	93450479	ENSG00000188938
LCN12	HsaINT0091014	chr9:136953029-136953699	671	chr9:136952892-136953028=136953700-136953779:+	IR	AS_NC	chr9	136953029	136953699	+	136952892	136953779	ENSG00000184925
RP11-390F4.6	HsaINT1034170	chr9:6669729-6670424	696	chr9:6669544-6669728=6670425-6670635:+	IR	AS_NC	chr9	6669729	6670424	+	6669544	6670635	ENSG00000236924
SLC34A3	HsaINT1042000	chr9:137233942-137234108	167	chr9:137233863-137233941=137234109-137234276:+	IR	AS_NC	chr9	137233942	137234108	+	137233863	137234276	ENSG00000198569
INPP5E	HsaINT0081001	chr9:136430414-136431001	588	chr9:136431002-136431117=136430277-136430413:-	IR	AS_NC	chr9	136430414	136431001	-	136431117	136430277	ENSG00000148384
TESK1	HsaINT0165837	chr9:35607410-35607581	172	chr9:35607327-35607409=35607582-35607672:+	IR	AS_NC	chr9	35607410	35607581	+	35607327	35607672	ENSG00000107140
GPSM1	HsaINT1014794	chr9:136356551-136358013	1463	chr9:136356342-136356550=136358014-136359605:+	IR	AS_NC	chr9	136356551	136358013	+	136356342	136359605	ENSG00000160360
LRSAM1	HsaINT0097315	chr9:127492898-127495319	2422	chr9:127492802-127492897=127495320-127495418:+	IR	AS_NC	chr9	127492898	127495319	+	127492802	127495418	ENSG00000148356
ACER2	HsaINT1002607	chr9:19435085-19446280	11196	chr9:19434947-19435084=19446281-19446418:+	IR	AS_NC	chr9	19435085	19446280	+	19434947	19446418	ENSG00000177076
PPP1R26	HsaINT0086125	chr9:135480023-135482682	2660	chr9:135479802-135480022=135482683-135482815:+	IR	AS_NC	chr9	135480023	135482682	+	135479802	135482815	ENSG00000196422
SDCCAG3	HsaINT0146368	chr9:136410240-136410327	88	chr9:136410328-136410609=136410090-136410239:-	IR	AS_NC	chr9	136410240	136410327	-	136410609	136410090	ENSG00000165689
RUSC2	HsaINT0144087	chr9:35561098-35561180	83	chr9:35560960-35561097=35561181-35561892:+	IR	AS_NC	chr9	35561098	35561180	+	35560960	35561892	ENSG00000198853
FANCG	HsaINT0061858	chr9:35077400-35078140	741	chr9:35078141-35078343=35077264-35077399:-	IR	AS_NC	chr9	35077400	35078140	-	35078343	35077264	ENSG00000221829
USP20	HsaINT0178677	chr9:129869845-129870452	608	chr9:129869672-129869844=129870453-129870547:+	IR	AS_NC	chr9	129869845	129870452	+	129869672	129870547	ENSG00000136878
USP20	HsaINT0178689	chr9:129880290-129880466	177	chr9:129880113-129880289=129880467-129881838:+	IR	AS_NC	chr9	129880290	129880466	+	129880113	129881838	ENSG00000136878
PLXNB3	HsaINT0128102	chrX:153764305-153765470	1166	chrX:153764256-153764304=153765471-153765580:+	IR	AS_NC	chrX	153764305	153765470	+	153764256	153765580	ENSG00000198753
PLXNB3	HsaINT0128108	chrX:153772016-153772181	166	chrX:153771864-153772015=153772182-153772287:+	IR	AS_NC	chrX	153772016	153772181	+	153771864	153772287	ENSG00000198753
PLXNB3	HsaINT0128112	chrX:153773714-153773858	145	chrX:153773518-153773713=153773859-153774098:+	IR	AS_NC	chrX	153773714	153773858	+	153773518	153774098	ENSG00000198753
PLXNB3	HsaINT0128117	chrX:153774807-153774879	73	chrX:153774706-153774806=153774880-153775103:+	IR	AS_NC	chrX	153774807	153774879	+	153774706	153775103	ENSG00000198753
RRAGB	HsaINT0143269	chrX:55753515-55755840	2326	chrX:55753392-55753514=55755841-55755932:+	IR	AS_NC	chrX	55753515	55755840	+	55753392	55755932	ENSG00000083750
TAF1	HsaINT1043628	chrX:71423240-71423973	734	chrX:71423117-71423239=71423974-71424066:+	IR	AS_NC	chrX	71423240	71423973	+	71423117	71424066	ENSG00000147133
TAF1	HsaINT1043632	chrX:71460804-71463823	3020	chrX:71460626-71460803=71463824-71466004:+	IR	AS_NC	chrX	71460804	71463823	+	71460626	71466004	ENSG00000147133
CXorf23	HsaINT0043754	chrX:19955567-19965043	9477	chrX:19965044-19965706=19955391-19955566:-	IR	AS_NC	chrX	19955567	19965043	-	19965706	19955391	ENSG00000173681
THOC2	HsaINT0166794	chrX:123623284-123623786	503	chrX:123623787-123623971=123623105-123623283:-	IR	AS_NC	chrX	123623284	123623786	-	123623971	123623105	ENSG00000125676
ZMYM3	HsaINT1047273	chrX:71249680-71250025	346	chrX:71250026-71250203=71249461-71249679:-	IR	AS_NC	chrX	71249680	71250025	-	71250203	71249461	ENSG00000147130
MORC4	HsaINT0104393	chrX:106941633-106941937	305	chrX:106941938-106942221=106940734-106941632:-	IR	AS_NC	chrX	106941633	106941937	-	106942221	106940734	ENSG00000133131
TBC1D25	HsaINT0164157	chrX:48541443-48544868	3426	chrX:48541333-48541442=48544869-48545023:+	IR	AS_NC	chrX	48541443	48544868	+	48541333	48545023	ENSG00000068354
TAZ	HsaINT1043721	chrX:154419747-154420031	285	chrX:154419705-154419746=154420032-154420094:+	IR	AS_NC	chrX	154419747	154420031	+	154419705	154420094	ENSG00000102125
PFKFB1	HsaINT0123320	chrX:54959894-54960823	930	chrX:54960824-54960917=54959827-54959893:-	IR	AS_NC	chrX	54959894	54960823	-	54960917	54959827	ENSG00000158571
PLXNA3	HsaINT0127982	chrX:154470612-154471104	493	chrX:154470442-154470611=154471105-154471317:+	IR	AS_NC	chrX	154470612	154471104	+	154470442	154471317	ENSG00000130827
PPP2R3B	HsaINT1027836	chrX:341397-341882	486	chrX:341883-341931=341307-341396:-	IR	AS_NC	chrX	341397	341882	-	341931	341307	ENSG00000167393
ASMTL-AS1	HsaINT1004653	chrX:1403586-1412742	9157	chrX:1403461-1403585=1412743-1412888:+	IR	AS_NC	chrX	1403586	1412742	+	1403461	1412888	ENSG00000236017
WDR45	HsaINT1046560	chrX:49076751-49077642	892	chrX:49077643-49077747=49076645-49076750:-	IR	AS_NC	chrX	49076751	49077642	-	49077747	49076645	ENSG00000196998
RP13-314C10.5	HsaINT1039175	chrX:23773511-23782567	9057	chrX:23782568-23782648=23772992-23773510:-	IR	AS_NC	chrX	23773511	23782567	-	23782648	23772992	ENSG00000233785
RP3-326I13.1	HsaINT1039279	chrX:43190724-43196196	5473	chrX:43190592-43190723=43196197-43196369:+	IR	AS_NC	chrX	43190724	43196196	+	43190592	43196369	ENSG00000224294
TSPYL2	HsaINT0173915	chrX:53084623-53084754	132	chrX:53084545-53084622=53084755-53084866:+	IR	AS_NC	chrX	53084623	53084754	+	53084545	53084866	ENSG00000184205
UPF3B	HsaINT0178124	chrX:119851874-119852772	899	chrX:119852773-119852998=119851767-119851873:-	IR	AS_NC	chrX	119851874	119852772	-	119852998	119851767	ENSG00000125351
FGD1	HsaINT0063725	chrX:54449761-54450270	510	chrX:54450271-54450301=54449659-54449760:-	IR	AS_NC	chrX	54449761	54450270	-	54450301	54449659	ENSG00000102302
MAP3K15	HsaINT0099095	chrX:19413465-19415106	1642	chrX:19415107-19415257=19413357-19413464:-	IR	AS_NC	chrX	19413465	19415106	-	19415257	19413357	ENSG00000180815
MED12	HsaINT0101358	chrX:71127468-71127892	425	chrX:71127336-71127467=71127893-71128120:+	IR	AS_NC	chrX	71127468	71127892	+	71127336	71128120	ENSG00000184634
TBC1D8B	HsaINT0164355	chrX:106848304-106850024	1721	chrX:106848186-106848303=106850025-106850310:+	IR	AS_NC	chrX	106848304	106850024	+	106848186	106850310	ENSG00000133138
ZFY	HsaINT1047218	chrY:2961647-2975094	13448	chrY:2961074-2961646=2975095-2975244:+	IR	AS_NC	chrY	2961647	2975094	+	2961074	2975244	ENSG00000067646
RP11-312B8.1	HsaINT1033054	chr1:6784046-6784148	103	chr1:6784149-6784223=6783892-6784045:-	IR	CR	chr1	6784046	6784148	-	6784223	6783892	ENSG00000237436
MAP3K6	HsaINT1022514	chr1:27366684-27366738	55	chr1:27366739-27366892=27366258-27366683:-	IR	CR	chr1	27366684	27366738	-	27366892	27366258	ENSG00000142733
BTBD19	HsaINT0018989	chr1:44808907-44812995	4089	chr1:44808596-44808906=44812996-44813269:+	IR	CR	chr1	44808907	44812995	+	44808596	44813269	ENSG00000222009
RP5-1068B5.5	HsaINT1039908	chr1:229440567-229440825	259	chr1:229440826-229441020=229440284-229440566:-	IR	CR	chr1	229440567	229440825	-	229441020	229440284	ENSG00000226920
LINC01348	HsaINT1019878	chr1:235065617-235067304	1688	chr1:235067305-235070310=235065479-235065616:-	IR	CR	chr1	235065617	235067304	-	235070310	235065479	ENSG00000280587
RP4-622L5.7	HsaINT1039603	chr1:32205759-32206114	356	chr1:32206115-32206308=32205498-32205758:-	IR	CR	chr1	32205759	32206114	-	32206308	32205498	ENSG00000224066
RP5-890O3.9	HsaINT1040107	chr1:1317900-1318622	723	chr1:1318623-1318689=1317581-1317899:-	IR	CR	chr1	1317900	1318622	-	1318689	1317581	ENSG00000240731
RP11-318E3.9	HsaINT1033135	chr10:5814046-5814226	181	chr10:5813985-5814045=5814227-5814441:+	IR	CR	chr10	5814046	5814226	+	5813985	5814441	ENSG00000272764
RP11-77P6.2	HsaINT1038150	chr10:86522410-86522508	99	chr10:86521945-86522409=86522509-86525101:+	IR	CR	chr10	86522410	86522508	+	86521945	86525101	ENSG00000227896
MRPL43	HsaINT1023493	chr10:100986573-100986748	176	chr10:100986749-100986975=100986280-100986572:-	IR	CR	chr10	100986573	100986748	-	100986975	100986280	ENSG00000055950
SYT15	HsaINT1043570	chr10:46589674-46593988	4315	chr10:46589599-46589673=46593989-46594173:+	IR	CR	chr10	46589674	46593988	+	46589599	46594173	ENSG00000204176
LINC00843	HsaINT1047837	chr10:49981282-49981904	623	chr10:49981189-49981281=49981905-49982053:+	IR	CR	chr10	49981282	49981904	+	49981189	49982053	ENSG00000178440
RP11-96C23.9	HsaINT1038999	chr10:87114447-87115328	882	chr10:87113954-87114446=87115329-87115523:+	IR	CR	chr10	87114447	87115328	+	87113954	87115523	ENSG00000237280
STARD10	HsaINT1043142	chr11:72792983-72793409	427	chr11:72793410-72793657=72792875-72792982:-	IR	CR	chr11	72792983	72793409	-	72793657	72792875	ENSG00000214530
IL18BP	HsaINT0080050	chr11:71999020-71999926	907	chr11:71998541-71999019=71999927-72000012:+	IR	CR	chr11	71999020	71999926	+	71998541	72000012	ENSG00000137496
RP11-50B3.4	HsaINT1035720	chr11:126208873-126208927	55	chr11:126208928-126209027=126208611-126208872:-	IR	CR	chr11	126208873	126208927	-	126209027	126208611	ENSG00000254694
LINC01001	HsaINT1019253	chr11:127649-129571	1923	chr11:129572-131373=127514-127648:-	IR	CR	chr11	127649	129571	-	131373	127514	ENSG00000230724
LINC01001	HsaINT1019254	chr11:127463-127513	51	chr11:127514-127648=127204-127462:-	IR	CR	chr11	127463	127513	-	127648	127204	ENSG00000230724
DRD4	HsaINT0052174	chr11:637590-639432	1843	chr11:637293-637589=639433-639545:+	IR	CR	chr11	637590	639432	+	637293	639545	ENSG00000069696
SLC25A45	HsaINT1041883	chr11:65380633-65381874	1242	chr11:65381875-65381969=65380534-65380632:-	IR	CR	chr11	65380633	65381874	-	65381969	65380534	ENSG00000162241
AC068580.5	HsaINT1001788	chr11:1763053-1763541	489	chr11:1763542-1763749=1763009-1763052:-	IR	CR	chr11	1763053	1763541	-	1763749	1763009	ENSG00000229512
AP006621.6	HsaINT1004136	chr11:781751-781927	177	chr11:781645-781750=781928-782105:+	IR	CR	chr11	781751	781927	+	781645	782105	ENSG00000255142
