EXPERIMENT	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	AS_TYPE	Sample	PSI	dPSI_SRRM2_HeLa	Quality_Score_Value	DIRECTION
HeLa-SRRM2-KD	CCDC150	HsaEX0013088	chr2:196729193-196729295	103	chr2:196726099,196729193-196729295+196729387+196729425+196729685,196729793	S	Exon	HeLa_SRRM2_C	84.62	15.379999999999995	OK	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_CNTRL	84.62	15.379999999999995	LOW	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_CNTRL_A	81.82	15.379999999999995	VLOW	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_CNTRL_B	84.62	15.379999999999995	N	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_CNTRL_C	88.24	15.379999999999995	N	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_SRRM2	100	15.379999999999995	VLOW	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_SRRM2_A	100	15.379999999999995	N	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_SRRM2_B	100	15.379999999999995	N	UP
HeLa-SRRM2-KD	GALNT18	HsaEX0026973	chr11:11340819-11341004	186	chr11:11372515,11340819-11341004,11332831	S	Exon	HeLa_SRRM2_C	100	15.379999999999995	N	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_CNTRL	49.53	15.319999999999993	SOK	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_CNTRL_A	51.71	15.319999999999993	LOW	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_CNTRL_B	57.09	15.319999999999993	LOW	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_CNTRL_C	42.29	15.319999999999993	LOW	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_SRRM2	64.85	15.319999999999993	SOK	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_SRRM2_A	72.58	15.319999999999993	LOW	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_SRRM2_B	62.78	15.319999999999993	VLOW	UP
HeLa-SRRM2-KD	IQSEC1	HsaEX0032160	chr3:12902773-12902822	50	chr3:12908349,12902773-12902822,12899434	C3	Exon	HeLa_SRRM2_C	61.23	15.319999999999993	LOW	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_CNTRL	39.29	15.259999999999998	LOW	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_CNTRL_A	46.67	15.259999999999998	N	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_CNTRL_B	57.14	15.259999999999998	N	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_CNTRL_C	25.93	15.259999999999998	VLOW	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_SRRM2	54.55	15.259999999999998	VLOW	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_SRRM2_A	55.56	15.259999999999998	N	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_SRRM2_B	57.14	15.259999999999998	N	UP
HeLa-SRRM2-KD	LTBP4	HsaEX0036955	chr19:40622950-40623021	72	chr19:40619493,40622950-40623021,40623604	C2	Exon	HeLa_SRRM2_C	52.38	15.259999999999998	N	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_CNTRL	78.76	15.25	VLOW	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_CNTRL_A	100	15.25	N	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_CNTRL_B	70.59	15.25	N	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_CNTRL_C	78.87	15.25	N	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_SRRM2	94.01	15.25	LOW	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_SRRM2_A	100	15.25	N	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_SRRM2_B	84.21	15.25	N	UP
HeLa-SRRM2-KD	FAM222A	HsaEX0009152	chr12:109744101-109744228	128	chr12:109714897,109744101-109744228,109768012	S	Exon	HeLa_SRRM2_C	100	15.25	N	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_CNTRL	25.93	15.229999999999997	OK	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_CNTRL_A	16.67	15.229999999999997	VLOW	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_CNTRL_B	33.33	15.229999999999997	N	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_CNTRL_C	26.67	15.229999999999997	VLOW	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_SRRM2	41.16	15.229999999999997	OK	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_SRRM2_A	47.37	15.229999999999997	VLOW	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_SRRM2_B	41.18	15.229999999999997	VLOW	UP
HeLa-SRRM2-KD	MPDZ	HsaEX0039904	chr9:13276574-13276771	198	chr9:13279327+13279400+13279501+13279564,13276574-13276771,13250340+13250372	C1	Exon	HeLa_SRRM2_C	36.12	15.229999999999997	LOW	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_CNTRL	81.81	15.219999999999999	VLOW	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_CNTRL_A	85.98	15.219999999999999	N	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_CNTRL_B	85.45	15.219999999999999	N	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_CNTRL_C	69.71	15.219999999999999	N	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_SRRM2	97.03	15.219999999999999	LOW	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_SRRM2_A	100	15.219999999999999	N	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_SRRM2_B	100	15.219999999999999	N	UP
HeLa-SRRM2-KD	GEMIN7	HsaEX0027311	chr19:45079907-45080029	123	chr19:45079279,45079907-45080029,45090107	C2	Exon	HeLa_SRRM2_C	92.44	15.219999999999999	N	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_CNTRL	38.46	15.199999999999996	OK	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_CNTRL_A	41.94	15.199999999999996	N	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_CNTRL_B	30	15.199999999999996	VLOW	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_CNTRL_C	50	15.199999999999996	N	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_SRRM2	53.66	15.199999999999996	OK	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_SRRM2_A	60	15.199999999999996	N	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_SRRM2_B	44	15.199999999999996	N	UP
HeLa-SRRM2-KD	NAXD	HsaEX0012466	chr13:110625190-110625278	89	chr13:110624279,110625190-110625278+110625303+110625396,110627439	S	Exon	HeLa_SRRM2_C	56.25	15.199999999999996	N	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_CNTRL	84.82	15.180000000000007	VLOW	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_CNTRL_A	56.13	15.180000000000007	N	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_CNTRL_B	100	15.180000000000007	N	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_CNTRL_C	100	15.180000000000007	N	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_SRRM2	100	15.180000000000007	VLOW	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_SRRM2_A	100	15.180000000000007	N	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_SRRM2_B	100	15.180000000000007	N	UP
HeLa-SRRM2-KD	RECQL5	HsaEX0052986	chr17:75665051-75665172	122	chr17:75666428,75665051-75665172,75662997	S	Exon	HeLa_SRRM2_C	100	15.180000000000007	N	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_CNTRL	21.18	15.18	SOK	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_CNTRL_A	21.95	15.18	OK	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_CNTRL_B	26.67	15.18	OK	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_CNTRL_C	14.75	15.18	OK	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_SRRM2	36.36	15.18	SOK	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_SRRM2_A	35.59	15.18	LOW	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_SRRM2_B	34.25	15.18	OK	UP
HeLa-SRRM2-KD	TTC12	HsaEX0067748	chr11:113315951-113316053	103	chr11:113314618+113314927,113315951-113316053,113316243	C2	Exon	HeLa_SRRM2_C	39.39	15.18	OK	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_CNTRL	84.83	15.170000000000002	VLOW	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_CNTRL_A	78.23	15.170000000000002	N	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_CNTRL_B	100	15.170000000000002	N	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_CNTRL_C	71.43	15.170000000000002	N	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_SRRM2	100	15.170000000000002	VLOW	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_SRRM2_A	100	15.170000000000002	N	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_SRRM2_B	100	15.170000000000002	N	UP
HeLa-SRRM2-KD	NUDT7	HsaEX0044186	chr16:77725431-77725584	154	chr16:77722617,77725431-77725584,77741582	C2	Exon	HeLa_SRRM2_C	100	15.170000000000002	N	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_CNTRL	29.57	15.170000000000002	OK	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_CNTRL_A	23.94	15.170000000000002	N	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_CNTRL_B	45.95	15.170000000000002	VLOW	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_CNTRL_C	0	15.170000000000002	N	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_SRRM2	44.74	15.170000000000002	OK	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_SRRM2_A	41.46	15.170000000000002	N	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_SRRM2_B	53.12	15.170000000000002	N	UP
HeLa-SRRM2-KD	TMEM161B	HsaEX0065542	chr5:88197669-88197723	55	chr5:88198976,88197669-88197723+88197765,88196488	S	Exon	HeLa_SRRM2_C	41.46	15.170000000000002	N	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_CNTRL	32.62	15.14	SOK	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_CNTRL_A	35.14	15.14	OK	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_CNTRL_B	32.14	15.14	LOW	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_CNTRL_C	29.82	15.14	OK	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_SRRM2	47.76	15.14	SOK	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_SRRM2_A	49.37	15.14	OK	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_SRRM2_B	50.62	15.14	OK	UP
HeLa-SRRM2-KD	EXOC2	HsaEX0023449	chr6:657163-657250	88	chr6:693019,657163-657250,637861	C1	Exon	HeLa_SRRM2_C	44.44	15.14	OK	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_CNTRL	24.64	15.14	OK	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_CNTRL_A	21.43	15.14	VLOW	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_CNTRL_B	33.33	15.14	N	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_CNTRL_C	20	15.14	N	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_SRRM2	39.78	15.14	OK	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_SRRM2_A	28.57	15.14	VLOW	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_SRRM2_B	38.46	15.14	N	UP
HeLa-SRRM2-KD	TSTD3	HsaEX0054301	chr6:99531363-99531536	174	chr6:99526109,99531363-99531536,99531632	S	Exon	HeLa_SRRM2_C	48.72	15.14	VLOW	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_CNTRL	60.38	15.139999999999993	OK	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_CNTRL_A	46.42	15.139999999999993	VLOW	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_CNTRL_B	70.73	15.139999999999993	N	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_CNTRL_C	64.74	15.139999999999993	N	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_SRRM2	75.52	15.139999999999993	LOW	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_SRRM2_A	82.63	15.139999999999993	N	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_SRRM2_B	82.89	15.139999999999993	N	UP
HeLa-SRRM2-KD	KIAA2026	HsaEX0034344	chr9:5931544-5931684	141	chr9:5933442,5931544-5931684,5929159	C3	Exon	HeLa_SRRM2_C	66.75	15.139999999999993	VLOW	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_CNTRL	84.27	15.13000000000001	SOK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_CNTRL_A	84.5	15.13000000000001	SOK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_CNTRL_B	98.74	15.13000000000001	SOK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_CNTRL_C	81.1	15.13000000000001	SOK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_SRRM2	99.4	15.13000000000001	SOK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_SRRM2_A	98.33	15.13000000000001	OK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_SRRM2_B	100	15.13000000000001	OK	UP
HeLa-SRRM2-KD	PSMD8	HsaEX6094790	chr19:38376352-38376454	103	chr19:38376232,38376352-38376454,38379240	S	Exon	HeLa_SRRM2_C	100	15.13000000000001	SOK	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_CNTRL	64.49	15.11	VLOW	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_CNTRL_A	68.82	15.11	N	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_CNTRL_B	51.79	15.11	N	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_CNTRL_C	82.45	15.11	N	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_SRRM2	79.6	15.11	VLOW	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_SRRM2_A	79.59	15.11	N	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_SRRM2_B	100	15.11	N	UP
HeLa-SRRM2-KD	PHYHD1	HsaEX0047268	chr9:128940599-128940715	117	chr9:128940497,128940599-128940715,128941445	C1	Exon	HeLa_SRRM2_C	69.67	15.11	N	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_CNTRL	72.44	15.100000000000009	VLOW	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_CNTRL_A	100	15.100000000000009	N	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_CNTRL_B	45.45	15.100000000000009	N	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_CNTRL_C	66.83	15.100000000000009	N	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_SRRM2	87.54	15.100000000000009	VLOW	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_SRRM2_A	100	15.100000000000009	N	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_SRRM2_B	71.49	15.100000000000009	N	UP
HeLa-SRRM2-KD	KIF14	HsaEX1018807	chr1:200618552-200618652	101	chr1:200620411,200618552-200618652,200617745+200618179	C3	Exon	HeLa_SRRM2_C	100	15.100000000000009	N	UP
HeLa-SRRM2-KD	VEPH1	HsaEX0070316	chr3:157489055-157489160	106	chr3:157495212,157489055-157489160,157470529	C1	Exon	HeLa_CNTRL	4.8	15.09	OK	UP
