FEATURE	UP_EXONS_HeLa_SRRM2-KD_N_DATAPOINTS	UP_EXONS_HeLa_SRRM2-KD_N_NA	UP_EXONS_HeLa_SRRM2-KD_MEAN	UP_EXONS_HeLa_SRRM2-KD_MEDIAN	DOWN_EXONS_HeLa_SRRM2-KD_N_DATAPOINTS	DOWN_EXONS_HeLa_SRRM2-KD_N_NA	DOWN_EXONS_HeLa_SRRM2-KD_MEAN	DOWN_EXONS_HeLa_SRRM2-KD_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_DOWN_EXONS_HeLa_SRRM2-KD	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_DOWN_EXONS_HeLa_SRRM2-KD	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
MEDIAN_POLYPYRITRAC_OFFSET_DOINTRON	366	1	7.16803278688525	4	427	7	9.29508196721311	5	990	0	6.23282828282828	4	968	3	6.73502066115702	4	964	2	5.59906639004149	4	0.00121244820925752	**  : UP_EXONS_HeLa_SRRM2-KD < DOWN_EXONS_HeLa_SRRM2-KD	0.528732901848081	UP_EXONS_HeLa_SRRM2-KD = CR	0.911872097336999	UP_EXONS_HeLa_SRRM2-KD = CS	0.331035032742249	UP_EXONS_HeLa_SRRM2-KD = AS_NC	1.62733937435275e-06	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.000100361543438693	*** : DOWN_EXONS_HeLa_SRRM2-KD > CS	1.94128785986712e-07	*** : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.295758596914116	CR = CS	0.621268116415356	CR = AS_NC	0.127129431599675	CS = AS_NC
MEDIAN_POLYPYRITRAC_LEN_DOINTRON	366	1	16.3784153005464	15	427	7	15.7248243559719	14	990	0	14.8792929292929	13	968	3	15.3527892561983	14	964	2	15.0057053941909	14	0.296621887108073	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.00307376961948367	**  : UP_EXONS_HeLa_SRRM2-KD > CR	0.0623959946894489	UP_EXONS_HeLa_SRRM2-KD = CS	0.0204886481887566	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.0436440108126612	*   : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.430361085596407	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.211296657860335	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.138788170488825	CR = CS	0.330384230609557	CR = AS_NC	0.596219495123379	CS = AS_NC
MEDIAN_POLYPYRITRAC_SCORE_DOINTRON	366	1	31.7841530054645	28	427	7	29.1194379391101	26	990	0	29.2853535353535	26	968	3	29.676652892562	26	964	2	28.9906639004149	26	0.0451431237474061	*   : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.0330348599783796	*   : UP_EXONS_HeLa_SRRM2-KD > CR	0.0639314286403463	UP_EXONS_HeLa_SRRM2-KD = CS	0.0273475737144013	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.824280576935486	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.650189104700176	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.897983494379433	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.711887686462038	CR = CS	0.916606242658443	CR = AS_NC	0.632015360164894	CS = AS_NC
MEDIAN_BPSCORE_DOINTRON	366	1	0.50798200193388	0.67893814	427	7	0.384542076510539	0.53931189	990	0	0.515359429386162	0.630976685	968	3	0.488739074006145	0.57990551	964	2	0.532814883875	0.58483096	0.0210131017912217	*   : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.298970822706097	UP_EXONS_HeLa_SRRM2-KD = CR	0.0498484295884937	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.0862737764849236	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.0473560207190111	*   : DOWN_EXONS_HeLa_SRRM2-KD < CR	0.327914721465374	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.188156056737956	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.159131550638017	CR = CS	0.371728416187362	CR = AS_NC	0.624540984315598	CS = AS_NC
MEDIAN_TR_LENGTH	367	0	88262.4046321526	49607	434	0	53265.4907834101	25834.75	990	0	81150.9484848485	50445.25	971	0	68708.675592173	41598.5	966	0	66112.1754658385	41305	4.03696126662545e-13	*** : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.880929020109895	UP_EXONS_HeLa_SRRM2-KD = CR	0.00447684018988524	**  : UP_EXONS_HeLa_SRRM2-KD > CS	0.000645793610665068	*** : UP_EXONS_HeLa_SRRM2-KD > AS_NC	3.35973446738581e-20	*** : DOWN_EXONS_HeLa_SRRM2-KD < CR	1.16177978505822e-09	*** : DOWN_EXONS_HeLa_SRRM2-KD < CS	8.52664811565958e-09	*** : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	4.51450742943142e-05	*** : CR > CS	4.75395952995465e-07	*** : CR > AS_NC	0.412887501123105	CS = AS_NC
MEDIAN_EXON_NUMBER	367	0	13.7288828337875	10.5	434	0	12.5679723502304	9	990	0	13.6090909090909	10	971	0	18.0504634397528	14	966	0	12.0538302277433	9	0.0523848716776575	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.768574444791244	UP_EXONS_HeLa_SRRM2-KD = CR	1.2826488555716e-09	*** : UP_EXONS_HeLa_SRRM2-KD < CS	0.0295277043873241	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.00277257285107008	**  : DOWN_EXONS_HeLa_SRRM2-KD < CR	5.57496376656626e-20	*** : DOWN_EXONS_HeLa_SRRM2-KD < CS	0.754383972939645	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	2.62363721361594e-16	*** : CR < CS	0.00043046761717637	*** : CR > AS_NC	7.58306824786214e-31	*** : CS > AS_NC
EXON_MEDIANRELATIVERANK	367	0	0.561379982811915	0.553571428571429	434	0	0.556215770518117	0.5625	990	0	0.552374925781886	0.535714285714286	971	0	0.562271944428643	0.563492063492063	966	0	0.518127508948312	0.5	0.72911139448658	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.428005150844377	UP_EXONS_HeLa_SRRM2-KD = CR	0.93017026544778	UP_EXONS_HeLa_SRRM2-KD = CS	0.00187692923119516	**  : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.589134164821898	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.588587883635149	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.00154760360484927	**  : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.222597868983223	CR = CS	0.00221319761395257	**  : CR > AS_NC	7.03048404310148e-06	*** : CS > AS_NC
EXON_MEDIANRELATIVERANK_3BINS	367	0	2.18801089918256	2	434	0	2.19354838709677	2	990	0	2.14949494949495	2	971	0	2.19876416065911	2	966	0	2.06728778467909	2	1	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.422001167722665	UP_EXONS_HeLa_SRRM2-KD = CR	0.852548531652575	UP_EXONS_HeLa_SRRM2-KD = CS	0.00702541039547854	**  : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.37891050104241	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.838600234538588	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.0031331155065548	**  : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.176232086143264	CR = CS	0.0119823082017262	*   : CR > AS_NC	7.91996655845595e-05	*** : CS > AS_NC
EXON_MEDIANRELATIVERANK_5BINS	367	0	3.30517711171662	3	434	0	3.26958525345622	3	990	0	3.24040404040404	3	971	0	3.30072090628218	3	966	0	3.09006211180124	3	0.549931498733925	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.318230480344254	UP_EXONS_HeLa_SRRM2-KD = CR	0.847564872115248	UP_EXONS_HeLa_SRRM2-KD = CS	0.00207938293790744	**  : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.673138182641634	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.608589227617351	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.0066896604030862	**  : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.264959672098895	CR = CS	0.00624520054535411	**  : CR > AS_NC	8.23834739525954e-05	*** : CS > AS_NC
EXON_MEDIANRELATIVERANK_10BINS	367	0	6.16076294277929	6	434	0	6.08294930875576	6	990	0	6.03333333333333	6	971	0	6.1513903192585	6	966	0	5.70910973084886	6	0.576266592186633	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.316804699803935	UP_EXONS_HeLa_SRRM2-KD = CR	0.875685068909167	UP_EXONS_HeLa_SRRM2-KD = CS	0.00113073001384505	**  : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.627580827084355	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.57444488074648	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.00216810502045697	**  : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.23469859983621	CR = CS	0.00265021061397333	**  : CR > AS_NC	1.20852589338282e-05	*** : CS > AS_NC
NTRS_ALL_FOR_GENE	367	0	12.6648501362398	10	434	0	12.0645161290323	11	990	0	12.4434343434343	10	971	0	11.7239958805355	10	966	0	13.2867494824017	11	0.276221241877786	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.644968986299169	UP_EXONS_HeLa_SRRM2-KD = CR	0.905192590457464	UP_EXONS_HeLa_SRRM2-KD = CS	0.00455505211077074	**  : UP_EXONS_HeLa_SRRM2-KD < AS_NC	0.37591164107726	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.107213999766284	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.0822940931307109	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.445665869033478	CR = CS	0.00109116878522512	**  : CR < AS_NC	2.71284126692812e-05	*** : CS < AS_NC
PROP_FIRST_EXON	367	0	0.0488415395923329	0	434	0	0.0646190606616517	0	990	0	0.0159732785317972	0	971	0	0.0470157846616505	0	966	0	0.0520350341450839	0	0.0219220563499952	*   : UP_EXONS_HeLa_SRRM2-KD < DOWN_EXONS_HeLa_SRRM2-KD	1.02424381455255e-11	*** : UP_EXONS_HeLa_SRRM2-KD > CR	0.910957612860347	UP_EXONS_HeLa_SRRM2-KD = CS	0.214174848623805	UP_EXONS_HeLa_SRRM2-KD = AS_NC	2.6901939953689e-24	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.00307242160606056	**  : DOWN_EXONS_HeLa_SRRM2-KD > CS	0.130327379274885	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	2.33652800826505e-16	*** : CR < CS	1.25815973087209e-23	*** : CR < AS_NC	0.0696845176490411	CS = AS_NC
PROP_LAST_EXON	367	0	0.0586695325839492	0	434	0	0.0588345289140862	0	990	0	0.00975332310711646	0	971	0	0.0709813779404492	0	966	0	0.0459005979008964	0	0.615425869189336	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	1.72795093810532e-24	*** : UP_EXONS_HeLa_SRRM2-KD > CR	0.024527754699888	*   : UP_EXONS_HeLa_SRRM2-KD < CS	0.741192796725825	UP_EXONS_HeLa_SRRM2-KD = AS_NC	2.77687712957353e-29	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.0722776313688904	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.325309191382155	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	9.61347152061085e-49	*** : CR < CS	1.93139906246372e-33	*** : CR < AS_NC	0.000233315100697526	*** : CS > AS_NC
PROP_INTERNAL_EXON	367	0	0.892659227551238	1	434	0	0.877259598925469	1	990	0	0.974505881926903	1	971	0	0.882382907036466	1	966	0	0.904059791727394	1	0.0502540998088822	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	7.82299611317238e-29	*** : UP_EXONS_HeLa_SRRM2-KD < CR	0.0583113792747391	UP_EXONS_HeLa_SRRM2-KD = CS	0.834052579853163	UP_EXONS_HeLa_SRRM2-KD = AS_NC	3.07211467959701e-47	*** : DOWN_EXONS_HeLa_SRRM2-KD < CR	0.748378799327671	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.020403305705056	*   : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	5.53837002996411e-59	*** : CR > CS	5.30105202953749e-50	*** : CR > AS_NC	0.0115401816666695	*   : CS < AS_NC
PROP_EXON_IN_UTR	367	0	0.138012969660251	0	434	0	0.119970258196796	0	990	0	0.0318968469127802	0	971	0	0.100925265200306	0	966	0	0.153573647833006	0	0.724296577526939	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	2.28704438431412e-21	*** : UP_EXONS_HeLa_SRRM2-KD > CR	0.0169049527605819	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.0236650930400251	*   : UP_EXONS_HeLa_SRRM2-KD < AS_NC	1.89142600149593e-23	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.0281205339596804	*   : DOWN_EXONS_HeLa_SRRM2-KD > CS	0.00277005220883691	**  : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	9.76229285472543e-20	*** : CR < CS	6.81447946597683e-54	*** : CR < AS_NC	9.54238036528325e-11	*** : CS < AS_NC
